"data","nchutefezgol","diaSemana","time","gol","nchutenogol","chutes","chutesgol","possebola","passes","precisaopasses","faltas","cartaoamarelo","cartaovermelho","impedimentos","escanteios","estadio","resultado"
"01/05/19",0.25,"sáb","Grêmio",1,0.5,4,2,0.57,504,0.79,17,3,0,0,4,"fora","empatou"
"01/05/19",0,"sáb","Chapecoense",0,0.1,10,1,0.48,403,0.78,10,1,0,1,2,"fora","perdeu"
"01/05/19",0.09,"sáb","Flamengo",1,0.45,11,5,0.55,513,0.81,9,2,0,3,5,"fora","perdeu"
"01/05/19",0,"sáb","Ceará SC",0,0.29,14,4,0.41,426,0.81,12,0,0,2,3,"fora","perdeu"
"01/05/19",0.1,"sáb","Athletico-PR",1,0.4,10,4,0.64,507,0.89,19,3,0,0,7,"fora","perdeu"
"02/05/19",0.11,"dom","Bahia",2,0.21,19,4,0.47,421,0.79,15,0,0,4,6,"fora","perdeu"
"01/05/19",0.14,"sáb","Atlético-MG",2,0.29,14,4,0.49,466,0.82,9,0,0,1,4,"fora","venceu"
"02/05/19",0.1,"dom","Fluminense",1,0.4,10,4,0.58,517,0.85,14,2,0,3,1,"fora","perdeu"
"01/05/19",0.14,"sáb","São Paulo",2,0.36,14,5,0.53,433,0.86,12,2,1,1,10,"fora","venceu"
"05/05/19",0.06,"qui","Athletico-PR",1,0.35,17,6,0.49,399,0.85,17,3,0,2,3,"fora","empatou"
"04/05/19",0.13,"qua","Atlético-MG",2,0.4,15,6,0.54,531,0.87,7,1,0,1,4,"fora","venceu"
"05/05/19",0.11,"qui","Flamengo",1,0.11,9,1,0.35,259,0.71,15,7,0,2,2,"fora","empatou"
"04/05/19",0,"qua","Internacional",0,0.2,10,2,0.66,477,0.82,18,5,0,0,5,"fora","perdeu"
"04/05/19",0.09,"qua","Corinthians",1,0.18,11,2,0.54,411,0.84,8,1,0,0,2,"fora","empatou"
"05/05/19",0,"qui","Avaí",0,0.11,9,1,0.47,367,0.76,15,2,0,1,1,"fora","perdeu"
"05/05/19",0.29,"qui","Fluminense",5,0.71,17,12,0.48,490,0.83,10,1,0,0,8,"fora","venceu"
"05/05/19",0,"qui","Santos",0,0.41,17,7,0.72,632,0.85,13,4,0,1,12,"fora","empatou"
"05/05/19",0,"qui","Fortaleza",0,0.21,14,3,0.43,406,0.87,16,2,0,1,4,"fora","perdeu"
"05/05/19",0.08,"qui","Goiás",1,0.31,13,4,0.39,333,0.8,10,1,1,1,4,"fora","perdeu"
"12/05/19",0,"sáb","Vasco da Gama",0,0.33,15,5,0.44,346,0.75,11,3,1,5,5,"fora","perdeu"
"12/05/19",0.05,"sáb","Chapecoense",1,0.35,20,7,0.43,362,0.89,9,3,0,1,4,"fora","perdeu"
"11/05/19",0,"qui","Grêmio",0,0.25,8,2,0.52,513,0.83,19,4,0,1,2,"fora","empatou"
"11/05/19",0.08,"qui","Ceará SC",1,0.23,13,3,0.63,487,0.82,12,2,0,2,7,"fora","perdeu"
"11/05/19",0.11,"qui","Botafogo",1,0.33,9,3,0.36,305,0.81,12,5,0,4,3,"fora","venceu"
"12/05/19",0,"sáb","CSA",0,0.25,4,1,0.39,376,0.73,18,2,0,0,0,"fora","empatou"
"12/05/19",0.12,"sáb","São Paulo",1,0.25,8,2,0.47,430,0.87,14,2,0,0,4,"fora","venceu"
"12/05/19",0,"sáb","Bahia",0,0.31,13,4,0.37,309,0.79,14,3,0,2,6,"fora","perdeu"
"12/05/19",0.07,"sáb","Cruzeiro",1,0.43,14,6,0.46,442,0.82,14,0,1,0,3,"fora","perdeu"
"18/05/19",0.25,"sáb","Cruzeiro",1,0.75,4,3,0.46,442,0.8,12,2,0,1,2,"fora","perdeu"
"19/05/19",0,"dom","CSA",0,0.42,12,5,0.37,342,0.77,9,3,0,2,3,"fora","perdeu"
"18/05/19",0,"sáb","Santos",0,0.31,13,4,0.67,479,0.83,19,4,0,1,5,"fora","perdeu"
"18/05/19",0.04,"sáb","Flamengo",1,0.42,24,10,0.67,488,0.84,8,1,0,0,18,"fora","perdeu"
"19/05/19",0,"dom","Bahia",0,0.12,17,2,0.42,371,0.77,19,3,0,1,6,"fora","empatou"
"19/05/19",0.06,"dom","Avaí",1,0.33,18,6,0.49,348,0.75,14,2,0,3,10,"fora","empatou"
"19/05/19",0.06,"dom","Grêmio",1,0.24,17,4,0.64,493,0.85,16,6,0,1,7,"fora","perdeu"
"19/05/19",0.5,"dom","Corinthians",2,0.5,4,2,0.37,362,0.81,12,4,0,1,3,"fora","venceu"
"19/05/19",0.25,"dom","Fortaleza",3,0.67,12,8,0.47,395,0.77,12,1,0,2,4,"fora","venceu"
"19/05/19",0,"dom","Botafogo",0,0.33,6,2,0.69,571,0.87,14,3,0,0,3,"fora","perdeu"
"26/05/19",0.07,"ter","Vasco da Gama",1,0.14,14,2,0.38,337,0.83,12,2,0,0,5,"fora","empatou"
"25/05/19",0,"seg","Atlético-MG",0,0.56,9,5,0.43,437,0.81,14,4,0,0,4,"fora","perdeu"
"25/05/19",0.06,"seg","Palmeiras",1,0.12,17,2,0.37,254,0.7,19,0,0,6,8,"fora","venceu"
"26/05/19",0.17,"ter","Athletico-PR",2,0.42,12,5,0.51,412,0.79,21,3,0,0,2,"fora","perdeu"
"26/05/19",0,"ter","Internacional",0,0.07,15,1,0.37,316,0.74,19,5,0,3,4,"fora","empatou"
"26/05/19",0.2,"ter","Chapecoense",2,0.5,10,5,0.35,313,0.71,11,3,0,0,2,"fora","venceu"
"27/05/19",0.22,"qua","Ceará SC",2,0.44,9,4,0.48,399,0.72,15,3,0,1,0,"fora","venceu"
"27/05/19",0,"qua","Goiás",0,0.33,15,5,0.56,412,0.79,10,1,0,0,9,"fora","perdeu"
"26/05/19",0.18,"ter","Fluminense",2,0.36,11,4,0.67,603,0.9,10,2,1,2,3,"fora","perdeu"
"26/05/19",0,"ter","São Paulo",0,0.11,9,1,0.6,438,0.78,14,4,0,3,4,"fora","perdeu"
"02/06/19",0.08,"qua","Santos",1,0.25,12,3,0.61,470,0.82,22,1,0,2,0,"fora","venceu"
"01/06/19",0,"ter","Grêmio",0,0.29,7,2,0.58,537,0.87,10,2,0,5,4,"fora","perdeu"
"02/06/19",0,"qua","Vasco da Gama",0,0.11,18,2,0.44,362,0.81,16,3,0,1,9,"fora","perdeu"
"01/06/19",0,"ter","Fortaleza",0,0.4,10,4,0.35,343,0.86,6,0,0,1,2,"fora","perdeu"
"02/06/19",0,"qua","Fluminense",0,0.22,9,2,0.44,372,0.79,17,3,1,0,4,"fora","perdeu"
"07/06/19",0.05,"ter","Internacional",1,0.21,19,4,0.69,635,0.88,16,2,0,5,10,"fora","perdeu"
"02/06/19",0,"qua","Avaí",0,0.07,14,1,0.36,382,0.78,12,0,0,1,7,"fora","perdeu"
"02/06/19",0,"qua","CSA",0,0,12,0,0.28,304,0.79,11,3,0,0,2,"fora","perdeu"
"02/06/19",0.07,"qua","Cruzeiro",1,0.29,14,4,0.6,567,0.84,12,3,0,4,9,"fora","empatou"
"02/06/19",0.14,"qua","Palmeiras",2,0.43,14,6,0.45,356,0.77,21,5,0,0,5,"fora","venceu"
"08/06/19",0,"qui","São Paulo",0,0.25,12,3,0.63,513,0.8,17,2,0,1,10,"fora","empatou"
"08/06/19",0,"qui","Corinthians",0,0.2,5,1,0.55,538,0.86,13,1,0,1,5,"fora","empatou"
"08/06/19",0,"qui","Fortaleza",0,0.4,5,2,0.34,343,0.78,7,4,1,0,1,"fora","perdeu"
"08/06/19",0,"qui","Athletico-PR",0,0.43,7,3,0.57,406,0.82,29,4,0,1,7,"fora","perdeu"
"08/06/19",0,"qui","Bahia",0,0.11,9,1,0.37,296,0.65,10,2,0,3,1,"fora","empatou"
"10/06/19",0.08,"sáb","Chapecoense",1,0.17,12,2,0.49,350,0.81,17,0,1,0,6,"fora","perdeu"
"09/06/19",0.15,"sex","Botafogo",2,0.54,13,7,0.61,520,0.89,10,1,0,0,2,"fora","venceu"
"09/06/19",0,"sex","Flamengo",0,0.18,11,2,0.36,339,0.79,17,3,0,0,2,"fora","empatou"
"09/06/19",0.08,"sex","Atlético-MG",1,0.33,12,4,0.41,383,0.75,14,2,0,1,5,"fora","perdeu"
"12/06/19",0.07,"ter","Grêmio",1,0.36,14,5,0.53,515,0.87,11,2,0,4,7,"fora","venceu"
"13/06/19",0,"qua","Ceará SC",0,0.12,8,1,0.47,426,0.8,15,2,0,3,1,"fora","perdeu"
"12/06/19",0.08,"ter","Cruzeiro",1,0.33,12,4,0.54,426,0.86,15,6,0,2,5,"fora","perdeu"
"12/06/19",0.08,"ter","Flamengo",2,0.46,24,11,0.66,515,0.85,10,1,0,2,12,"fora","venceu"
"12/06/19",0,"ter","Corinthians",0,0,2,0,0.47,413,0.76,13,4,0,1,3,"fora","perdeu"
"12/06/19",0.05,"ter","Bahia",1,0.11,19,2,0.55,593,0.86,7,1,0,0,3,"fora","perdeu"
"13/06/19",0.11,"qua","São Paulo",1,0.33,9,3,0.31,318,0.75,17,4,0,0,5,"fora","empatou"
"13/07/19",0.1,"sex","Vasco da Gama",1,0.5,10,5,0.29,255,0.71,12,4,0,1,6,"fora","perdeu"
"13/06/19",0.1,"qua","Fluminense",1,0.3,10,3,0.65,549,0.89,21,5,1,1,3,"fora","empatou"
"13/06/19",0,"qua","Avaí",0,0.25,8,2,0.47,379,0.81,18,1,0,1,1,"fora","perdeu"
"13/07/19",0,"sex","Avaí",0,0.33,15,5,0.6,513,0.86,12,2,0,1,13,"fora","perdeu"
"13/07/19",0.06,"sex","Santos",1,0.35,17,6,0.62,527,0.84,11,3,0,1,7,"fora","venceu"
"13/07/19",0.07,"sex","Palmeiras",1,0.33,15,5,0.55,406,0.8,18,3,0,4,5,"fora","empatou"
"14/07/19",0.14,"sáb","Goiás",1,0.29,7,2,0.26,202,0.7,9,2,0,3,0,"fora","perdeu"
"14/07/19",0,"sáb","CSA",0,0.25,4,1,0.33,296,0.75,18,6,0,0,1,"fora","perdeu"
"14/07/19",0.1,"sáb","Atlético-MG",2,0.33,21,7,0.62,439,0.8,16,5,0,2,10,"fora","venceu"
"20/07/19",0.2,"dom","Fluminense",1,0.4,5,2,0.56,499,0.85,22,2,2,1,2,"fora","perdeu"
"15/07/19",0.11,"dom","Ceará SC",1,0.56,9,5,0.29,265,0.72,15,2,0,2,5,"fora","empatou"
"14/07/19",0,"sáb","Internacional",0,0.33,12,4,0.39,303,0.78,16,3,0,3,2,"fora","perdeu"
"14/07/19",0,"sáb","Botafogo",0,0.12,8,1,0.58,640,0.88,8,0,0,0,3,"fora","empatou"
"21/07/19",0.08,"seg","Santos",1,0.31,13,4,0.49,445,0.84,14,2,1,1,2,"fora","venceu"
"20/07/19",0,"dom","Palmeiras",0,0.29,21,6,0.58,374,0.83,13,2,0,1,9,"fora","perdeu"
"20/07/19",0.1,"dom","Grêmio",1,0.3,10,3,0.58,570,0.82,14,2,0,0,2,"fora","empatou"
"20/07/19",0,"dom","Cruzeiro",0,0.42,12,5,0.42,384,0.79,8,1,0,2,5,"fora","empatou"
"22/07/19",0,"ter","Chapecoense",0,0.25,8,2,0.51,405,0.82,19,3,0,3,3,"fora","perdeu"
"21/07/19",0.2,"seg","Fortaleza",2,0.4,10,4,0.48,385,0.8,12,4,0,0,2,"fora","empatou"
"21/07/19",0,"seg","Goiás",0,0.27,11,3,0.38,304,0.69,19,2,0,0,3,"fora","empatou"
"21/07/19",0.17,"seg","Flamengo",1,0.5,6,3,0.56,410,0.8,17,3,1,0,5,"fora","empatou"
"27/07/19",0.17,"seg","Vasco da Gama",1,0.17,6,1,0.45,321,0.77,22,4,0,0,4,"fora","empatou"
"28/07/19",0,"qua","Bahia",0,0.44,16,7,0.53,411,0.74,15,1,0,1,5,"fora","empatou"
"27/07/19",0.15,"seg","São Paulo",2,0.38,13,5,0.28,264,0.78,14,3,0,0,2,"fora","venceu"
"28/07/19",0.17,"qua","Botafogo",2,0.25,12,3,0.37,290,0.76,16,2,0,3,4,"fora","perdeu"
"27/07/19",0,"seg","Ceará SC",0,0.22,9,2,0.45,408,0.75,12,3,0,0,6,"fora","perdeu"
"03/08/19",0.09,"ter","Fortaleza",1,0.36,11,4,0.65,427,0.81,16,0,1,2,4,"fora","perdeu"
"29/07/19",0,"qui","Grêmio",0,0,15,0,0.6,526,0.85,13,2,0,2,6,"fora","empatou"
"28/07/19",0.21,"qua","Corinthians",3,0.36,14,5,0.52,450,0.87,16,1,0,1,1,"fora","venceu"
"28/07/19",0.09,"qua","Avaí",1,0.36,11,4,0.4,308,0.73,13,2,0,0,4,"fora","perdeu"
"28/07/19",0,"qua","Atlético-MG",0,0,11,0,0.55,486,0.87,9,0,0,3,4,"fora","empatou"
"04/08/19",0.05,"qui","Goiás",1,0.1,20,2,0.38,311,0.79,8,4,0,1,6,"fora","perdeu"
"03/08/19",0.07,"ter","Internacional",1,0.27,15,4,0.39,412,0.83,12,2,0,0,5,"fora","perdeu"
"04/08/19",0.12,"qui","Palmeiras",1,0.75,8,6,0.5,373,0.77,24,3,0,3,5,"fora","empatou"
"04/08/19",0,"qui","Flamengo",0,0.08,13,1,0.69,582,0.82,14,1,0,2,7,"fora","perdeu"
"04/08/19",0.22,"qui","Botafogo",2,0.56,9,5,0.4,368,0.78,11,1,0,0,1,"fora","venceu"
"10/08/19",0.07,"qui","Chapecoense",1,0.21,14,3,0.61,459,0.83,11,2,0,1,4,"fora","perdeu"
"04/08/19",0,"qui","Cruzeiro",0,0.29,14,4,0.62,595,0.88,13,3,0,2,6,"fora","perdeu"
"07/08/19",0,"dom","Goiás",0,0.27,11,3,0.36,318,0.79,11,2,1,4,5,"fora","perdeu"
"04/08/19",0,"qui","CSA",0,0.17,12,2,0.43,395,0.72,14,1,0,1,5,"fora","empatou"
"05/08/19",0.33,"sex","Chapecoense",3,0.44,9,4,0.31,268,0.71,16,3,0,0,3,"fora","empatou"
"11/08/19",0,"sex","Corinthians",0,0.12,8,1,0.44,447,0.78,8,2,0,0,3,"fora","empatou"
"10/08/19",0.14,"qui","Santos",2,0.21,14,3,0.58,367,0.76,15,1,0,1,2,"fora","perdeu"
"10/08/19",0.05,"qui","Fluminense",1,0.33,21,7,0.59,527,0.87,13,2,1,2,5,"fora","perdeu"
"10/08/19",0.14,"qui","Grêmio",1,0.29,7,2,0.42,380,0.82,15,2,0,1,3,"fora","perdeu"
"11/08/19",0.29,"sex","Bahia",2,0.57,7,4,0.59,428,0.84,19,3,1,1,3,"fora","empatou"
"17/08/19",0,"sáb","Botafogo",0,0.38,8,3,0.57,545,0.89,13,3,0,2,2,"fora","perdeu"
"11/08/19",0.14,"sex","Cruzeiro",2,0.43,14,6,0.51,386,0.77,15,1,1,2,1,"fora","empatou"
"11/08/19",0.06,"sex","Athletico-PR",1,0.47,17,8,0.54,426,0.8,12,1,0,0,7,"fora","perdeu"
"11/08/19",0.08,"sex","Vasco da Gama",1,0.42,12,5,0.45,350,0.74,22,3,1,1,4,"fora","venceu"
"12/08/19",0.33,"dom","Fortaleza",2,0.5,6,3,0.48,450,0.85,13,1,0,4,3,"fora","venceu"
"17/08/19",0.07,"sáb","Palmeiras",1,0.47,15,7,0.32,304,0.79,14,0,0,1,2,"fora","empatou"
"18/08/19",0.2,"dom","CSA",1,0.6,5,3,0.32,344,0.72,16,2,0,1,1,"fora","venceu"
"17/08/19",0.24,"sáb","Flamengo",4,0.59,17,10,0.58,491,0.87,18,3,0,0,7,"fora","venceu"
"17/08/19",0.14,"sáb","Internacional",1,0.29,7,2,0.45,413,0.84,14,2,0,4,0,"fora","venceu"
"18/08/19",0.09,"dom","Goiás",1,0.36,11,4,0.53,471,0.81,13,3,0,1,6,"fora","empatou"
"18/08/19",0,"dom","Ceará SC",0,0.5,10,5,0.41,316,0.72,16,2,0,0,11,"fora","perdeu"
"18/08/19",0,"dom","Santos",0,0.5,4,2,0.34,297,0.83,7,0,1,1,4,"fora","perdeu"
"18/08/19",0,"dom","Avaí",0,0,5,0,0.59,449,0.77,15,0,0,2,3,"fora","perdeu"
"25/08/19",0.33,"ter","Fortaleza",3,0.56,9,5,0.39,312,0.77,22,3,0,0,5,"fora","empatou"
"25/08/19",0.09,"ter","Internacional",1,0.45,11,5,0.74,611,0.88,14,2,0,3,5,"fora","perdeu"
"24/08/19",0.17,"seg","Bahia",1,0.83,6,5,0.43,391,0.75,16,2,0,0,3,"fora","venceu"
"25/08/19",0,"ter","São Paulo",0,0.33,3,1,0.48,449,0.83,16,3,1,2,1,"fora","perdeu"
"31/08/19",0,"ter","Grêmio",0,0.43,7,3,0.45,426,0.79,9,1,0,0,5,"fora","empatou"
"26/08/19",0,"qua","Chapecoense",0,0.33,15,5,0.39,285,0.69,16,1,0,2,4,"fora","empatou"
"25/08/19",0.12,"ter","Corinthians",1,0.5,8,4,0.52,420,0.78,15,1,1,2,2,"fora","empatou"
"25/08/19",0.08,"ter","Cruzeiro",1,0.46,13,6,0.53,497,0.86,14,3,0,1,4,"fora","empatou"
"25/08/19",0.3,"ter","Flamengo",3,0.5,10,5,0.48,404,0.8,14,0,0,3,2,"fora","venceu"
"31/08/19",0.08,"ter","Santos",1,0.33,12,4,0.48,386,0.8,19,4,0,3,5,"fora","venceu"
"31/08/19",0,"ter","Ceará SC",0,0.56,9,5,0.31,247,0.61,15,3,0,2,4,"fora","perdeu"
"01/09/19",0,"qua","Palmeiras",0,0,2,0,0.34,341,0.79,16,2,1,3,1,"fora","perdeu"
"31/08/19",0,"ter","CSA",0,0.25,8,2,0.33,285,0.69,17,1,0,3,2,"fora","perdeu"
"31/08/19",0.12,"ter","Botafogo",2,0.41,17,7,0.51,496,0.85,6,4,0,1,1,"fora","perdeu"
"01/09/19",0,"qua","Vasco da Gama",0,0.17,12,2,0.43,364,0.83,15,4,0,1,11,"fora","perdeu"
"01/09/19",0,"qua","Goiás",0,0.29,7,2,0.48,365,0.81,14,1,1,4,3,"fora","perdeu"
"07/09/19",0.22,"qua","Bahia",2,0.33,9,3,0.43,354,0.71,19,1,0,1,3,"fora","venceu"
"01/09/19",0,"qua","Atlético-MG",0,0.45,11,5,0.55,607,0.86,14,1,0,1,4,"fora","perdeu"
"02/09/19",0.14,"qui","Avaí",1,0.29,7,2,0.39,344,0.78,15,1,0,0,2,"fora","venceu"
"07/09/19",0.11,"qua","Fluminense",1,0.44,9,4,0.54,472,0.86,15,2,0,4,4,"fora","venceu"
"07/09/19",0,"qua","São Paulo",0,0.44,9,4,0.49,442,0.77,16,5,0,1,2,"fora","perdeu"
"07/09/19",0.17,"qua","Ceará SC",2,0.5,12,6,0.39,320,0.81,10,1,0,2,8,"fora","empatou"
"07/09/19",0.11,"qua","Palmeiras",2,0.5,18,9,0.66,516,0.83,21,0,1,2,7,"fora","venceu"
"07/09/19",0.33,"qua","Flamengo",3,0.56,9,5,0.59,540,0.86,9,2,0,1,8,"fora","venceu"
"10/09/19",0,"dom","Fluminense",0,0.08,12,1,0.54,463,0.87,11,2,0,2,7,"fora","perdeu"
"08/09/19",0.33,"sex","Grêmio",4,0.33,12,4,0.48,533,0.91,10,1,0,0,2,"fora","venceu"
"08/09/19",0.11,"sex","Athletico-PR",1,0.44,9,4,0.38,289,0.68,15,6,0,1,3,"fora","empatou"
"08/09/19",0,"sex","Chapecoense",0,0.2,15,3,0.52,320,0.72,14,1,2,0,7,"fora","perdeu"
"08/09/19",0.06,"sex","Atlético-MG",1,0.33,18,6,0.53,482,0.88,14,2,1,4,8,"fora","perdeu"
"14/09/19",0.13,"sex","Vasco da Gama",2,0.53,15,8,0.44,334,0.77,22,5,0,1,5,"fora","venceu"
"14/09/19",0,"sex","Santos",0,0,6,0,0.48,349,0.74,24,5,0,3,1,"fora","perdeu"
"14/09/19",0,"sex","Botafogo",0,0,3,0,0.61,570,0.87,5,1,0,0,0,"fora","empatou"
"14/09/19",0,"sex","Cruzeiro",0,0.43,7,3,0.42,351,0.77,19,3,0,0,4,"fora","perdeu"
"15/09/19",0.14,"sáb","CSA",1,0.29,7,2,0.28,206,0.57,16,3,0,1,3,"fora","empatou"
"15/09/19",0.11,"sáb","Fortaleza",1,0.11,9,1,0.46,336,0.77,11,1,0,0,7,"fora","empatou"
"15/09/19",0.2,"sáb","Internacional",3,0.6,15,9,0.39,435,0.83,14,1,0,1,0,"fora","venceu"
"15/09/19",0,"sáb","Corinthians",0,0.23,13,3,0.51,439,0.88,12,1,0,1,6,"fora","perdeu"
"15/09/19",0,"sáb","Goiás",0,0.33,12,4,0.36,365,0.84,10,1,0,0,4,"fora","perdeu"
"21/09/19",0.11,"dom","Bahia",1,0.33,9,3,0.51,419,0.84,15,4,0,1,3,"fora","perdeu"
"21/09/19",0.15,"dom","Flamengo",2,0.38,13,5,0.59,487,0.85,14,2,0,0,4,"fora","venceu"
"21/09/19",0.12,"dom","São Paulo",2,0.41,17,7,0.46,383,0.76,23,1,0,2,11,"fora","venceu"
"21/09/19",0.25,"dom","Grêmio",3,0.5,12,6,0.42,346,0.74,15,4,0,0,2,"fora","venceu"
"22/09/19",0,"seg","Chapecoense",0,0.25,8,2,0.36,303,0.71,19,4,0,0,3,"fora","perdeu"
"22/09/19",0,"seg","Ceará SC",0,0.39,23,9,0.55,399,0.79,9,2,0,1,11,"fora","perdeu"
"23/09/19",0,"ter","Atlético-MG",0,0.29,14,4,0.64,558,0.82,14,1,0,1,10,"fora","perdeu"
"22/09/19",0,"seg","Fluminense",0,0.25,8,2,0.72,572,0.87,10,0,0,1,8,"fora","perdeu"
"22/09/19",0.07,"seg","Palmeiras",1,0.21,14,3,0.57,459,0.83,11,1,0,4,5,"fora","venceu"
"25/09/19",0,"sex","Botafogo",0,0.33,3,1,0.42,377,0.8,9,0,1,1,1,"fora","perdeu"
"25/09/19",0.33,"sex","Goiás",1,1,3,3,0.27,212,0.6,24,4,0,0,0,"fora","venceu"
"25/09/19",0.33,"sex","Internacional",1,0.67,3,2,0.27,232,0.72,6,1,2,3,1,"fora","perdeu"
"26/09/19",0.18,"sáb","CSA",2,0.36,11,4,0.3,295,0.82,13,1,0,0,2,"fora","perdeu"
"25/09/19",0,"sex","Cruzeiro",0,0.21,14,3,0.54,461,0.78,17,3,0,2,3,"fora","empatou"
"26/09/19",0.05,"sáb","Santos",1,0.37,19,7,0.53,467,0.83,15,2,1,1,5,"fora","empatou"
"28/09/19",0,"ter","São Paulo",0,0.12,8,1,0.38,334,0.73,27,4,0,3,2,"fora","empatou"
"29/09/19",0,"qua","Vasco da Gama",0,0.13,15,2,0.45,382,0.78,23,5,0,4,2,"fora","perdeu"
"26/09/19",0.09,"sáb","Avaí",1,0.36,11,4,0.48,538,0.89,9,1,0,0,2,"fora","perdeu"
"26/09/19",0.09,"sáb","Fortaleza",1,0.27,11,3,0.34,321,0.79,8,0,0,1,7,"fora","perdeu"
"29/09/19",0,"qua","CSA",0,0.22,9,2,0.37,338,0.76,12,2,0,2,4,"fora","perdeu"
"29/09/19",0.12,"qua","Ceará SC",1,0.12,8,1,0.38,315,0.73,12,2,0,1,8,"fora","perdeu"
"29/09/19",0.08,"qua","Palmeiras",1,0.42,12,5,0.46,403,0.82,17,2,0,1,3,"fora","empatou"
"29/09/19",0.07,"qua","Grêmio",1,0.27,15,4,0.53,531,0.87,9,4,0,1,6,"fora","perdeu"
"30/09/19",0,"qui","Cruzeiro",0,0.09,11,1,0.67,505,0.83,19,3,0,2,9,"fora","perdeu"
"30/09/19",0.33,"qui","Bahia",2,0.33,6,2,0.44,393,0.76,16,2,0,1,5,"fora","venceu"
"02/10/19",0.08,"sáb","Corinthians",1,0.17,12,2,0.45,336,0.75,15,2,0,2,7,"fora","venceu"
"30/09/19",0,"qui","Botafogo",0,0.33,6,2,0.55,502,0.84,12,2,0,1,1,"fora","perdeu"
"02/10/19",0.12,"sáb","Vasco da Gama",2,0.31,16,5,0.45,338,0.78,22,2,0,2,7,"fora","venceu"
"05/10/19",0.14,"qua","Fortaleza",1,0.29,7,2,0.38,300,0.8,14,2,0,0,3,"fora","perdeu"
"05/10/19",0.12,"qua","Santos",1,0.5,8,4,0.58,423,0.81,17,2,1,1,2,"fora","venceu"
"05/10/19",0.08,"qua","Internacional",1,0.17,12,2,0.47,440,0.82,14,3,0,1,3,"fora","empatou"
"05/10/19",0.15,"qua","Athletico-PR",2,0.38,13,5,0.54,491,0.83,14,3,0,1,4,"fora","venceu"
"05/10/19",0,"qua","Corinthians",0,0.15,13,2,0.35,338,0.81,12,2,0,0,5,"fora","empatou"
"06/10/19",0.09,"qui","Atlético-MG",1,0.45,11,5,0.33,254,0.72,20,4,0,1,2,"fora","empatou"
"06/10/19",0.04,"qui","Flamengo",1,0.21,24,5,0.64,520,0.82,20,0,0,2,8,"fora","venceu"
"06/10/19",0.11,"qui","Goiás",1,0.33,9,3,0.42,314,0.72,12,0,0,1,9,"fora","venceu"
"06/10/19",0.06,"qui","Avaí",1,0.06,17,1,0.71,593,0.88,11,3,0,1,8,"fora","perdeu"
"06/10/19",0.08,"qui","Fluminense",1,0.42,12,5,0.54,481,0.86,20,1,0,3,2,"fora","venceu"
"09/10/19",0.06,"seg","Goiás",1,0.22,18,4,0.57,446,0.83,18,2,0,1,5,"fora","perdeu"
"09/10/19",0,"seg","São Paulo",0,0.25,8,2,0.6,565,0.86,15,1,0,2,5,"fora","empatou"
"09/10/19",0,"seg","Internacional",0,0.14,14,2,0.7,593,0.88,9,2,0,4,11,"fora","perdeu"
"09/10/19",0,"seg","Chapecoense",0,0.31,16,5,0.47,397,0.83,17,2,0,1,6,"fora","perdeu"
"09/10/19",0.1,"seg","Ceará SC",1,0.5,10,5,0.31,293,0.76,19,3,0,1,4,"fora","perdeu"
"10/10/19",0,"ter","Vasco da Gama",0,0.33,12,4,0.44,419,0.78,11,1,0,1,6,"fora","empatou"
"10/10/19",0.2,"ter","Atlético-MG",1,0.4,5,2,0.33,318,0.72,9,3,0,1,2,"fora","perdeu"
"09/10/19",0,"seg","Palmeiras",0,0.23,13,3,0.43,364,0.84,13,2,1,0,3,"fora","perdeu"
"09/10/19",0,"seg","Fluminense",0,0,9,0,0.49,460,0.8,18,3,0,0,5,"fora","empatou"
"12/10/19",0,"sex","Botafogo",0,0,6,0,0.51,422,0.82,13,2,0,0,2,"fora","perdeu"
"13/10/19",0,"sáb","Santos",0,0.27,11,3,0.54,492,0.81,18,3,0,2,3,"fora","empatou"
"12/10/19",0,"sex","CSA",0,0.25,8,2,0.51,376,0.78,21,3,0,1,2,"fora","perdeu"
"12/10/19",0,"sex","Bahia",0,0.35,17,6,0.51,447,0.84,15,1,0,0,7,"fora","perdeu"
"13/10/19",0.29,"sáb","Grêmio",4,0.43,14,6,0.57,526,0.85,8,1,0,2,4,"fora","venceu"
"13/10/19",0,"sáb","Corinthians",0,0.67,3,2,0.45,467,0.85,10,1,0,0,1,"fora","perdeu"
"13/10/19",0,"sáb","Avaí",0,0.38,13,5,0.43,368,0.76,16,3,0,3,0,"fora","perdeu"
"13/10/19",0,"sáb","Fortaleza",0,0.29,7,2,0.41,301,0.78,19,3,1,1,3,"fora","perdeu"
"13/10/19",0.06,"sáb","Cruzeiro",1,0.33,18,6,0.39,331,0.78,13,1,0,0,7,"fora","empatou"
"16/10/19",0,"qua","Chapecoense",0,0.29,7,2,0.28,222,0.59,14,3,1,0,4,"fora","perdeu"
"16/10/19",0.18,"qua","Flamengo",2,0.36,11,4,0.7,462,0.87,16,3,0,2,12,"fora","venceu"
"16/10/19",0.1,"qua","Atlético-MG",2,0.33,21,7,0.58,498,0.84,13,2,1,0,7,"fora","empatou"
"16/10/19",0,"qua","São Paulo",0,0.25,8,2,0.6,558,0.84,16,2,0,1,2,"fora","perdeu"
