"data","nchutefezgol","diaSemana","time","gol","nchutenogol","chutes","chutesgol","possebola","passes","precisaopasses","faltas","cartaoamarelo","cartaovermelho","impedimentos","escanteios","estadio","resultado"
"16/11/20",0.06,"dom","Coritiba",1,0.12,16,2,0.54,451,0.88,12,3,0,1,7,"casa","perdeu"
"14/11/20",0.05,"qui","Flamengo",1,0.35,20,7,0.66,559,0.88,15,2,0,1,11,"casa","empatou"
"18/11/20",0,"ter","Atlético-MG",0,0.29,21,6,0.65,550,0.87,8,1,0,1,9,"casa","perdeu"
"16/11/20",0.08,"dom","Botafogo",1,0.25,12,3,0.61,439,0.81,16,0,0,2,7,"casa","perdeu"
"21/11/20",0.12,"sáb","Goiás",1,0.25,8,2,0.6,487,0.85,20,2,0,1,1,"casa","venceu"
"21/11/20",0.13,"sáb","Flamengo",3,0.39,23,9,0.62,656,0.88,16,1,0,0,4,"casa","venceu"
"20/11/20",0.33,"sex","Bragantino",4,0.58,12,7,0.53,444,0.88,16,2,0,0,5,"casa","venceu"
"21/11/20",0.08,"sáb","Athletico-PR",1,0.31,13,4,0.61,525,0.84,22,0,0,2,9,"casa","venceu"
"22/11/20",0.06,"dom","São Paulo",1,0.29,17,5,0.7,685,0.87,7,2,0,2,7,"casa","empatou"
"22/11/20",0.18,"dom","Ceará SC",2,0.45,11,5,0.46,400,0.78,11,4,0,2,2,"casa","empatou"
"22/11/20",0.05,"dom","Botafogo",1,0.32,19,6,0.59,481,0.87,18,1,0,3,7,"casa","perdeu"
"23/11/20",0,"seg","Sport Recife",0,0.09,11,1,0.63,431,0.84,17,1,0,1,10,"casa","perdeu"
"22/11/20",0,"dom","Corinthians",0,0.14,7,1,0.32,300,0.74,12,1,2,3,4,"casa","empatou"
"22/11/20",0.08,"dom","Internacional",1,0.31,13,4,0.51,454,0.8,20,2,0,1,4,"casa","perdeu"
"26/11/20",0.07,"sex","Fortaleza",1,0.53,15,8,0.7,619,0.88,17,2,0,3,2,"casa","empatou"
"25/11/20",0.18,"qui","Atlético-MG",2,0.55,11,6,0.55,463,0.87,25,2,0,2,10,"casa","venceu"
"28/11/20",0.14,"seg","Palmeiras",3,0.36,22,8,0.59,470,0.87,16,2,0,4,10,"casa","venceu"
"25/11/20",0,"qui","Coritiba",0,0.27,11,3,0.53,462,0.81,13,2,0,1,4,"casa","perdeu"
"25/11/20",0.09,"qui","Ceará SC",1,0.55,11,6,0.31,303,0.76,20,5,0,2,5,"casa","empatou"
"28/11/20",0.06,"seg","Bahia",1,0.35,17,6,0.37,351,0.81,12,0,0,1,5,"casa","perdeu"
"30/11/20",0.08,"qua","Vasco da Gama",1,0.33,12,4,0.69,486,0.85,15,3,0,1,9,"casa","perdeu"
"30/11/20",0.08,"qua","Grêmio",2,0.38,26,10,0.66,680,0.9,15,2,0,2,8,"casa","venceu"
"28/11/20",0.36,"seg","Santos",4,0.45,11,5,0.59,421,0.86,17,3,0,3,5,"casa","venceu"
"28/11/20",0,"seg","Atlético-GO",0,0,9,0,0.41,283,0.74,19,1,0,5,8,"casa","empatou"
"02/12/20",0,"sex","Fortaleza",0,0.38,13,5,0.45,343,0.77,12,2,1,2,3,"casa","empatou"
"05/12/20",0.13,"ter","Santos",2,0.33,15,5,0.6,386,0.8,14,3,0,2,8,"casa","empatou"
"03/12/20",0,"sáb","Goiás",0,0.33,9,3,0.41,324,0.75,16,3,0,0,2,"casa","perdeu"
"30/11/20",0,"qua","Fluminense",0,0.14,7,1,0.45,361,0.79,15,2,0,4,5,"casa","empatou"
"05/12/20",0,"ter","Botafogo",0,0.23,13,3,0.34,293,0.73,16,1,1,0,5,"casa","perdeu"
"05/12/20",0,"ter","Coritiba",0,0.33,9,3,0.43,334,0.7,17,4,0,2,3,"casa","empatou"
"05/12/20",0,"ter","Bahia",0,0.22,9,2,0.53,450,0.83,12,2,0,1,6,"casa","perdeu"
"05/12/20",0.11,"ter","Fluminense",3,0.48,27,13,0.7,578,0.88,16,4,0,2,15,"casa","venceu"
"06/12/20",0.18,"qua","Grêmio",4,0.45,22,10,0.6,604,0.89,9,2,0,1,5,"casa","venceu"
"06/12/20",0.08,"qua","São Paulo",1,0.54,13,7,0.64,647,0.89,17,4,0,0,11,"casa","venceu"
"07/12/20",0,"qui","Atlético-GO",0,0.25,12,3,0.68,421,0.85,17,3,0,4,15,"casa","perdeu"
"12/12/20",0,"qui","Athletico-PR",0,0.31,16,5,0.42,353,0.79,20,2,0,4,5,"casa","perdeu"
"09/12/20",0.13,"dom","São Paulo",4,0.45,31,14,0.66,646,0.9,12,0,0,1,12,"casa","venceu"
"12/12/20",0.14,"qui","Bragantino",2,0.5,14,7,0.53,420,0.82,17,3,0,0,2,"casa","venceu"
"06/12/20",0.22,"qua","Atlético-MG",2,0.22,9,2,0.64,584,0.85,18,2,0,4,3,"casa","empatou"
"12/12/20",0.17,"qui","Internacional",2,0.25,12,3,0.48,416,0.82,23,4,0,0,4,"casa","venceu"
"13/12/20",0.33,"sex","Flamengo",4,0.33,12,4,0.56,457,0.86,12,2,0,3,6,"casa","venceu"
"12/12/20",0.12,"qui","Ceará SC",1,0.38,8,3,0.4,344,0.76,13,0,0,3,2,"casa","perdeu"
"12/12/20",0.2,"qui","Palmeiras",3,0.47,15,7,0.6,511,0.88,11,2,0,4,8,"casa","venceu"
"12/12/20",0,"qui","Goiás",0,0.17,12,2,0.39,298,0.73,12,4,0,0,4,"casa","empatou"
"13/12/20",0.07,"sex","Corinthians",1,0.36,14,5,0.38,313,0.7,12,0,0,0,4,"casa","venceu"
"16/12/20",0.18,"ter","Atlético-GO",2,0.45,11,5,0.39,278,0.78,17,3,0,0,11,"casa","venceu"
"13/12/20",0.05,"sex","Sport Recife",1,0.3,20,6,0.55,447,0.85,20,0,0,0,7,"casa","venceu"
"13/12/20",0.05,"sex","Vasco da Gama",1,0.2,20,4,0.44,404,0.84,21,6,0,1,4,"casa","empatou"
"16/12/20",0.18,"ter","São Paulo",3,0.41,17,7,0.47,485,0.82,9,2,0,3,5,"casa","venceu"
"19/12/20",0.11,"sex","Sport Recife",1,0.22,9,2,0.43,402,0.85,21,2,0,2,3,"casa","empatou"
"20/12/20",0,"dom","Bragantino",0,0.29,21,6,0.71,506,0.84,8,2,0,6,17,"casa","perdeu"
"19/12/20",0.1,"sex","Coritiba",1,0.4,10,4,0.45,344,0.79,14,3,0,2,4,"casa","perdeu"
"19/12/20",0.17,"sex","Internacional",2,0.33,12,4,0.41,327,0.75,13,4,0,1,4,"casa","venceu"
"20/12/20",0.25,"dom","Vasco da Gama",1,0.5,4,2,0.35,255,0.73,26,2,0,0,1,"casa","venceu"
"20/12/20",0.25,"dom","Flamengo",4,0.31,16,5,0.48,379,0.85,17,1,1,2,7,"casa","venceu"
"20/12/20",0,"dom","Fortaleza",0,0,10,0,0.61,402,0.82,18,1,1,0,5,"casa","perdeu"
"21/12/20",0.11,"seg","Corinthians",2,0.32,19,6,0.64,537,0.84,11,1,0,5,12,"casa","venceu"
"26/12/20",0.08,"dom","Atlético-MG",2,0.36,25,9,0.71,664,0.93,15,0,0,0,13,"casa","venceu"
"26/12/20",0.1,"dom","Goiás",1,0.3,10,3,0.38,315,0.69,22,4,0,0,4,"casa","venceu"
"26/12/20",0.12,"dom","Fluminense",1,0.12,8,1,0.41,401,0.81,17,3,0,0,0,"casa","perdeu"
"27/12/20",0.19,"seg","Athletico-PR",3,0.5,16,8,0.56,480,0.88,14,0,0,1,6,"casa","venceu"
"27/12/20",0,"seg","Botafogo",0,0.09,11,1,0.46,451,0.78,19,1,0,2,2,"casa","perdeu"
"26/12/20",0,"dom","Fortaleza",0,0.36,11,4,0.36,293,0.79,22,3,0,1,4,"casa","empatou"
"27/12/20",0.07,"seg","Bahia",1,0.21,14,3,0.52,377,0.77,18,3,0,0,6,"casa","perdeu"
"27/12/20",0.17,"seg","Palmeiras",1,0.17,6,1,0.41,343,0.8,10,3,0,1,5,"casa","venceu"
"06/01/21",0.18,"sáb","Grêmio",2,0.18,11,2,0.49,407,0.83,11,2,0,0,3,"casa","venceu"
"27/12/20",0.09,"seg","Santos",1,0.45,11,5,0.65,473,0.86,15,2,0,2,11,"casa","empatou"
"06/01/21",0,"sáb","Botafogo",0,0.33,24,8,0.62,506,0.88,14,3,0,4,3,"casa","perdeu"
"27/12/20",0.2,"seg","Grêmio",2,0.4,10,4,0.45,404,0.8,11,2,0,1,5,"casa","venceu"
"06/01/21",0.17,"sáb","Bragantino",4,0.43,23,10,0.47,458,0.86,17,2,0,0,4,"casa","venceu"
"06/01/21",0.17,"sáb","Sport Recife",1,0.17,6,1,0.35,269,0.73,14,3,0,0,4,"casa","venceu"
"06/01/21",0.06,"sáb","Coritiba",1,0.12,16,2,0.57,467,0.82,13,4,0,2,6,"casa","perdeu"
"06/01/21",0.05,"sáb","Flamengo",1,0.42,19,8,0.72,672,0.86,12,1,0,0,11,"casa","perdeu"
"07/01/21",0,"dom","Ceará SC",0,0.32,19,6,0.61,495,0.86,18,6,0,0,7,"casa","perdeu"
"09/01/21",0,"qua","Coritiba",0,0.15,13,2,0.4,389,0.82,11,2,0,0,3,"casa","empatou"
"09/01/21",0,"qua","Sport Recife",0,0.45,11,5,0.59,518,0.85,15,5,0,2,7,"casa","perdeu"
"07/01/21",0,"dom","Atlético-GO",0,0.38,8,3,0.44,339,0.74,19,3,0,2,3,"casa","empatou"
"10/01/21",0,"qui","São Paulo",0,0.19,26,5,0.69,531,0.89,19,2,0,0,8,"casa","perdeu"
"09/01/21",0,"qua","Fortaleza",0,0.36,14,5,0.55,447,0.84,17,4,0,3,4,"casa","empatou"
"11/01/21",0.18,"sex","Bragantino",2,0.36,11,4,0.44,390,0.79,15,4,0,0,6,"casa","empatou"
"10/01/21",0.08,"qui","Atlético-GO",1,0.46,13,6,0.42,301,0.75,20,2,0,3,6,"casa","empatou"
"10/01/21",0,"qui","Flamengo",0,0.24,21,5,0.75,675,0.9,10,3,0,3,6,"casa","perdeu"
"10/01/21",0.17,"qui","Vasco da Gama",3,0.39,18,7,0.51,465,0.82,11,1,0,0,6,"casa","venceu"
"10/01/21",0.1,"qui","Internacional",1,0.3,10,3,0.41,332,0.78,14,0,0,2,6,"casa","venceu"
"17/01/21",0.12,"sáb","Athletico-PR",1,0.38,8,3,0.4,376,0.8,10,2,0,0,1,"casa","empatou"
"15/01/21",0.06,"qua","Palmeiras",1,0.38,16,6,0.45,431,0.89,22,3,0,2,3,"casa","empatou"
"16/01/21",0.09,"qui","Fluminense",1,0.09,11,1,0.66,540,0.85,23,1,0,2,5,"casa","venceu"
"16/01/21",0,"qui","Vasco da Gama",0,0.3,10,3,0.53,507,0.87,10,2,1,1,10,"casa","perdeu"
"13/01/21",0.26,"seg","Corinthians",5,0.42,19,8,0.58,522,0.85,17,1,0,1,3,"casa","venceu"
"17/01/21",0.09,"sáb","Santos",2,0.22,23,5,0.59,410,0.85,8,2,0,2,15,"casa","venceu"
"17/01/21",0.14,"sáb","Atlético-MG",3,0.27,22,6,0.61,547,0.87,13,2,0,0,10,"casa","venceu"
"17/01/21",0.08,"sáb","Ceará SC",1,0.25,12,3,0.36,290,0.73,13,1,0,1,6,"casa","perdeu"
"17/01/21",0.36,"sáb","Internacional",4,0.45,11,5,0.45,352,0.8,24,0,0,0,6,"casa","venceu"
"18/01/21",0.27,"dom","Palmeiras",4,0.6,15,9,0.57,430,0.86,14,2,0,3,7,"casa","venceu"
"20/01/21",0.09,"ter","Bahia",1,0.36,11,4,0.4,347,0.81,15,2,0,3,9,"casa","venceu"
"20/01/21",0.33,"ter","Coritiba",3,0.44,9,4,0.41,340,0.78,21,1,1,1,2,"casa","empatou"
"20/01/21",0.12,"ter","Grêmio",1,0.38,8,3,0.58,637,0.84,11,1,0,1,3,"casa","empatou"
"20/01/21",0.06,"ter","Botafogo",1,0.29,17,5,0.48,365,0.78,17,2,0,2,3,"casa","perdeu"
"18/01/21",0,"dom","Goiás",0,0.33,9,3,0.4,357,0.75,24,5,0,1,4,"casa","perdeu"
"21/01/21",0.13,"qui","Flamengo",2,0.4,15,6,0.51,460,0.82,26,2,0,1,4,"casa","venceu"
"20/01/21",0.2,"ter","Bragantino",4,0.45,20,9,0.54,525,0.86,12,0,0,1,3,"casa","venceu"
"21/01/21",0,"qui","Goiás",0,0.14,14,2,0.58,513,0.82,12,1,0,1,6,"casa","perdeu"
"21/01/21",0.2,"qui","Fortaleza",2,0.3,10,3,0.47,340,0.78,20,3,0,4,7,"casa","venceu"
"20/01/21",0.09,"ter","São Paulo",1,0.45,11,5,0.71,624,0.86,15,2,0,0,7,"casa","perdeu"
"21/01/21",0.15,"qui","Corinthians",3,0.6,20,12,0.62,545,0.83,9,1,0,2,6,"casa","venceu"
"24/01/21",0.18,"dom","Athletico-PR",2,0.73,11,8,0.41,384,0.82,20,2,0,4,3,"casa","venceu"
"24/01/21",0.12,"dom","Internacional",2,0.24,17,4,0.45,382,0.81,19,2,0,0,6,"casa","venceu"
"23/01/21",0.5,"sáb","Vasco da Gama",3,0.5,6,3,0.25,234,0.72,15,4,0,0,2,"casa","venceu"
"23/01/21",0.06,"sáb","São Paulo",1,0.33,18,6,0.65,641,0.89,19,1,0,1,7,"casa","empatou"
"24/01/21",0.11,"dom","Sport Recife",2,0.32,19,6,0.58,456,0.83,16,3,0,5,10,"casa","venceu"
"24/01/21",0.17,"dom","Fluminense",2,0.42,12,5,0.48,394,0.83,20,2,0,0,2,"casa","venceu"
"24/01/21",0.29,"dom","Atlético-GO",2,0.43,7,3,0.45,329,0.79,12,2,0,0,5,"casa","venceu"
"24/01/21",0.22,"dom","Ceará SC",2,0.33,9,3,0.4,338,0.79,9,2,1,3,2,"casa","venceu"
"24/01/21",0.15,"dom","Santos",3,0.45,20,9,0.64,476,0.87,11,4,0,4,11,"casa","perdeu"
"28/01/21",0.25,"sex","Bahia",2,0.88,8,7,0.41,291,0.7,24,3,0,0,3,"casa","venceu"
"26/01/21",0.2,"qua","Atlético-MG",2,0.5,10,5,0.66,665,0.87,10,1,0,1,4,"casa","venceu"
"26/01/21",0.07,"qua","Palmeiras",1,0.21,14,3,0.55,477,0.84,19,1,0,0,6,"casa","empatou"
"28/01/21",0.25,"sex","Grêmio",2,0.62,8,5,0.51,548,0.87,15,5,0,1,2,"casa","perdeu"
"25/01/21",0,"ter","Corinthians",0,0.38,13,5,0.6,546,0.77,16,5,0,2,8,"casa","perdeu"
"31/01/21",0.12,"ter","Coritiba",1,0.25,8,2,0.47,407,0.84,26,3,0,0,2,"casa","empatou"
"31/01/21",0.17,"ter","Atlético-MG",2,0.42,12,5,0.73,787,0.91,16,0,0,3,5,"casa","venceu"
"31/01/21",0,"ter","Ceará SC",0,0.22,9,2,0.45,379,0.81,15,0,0,1,4,"casa","perdeu"
"31/01/21",0.18,"ter","Atlético-GO",2,0.27,11,3,0.4,335,0.73,13,3,0,1,8,"casa","venceu"
"31/01/21",0,"ter","Vasco da Gama",0,0.62,8,5,0.49,400,0.87,15,1,1,0,6,"casa","empatou"
"31/01/21",0.18,"ter","Fluminense",3,0.35,17,6,0.43,372,0.79,9,1,0,1,7,"casa","venceu"
"03/02/21",0.18,"sex","Grêmio",3,0.35,17,6,0.63,539,0.88,12,5,0,1,5,"casa","empatou"
"02/02/21",0.06,"qui","Palmeiras",1,0.12,17,2,0.54,437,0.87,16,2,0,1,12,"casa","empatou"
"01/02/21",0,"qua","Sport Recife",0,0.25,8,2,0.38,349,0.81,15,2,0,0,2,"casa","perdeu"
"31/01/21",0.17,"ter","Internacional",2,0.25,12,3,0.36,308,0.73,11,3,0,0,3,"casa","venceu"
"04/02/21",0.2,"sáb","Fortaleza",3,0.47,15,7,0.54,400,0.83,18,2,0,0,4,"casa","venceu"
"03/02/21",0.33,"sex","Goiás",1,0.33,3,1,0.23,249,0.67,13,3,0,2,1,"casa","venceu"
"03/02/21",0,"sex","Bahia",0,0.5,12,6,0.55,521,0.88,15,1,0,0,4,"casa","perdeu"
"03/02/21",0.1,"sex","Bragantino",2,0.48,21,10,0.52,414,0.8,15,3,0,2,8,"casa","venceu"
"03/02/21",0.11,"sex","Corinthians",2,0.39,18,7,0.35,305,0.73,18,0,0,2,8,"casa","venceu"
"05/02/21",0,"seg","Botafogo",0,0.24,25,6,0.66,542,0.85,11,1,0,3,10,"casa","perdeu"
"06/02/21",0.33,"ter","Bahia",3,0.78,9,7,0.47,379,0.77,18,3,1,1,8,"casa","empatou"
"06/02/21",0.12,"ter","Atlético-GO",1,0.38,8,3,0.3,233,0.64,18,2,1,1,0,"casa","empatou"
"04/02/21",0.12,"sáb","Flamengo",2,0.35,17,6,0.61,530,0.86,19,1,0,0,7,"casa","venceu"
"04/02/21",0,"sáb","Athletico-PR",0,0.33,12,4,0.7,587,0.86,15,3,0,2,3,"casa","empatou"
"07/02/21",0.08,"qua","Bragantino",1,0.42,12,5,0.45,360,0.77,20,4,0,1,5,"casa","empatou"
"10/02/21",0.06,"dom","São Paulo",1,0.5,18,9,0.62,518,0.84,11,4,0,2,8,"casa","empatou"
"10/02/21",0.06,"dom","Internacional",1,0.12,17,2,0.6,530,0.86,12,2,2,0,7,"casa","perdeu"
"10/02/21",0.18,"dom","Fortaleza",3,0.41,17,7,0.43,390,0.82,15,2,0,1,5,"casa","venceu"
"08/02/21",0.11,"qui","Botafogo",2,0.33,18,6,0.46,409,0.86,14,0,0,1,5,"casa","perdeu"
"13/02/21",0.18,"qui","Goiás",2,0.64,11,7,0.54,415,0.84,22,4,0,2,2,"casa","venceu"
"10/02/21",0.18,"dom","Corinthians",3,0.47,17,8,0.44,420,0.82,19,3,0,1,3,"casa","empatou"
"13/02/21",0.05,"qui","Atlético-MG",1,0.19,21,4,0.72,745,0.9,10,1,0,1,6,"casa","empatou"
"10/02/21",0,"dom","Fluminense",0,0.3,10,3,0.27,308,0.76,8,0,0,3,6,"casa","empatou"
"13/02/21",0.12,"qui","Santos",2,0.35,17,6,0.57,472,0.85,15,0,0,3,7,"casa","venceu"
"14/02/21",0.14,"sex","Flamengo",2,0.36,14,5,0.66,597,0.85,21,1,0,4,4,"casa","venceu"
"14/02/21",0.2,"sex","Grêmio",1,0.6,5,3,0.52,520,0.86,19,4,1,0,5,"casa","perdeu"
"14/02/21",0.23,"sex","Palmeiras",3,0.46,13,6,0.68,611,0.9,16,0,0,4,3,"casa","venceu"
"14/02/21",0.25,"sex","Athletico-PR",2,0.38,8,3,0.6,453,0.86,14,3,0,4,7,"casa","venceu"
"14/02/21",0,"sex","Vasco da Gama",0,0,8,0,0.65,460,0.83,9,1,0,2,3,"casa","perdeu"
"17/02/21",0.09,"ter","Santos",1,0.45,11,5,0.46,368,0.78,24,0,0,2,6,"casa","venceu"
"15/02/21",0.08,"sáb","Ceará SC",1,0.38,13,5,0.52,435,0.85,18,1,0,0,9,"casa","perdeu"
"17/02/21",0.08,"ter","Coritiba",1,0.31,13,4,0.47,381,0.82,16,2,0,1,5,"casa","venceu"
"15/02/21",0,"sáb","Sport Recife",0,0,4,0,0.31,273,0.65,8,3,0,0,1,"casa","empatou"
"19/02/21",0.14,"qui","São Paulo",1,0.43,7,3,0.42,314,0.75,16,2,0,3,1,"casa","empatou"
"21/02/21",0,"dom","Corinthians",0,0.29,14,4,0.68,587,0.85,23,1,0,1,7,"casa","empatou"
"21/02/21",0.22,"dom","Sport Recife",2,0.33,9,3,0.39,372,0.79,16,4,0,0,2,"casa","perdeu"
"20/02/21",0,"sex","Fortaleza",0,0.27,11,3,0.61,547,0.9,15,3,1,0,2,"casa","perdeu"
"20/02/21",0,"sex","Coritiba",0,0.31,16,5,0.63,573,0.88,14,1,0,2,7,"casa","perdeu"
"21/02/21",0.2,"dom","Flamengo",2,0.4,10,4,0.6,456,0.86,21,4,0,3,1,"casa","venceu"
"22/02/21",0.05,"seg","Palmeiras",1,0.21,19,4,0.64,543,0.87,20,2,0,0,9,"casa","empatou"
"21/02/21",0.12,"dom","Santos",1,0.25,8,2,0.62,454,0.84,20,3,0,1,4,"casa","empatou"
"22/02/21",0.05,"seg","Botafogo",1,0.42,19,8,0.47,428,0.85,12,3,0,2,4,"casa","venceu"
"21/02/21",0,"dom","Goiás",0,0.07,14,1,0.43,317,0.69,18,2,0,1,3,"casa","empatou"
"21/02/21",0.09,"dom","Grêmio",1,0.18,11,2,0.5,463,0.86,19,3,0,1,2,"casa","venceu"
"25/02/21",0.12,"sex","Bahia",2,0.31,16,5,0.48,447,0.85,11,0,0,2,4,"casa","venceu"
"25/02/21",0,"sex","Internacional",0,0.31,16,5,0.53,418,0.8,13,0,0,6,12,"casa","empatou"
"25/02/21",0.05,"sex","Bragantino",1,0.32,19,6,0.56,471,0.82,24,4,0,1,3,"casa","venceu"
"25/02/21",0.17,"sex","Atlético-GO",3,0.39,18,7,0.56,556,0.87,8,0,0,1,7,"casa","venceu"
"25/02/21",0.11,"sex","Athletico-PR",2,0.44,18,8,0.56,480,0.83,15,0,0,2,8,"casa","venceu"
"25/02/21",0.11,"sex","Vasco da Gama",3,0.44,27,12,0.48,390,0.85,12,1,0,2,9,"casa","venceu"
"25/02/21",0.17,"sex","Ceará SC",2,0.5,12,6,0.47,469,0.86,7,2,1,0,5,"casa","venceu"
"25/02/21",0.11,"sex","Atlético-MG",2,0.42,19,8,0.52,451,0.89,22,3,0,5,5,"casa","venceu"
"25/02/21",0.22,"sex","Fluminense",2,0.33,9,3,0.48,401,0.86,10,0,0,0,3,"casa","venceu"
"25/02/21",0.5,"sex","São Paulo",2,0.5,4,2,0.36,305,0.74,27,6,0,0,1,"casa","venceu"
"29/05/21",0.14,"seg","Cuiabá",2,0.14,14,2,0.6,490,0.85,14,1,0,0,9,"casa","empatou"
"29/05/21",0,"seg","São Paulo",0,0.43,7,3,0.72,636,0.87,10,1,0,2,4,"casa","empatou"
"30/05/21",0.08,"ter","Atlético-MG",1,0.31,13,4,0.55,398,0.81,16,2,0,2,5,"casa","perdeu"
"29/05/21",0.6,"seg","Bahia",3,0.6,5,3,0.34,304,0.75,18,3,0,2,4,"casa","venceu"
"30/05/21",0.07,"ter","Flamengo",1,0.71,14,10,0.62,503,0.87,25,2,0,0,3,"casa","venceu"
"30/05/21",0.09,"ter","Athletico-PR",1,0.45,11,5,0.57,557,0.83,18,1,0,0,3,"casa","venceu"
"30/05/21",0.18,"ter","Internacional",2,0.36,11,4,0.57,485,0.86,24,4,0,0,6,"casa","empatou"
"30/05/21",0,"ter","Chapecoense",0,0.2,10,2,0.43,428,0.79,9,1,0,0,5,"casa","perdeu"
"30/05/21",0.25,"ter","Ceará SC",3,0.5,12,6,0.35,277,0.7,17,3,0,2,5,"casa","venceu"
"30/05/21",0,"ter","Corinthians",0,0.4,15,6,0.61,518,0.83,18,5,0,1,10,"casa","perdeu"
"06/06/21",0,"qua","América-MG",0,0.4,10,4,0.56,483,0.81,12,2,0,4,6,"casa","perdeu"
"06/06/21",0.12,"qua","Fluminense",1,0.38,8,3,0.44,394,0.84,22,2,0,0,0,"casa","venceu"
"05/06/21",0.22,"ter","Atlético-GO",2,0.44,9,4,0.38,291,0.74,16,4,0,1,3,"casa","venceu"
"05/06/21",0.2,"ter","Santos",3,0.33,15,5,0.57,548,0.84,18,3,0,1,4,"casa","venceu"
"05/06/21",0.12,"ter","Bragantino",3,0.25,24,6,0.61,442,0.83,12,2,0,1,9,"casa","empatou"
"12/06/21",0,"qui","Santos",0,0.11,18,2,0.76,703,0.89,14,2,0,0,8,"casa","empatou"
"06/06/21",0,"qua","Juventude",0,0.08,13,1,0.59,519,0.88,14,0,0,1,5,"casa","perdeu"
"06/06/21",0.36,"qua","Fortaleza",5,0.57,14,8,0.52,378,0.8,19,1,0,2,1,"casa","venceu"
"06/06/21",0,"qua","Sport Recife",0,0.12,8,1,0.48,448,0.88,18,3,0,1,4,"casa","perdeu"
"06/06/21",0.18,"qua","Palmeiras",3,0.24,17,4,0.67,550,0.88,10,2,0,1,5,"casa","venceu"
"13/06/21",0.1,"sex","Flamengo",2,0.3,20,6,0.65,672,0.88,17,0,0,3,4,"casa","venceu"
"12/06/21",0.08,"qui","Palmeiras",1,0.25,12,3,0.52,491,0.85,14,3,0,4,4,"casa","empatou"
"13/06/21",0.11,"sex","Atlético-MG",1,0.22,9,2,0.42,382,0.84,14,0,0,2,4,"casa","venceu"
"13/06/21",0,"sex","Grêmio",0,0.1,10,1,0.64,610,0.87,21,5,0,0,6,"casa","perdeu"
"13/06/21",0,"sex","Bahia",0,0.21,14,3,0.67,490,0.84,14,4,0,2,6,"casa","perdeu"
"13/06/21",0.12,"sex","Bragantino",2,0.31,16,5,0.47,390,0.78,11,3,0,0,10,"casa","empatou"
"13/06/21",0,"sex","Chapecoense",0,0.38,8,3,0.38,308,0.76,16,2,0,0,2,"casa","empatou"
"13/06/21",0.08,"sex","Fortaleza",1,0.54,13,7,0.59,480,0.84,22,3,0,2,3,"casa","venceu"
"16/06/21",0.08,"ter","São Paulo",1,0.23,13,3,0.52,423,0.83,9,3,1,3,9,"casa","empatou"
"16/06/21",0,"ter","Internacional",0,0.09,11,1,0.58,561,0.86,13,3,0,1,8,"casa","perdeu"
"16/06/21",0.2,"ter","Corinthians",1,0.4,5,2,0.42,367,0.77,13,2,0,2,9,"casa","perdeu"
"16/06/21",0,"ter","Juventude",0,0.18,11,2,0.42,379,0.84,11,0,0,0,7,"casa","perdeu"
"17/06/21",0.1,"qua","Sport Recife",1,0.4,10,4,0.33,301,0.71,16,5,0,1,2,"casa","venceu"
"17/06/21",0.08,"qua","Ceará SC",1,0.23,13,3,0.62,428,0.79,19,3,0,0,7,"casa","perdeu"
"17/06/21",0,"qua","América-MG",0,0.3,20,6,0.57,413,0.82,16,1,0,2,3,"casa","empatou"
"17/06/21",0,"qua","Atlético-GO",0,0.11,9,1,0.57,378,0.79,18,3,0,0,9,"casa","empatou"
"17/06/21",0.11,"qua","Fluminense",1,0.56,9,5,0.29,249,0.65,14,4,0,1,2,"casa","venceu"
"20/06/21",0.13,"dom","Palmeiras",2,0.4,15,6,0.58,422,0.77,15,3,0,0,7,"casa","venceu"
"20/06/21",0,"dom","Bahia",0,0.17,12,2,0.52,535,0.86,10,1,0,0,3,"casa","empatou"
"19/06/21",0.1,"sex","Flamengo",2,0.45,20,9,0.68,561,0.87,15,2,0,0,14,"casa","perdeu"
"20/06/21",0.12,"dom","Juventude",1,0.5,8,4,0.51,508,0.84,16,4,0,2,3,"casa","venceu"
"20/06/21",0.18,"dom","Santos",2,0.45,11,5,0.38,271,0.66,22,2,0,3,3,"casa","venceu"
"20/06/21",0.17,"dom","Athletico-PR",2,0.25,12,3,0.49,440,0.83,17,2,0,2,4,"casa","venceu"
"20/06/21",0.1,"dom","Internacional",1,0.3,10,3,0.62,407,0.74,16,2,0,1,6,"casa","empatou"
"20/06/21",0.06,"dom","Fortaleza",1,0.12,16,2,0.63,534,0.86,14,3,0,6,7,"casa","empatou"
"23/06/21",0.12,"qua","São Paulo",2,0.41,17,7,0.66,614,0.87,18,1,0,3,5,"casa","empatou"
"23/06/21",0.11,"qua","Atlético-GO",1,0.22,9,2,0.49,390,0.82,22,3,0,0,6,"casa","venceu"
"23/06/21",0.25,"qua","Bragantino",3,0.5,12,6,0.47,428,0.82,13,3,0,1,5,"casa","venceu"
"21/06/21",0.07,"seg","Atlético-MG",1,0.14,14,2,0.67,593,0.88,9,1,0,0,9,"casa","empatou"
"23/06/21",0.11,"qua","Flamengo",2,0.37,19,7,0.63,470,0.84,18,1,0,1,11,"casa","venceu"
"24/06/21",0.12,"sex","Corinthians",2,0.19,16,3,0.51,502,0.86,8,0,0,1,4,"casa","venceu"
"24/06/21",0.1,"sex","Bahia",2,0.35,20,7,0.7,577,0.86,12,2,0,3,9,"casa","venceu"
