data;time-casa;gol-casa;chutes-casa;chutesgol-casa;possebola-casa;passes-casa;Precisaopasse-casa;faltas-casa;cartaoamarelo-casa;cartaovermelho-casa;impedimentos-casa;escanteios-casa;time-fora;gol-fora;chutes-fora;chutesgol-fora;possebola-fora;passes-fora;Precisaopasse-fora;faltas-fora;cartaoamarelo-fora;cartaovermelho-fora;impedimentos-fora;escanteios-fora
18/09/21;Bahia;1;13;3;41%;372;74%;16;1;0;0;4;Bragantino;1;15;5;59%;528;81%;13;4;0;0;2
19/09/21;São Paulo;2;13;5;52%;443;79%;18;1;0;1;8;Atlético-GO;1;11;4;48%;410;77%;11;2;0;1;6
19/09/21;Flamengo;0;9;1;62%;534;85%;16;3;0;2;2;Grêmio;1;11;5;38%;330;73%;17;4;0;0;4
20/09/21;Cuiabá;2;7;3;59%;476;85%;15;2;1;1;1;Fluminense;2;12;5;41%;334;82%;16;2;0;2;5
22/09/21;São Paulo;0;6;2;59%;452;78%;17;3;0;4;8;América-MG;0;9;4;41%;322;76%;18;1;0;5;3
19/09/21;Corinthians;1;15;8;65%;656;86%;8;1;1;1;5;América-MG;1;16;7;35%;350;78%;13;0;0;1;2
25/09/21;Ceará SC;1;24;8;59%;485;79%;8;0;0;1;8;Chapecoense;0;9;1;41%;339;76%;18;2;1;1;5
26/09/21;Fluminense;2;16;6;43%;404;81%;11;2;0;2;4;Bragantino;1;7;4;57%;521;86%;19;2;0;0;2
26/09/21;Internacional;2;12;7;58%;503;80%;19;2;0;0;8;Bahia;0;15;2;42%;347;73%;15;2;0;0;7
25/09/21;Corinthians;2;8;3;49%;423;84%;8;1;0;2;5;Palmeiras;1;16;5;51%;430;82%;11;1;0;3;9
25/09/21;São Paulo;0;7;0;49%;495;82%;14;1;0;0;3;Atlético-MG;0;11;4;51%;501;83%;12;1;0;1;5
26/09/21;América-MG;1;15;2;42%;369;76%;9;1;0;5;6;Flamengo;1;9;5;58%;505;84%;12;1;0;2;6
26/09/21;Athletico-PR;4;16;5;54%;514;85%;17;1;0;0;3;Grêmio;2;15;7;46%;437;82%;18;5;0;0;7
26/09/21;Sport Recife;0;18;5;57%;452;82%;19;5;0;2;3;Fortaleza;1;15;7;43%;363;76%;14;2;0;0;3
26/09/21;Atlético-GO;0;16;3;57%;395;75%;10;1;0;1;8;Cuiabá;0;6;2;43%;312;72%;16;4;0;2;4
02/10/21;Cuiabá;0;14;3;53%;368;79%;13;1;0;0;4;América-MG;2;9;2;47%;322;78%;20;2;0;2;3
26/09/21;Juventude;3;6;4;37%;325;77%;15;3;0;2;2;Santos;0;19;3;63%;534;86%;16;0;0;1;5
02/10/21;Atlético-MG;1;10;3;57%;490;86%;16;4;0;2;7;Internacional;0;6;4;43%;371;78%;15;2;0;1;6
02/10/21;Bragantino;2;15;5;38%;349;82%;10;0;0;1;6;Corinthians;2;11;7;62%;595;90%;6;0;0;1;8
02/10/21;Fortaleza;0;14;4;68%;466;87%;14;1;0;4;10;Atlético-GO;3;6;5;32%;219;70%;20;4;0;1;4
03/10/21;Flamengo;3;11;4;72%;777;90%;13;2;0;1;2;Athletico-PR;0;9;2;28%;295;77%;14;2;0;2;3
03/10/21;Chapecoense;1;6;2;37%;345;72%;11;1;0;1;7;São Paulo;1;17;8;63%;571;84%;11;1;0;3;7
06/10/21;Chapecoense;2;10;4;34%;282;66%;12;2;0;1;4;Atlético-MG;2;16;5;66%;551;85%;17;1;0;3;11
06/10/21;Atlético-GO;0;15;3;61%;487;85%;12;3;0;2;11;Athletico-PR;2;12;4;39%;324;82%;16;3;0;1;7
03/10/21;Palmeiras;1;15;3;74%;602;88%;19;1;0;3;8;Juventude;1;10;4;26%;215;68%;13;1;0;1;2
05/10/21;Corinthians;3;21;11;72%;731;89%;14;0;0;0;7;Bahia;1;3;2;28%;288;74%;18;0;1;0;0
03/10/21;Grêmio;1;22;7;65%;520;87%;21;2;0;0;11;Sport Recife;2;9;6;35%;293;76%;18;1;0;0;2
06/10/21;Fluminense;0;8;3;54%;461;82%;13;2;0;1;5;Fortaleza;2;10;4;46%;403;79%;16;2;0;0;4
06/10/21;Sport Recife;3;14;8;44%;468;88%;11;2;0;1;0;Juventude;1;9;1;56%;572;89%;11;2;0;1;6
06/10/21;Ceará SC;0;16;5;48%;337;77%;22;5;0;1;9;Internacional;0;9;1;52%;373;76%;16;2;0;1;5
06/10/21;América-MG;2;27;6;61%;436;85%;14;2;0;1;8;Palmeiras;1;14;5;39%;301;70%;17;3;0;2;5
06/10/21;Bragantino;1;13;4;42%;324;76%;13;1;0;1;10;Flamengo;1;11;3;58%;441;82%;20;3;0;1;4
07/10/21;São Paulo;1;14;3;61%;431;79%;19;2;0;3;9;Santos;1;6;3;39%;300;70%;13;4;0;2;3
09/10/21;Atlético-MG;3;12;4;55%;428;82%;12;1;0;2;8;Ceará SC;1;11;5;45%;352;80%;10;3;0;2;5
06/10/21;Grêmio;2;20;7;63%;571;84%;15;2;0;0;7;Cuiabá;2;5;2;37%;360;68%;10;2;0;1;3
09/10/21;Sport Recife;1;11;3;33%;340;81%;14;3;0;1;7;Corinthians;0;9;3;67%;707;90%;7;0;0;1;4
09/10/21;Fluminense;0;14;1;53%;419;83%;15;2;0;3;3;Atlético-GO;0;11;2;47%;389;81%;17;2;0;1;6
09/10/21;Palmeiras;2;20;6;56%;457;82%;14;1;0;4;8;Bragantino;4;12;6;44%;379;81%;15;2;0;0;3
09/10/21;Athletico-PR;0;16;3;59%;482;84%;14;1;0;1;5;Bahia;2;8;4;41%;347;74%;9;2;0;0;2
09/10/21;Juventude;1;14;5;59%;428;80%;24;6;0;0;3;América-MG;1;10;2;41%;303;73%;26;3;0;0;4
09/10/21;Fortaleza;0;6;2;39%;343;79%;10;0;1;3;3;Flamengo;3;13;6;61%;522;88%;17;2;0;0;5
10/10/21;Internacional;5;15;11;51%;434;83%;16;3;0;1;7;Chapecoense;2;10;4;49%;422;81%;14;1;0;1;7
12/10/21;Bragantino;1;11;3;39%;308;78%;12;1;1;0;5;Atlético-GO;0;5;3;61%;483;85%;13;4;0;0;4
13/10/21;Atlético-MG;3;14;6;60%;500;87%;10;2;0;0;4;Santos;1;5;1;40%;336;80%;13;7;0;1;2
10/10/21;Santos;1;13;5;60%;446;82%;14;4;0;1;9;Grêmio;0;8;3;40%;319;75%;25;5;1;1;3
11/10/21;Cuiabá;0;15;6;34%;299;74%;14;2;0;1;4;São Paulo;0;9;2;66%;568;87%;16;2;0;0;2
12/10/21;Bahia;0;17;5;52%;375;83%;22;4;0;3;14;Palmeiras;0;9;2;48%;374;83%;13;2;1;1;5
13/10/21;Internacional;3;10;6;49%;355;74%;21;1;0;2;4;América-MG;1;10;2;51%;370;71%;23;2;0;1;6
13/10/21;Chapecoense;1;20;6;37%;313;71%;17;4;0;3;5;Athletico-PR;1;14;3;63%;512;82%;13;5;0;0;8
13/10/21;Flamengo;3;14;6;64%;553;87%;17;2;0;0;6;Juventude;1;10;2;36%;311;81%;14;3;0;1;6
13/10/21;Corinthians;1;8;1;54%;568;90%;4;1;0;1;8;Fluminense;0;13;4;46%;503;89%;9;1;0;0;3
13/10/21;Fortaleza;1;22;8;47%;393;80%;13;2;0;0;10;Grêmio;0;13;5;53%;439;82%;17;2;0;2;4
16/10/21;América-MG;0;15;6;55%;382;75%;12;1;0;3;8;Bahia;0;13;3;45%;320;69%;22;2;0;2;7
14/10/21;Cuiabá;1;16;8;55%;491;84%;14;4;0;2;2;Sport Recife;0;13;3;45%;394;83%;8;0;0;1;5
14/10/21;São Paulo;1;23;8;64%;422;80%;18;3;0;3;10;Ceará SC;1;12;7;36%;236;64%;14;3;0;0;10
16/10/21;Chapecoense;1;8;1;37%;291;72%;20;3;0;2;3;Fortaleza;2;14;5;63%;498;83%;12;1;0;4;3
17/10/21;Athletico-PR;0;16;6;52%;439;83%;22;2;0;0;6;Fluminense;1;6;2;48%;420;83%;15;1;0;1;1
17/10/21;Ceará SC;2;23;9;59%;458;79%;13;2;0;2;11;Bragantino;2;19;6;41%;326;72%;14;7;0;0;1
17/10/21;Grêmio;3;14;7;55%;492;82%;24;1;0;1;6;Juventude;2;6;3;45%;408;81%;15;3;0;0;1
17/10/21;Atlético-GO;2;9;4;36%;335;77%;8;1;0;1;3;Atlético-MG;1;22;3;64%;593;88%;7;0;0;1;8
17/10/21;Sport Recife;0;14;3;46%;385;77%;14;1;0;0;8;Santos;0;10;2;54%;461;83%;11;3;0;2;4
17/10/21;Palmeiras;1;16;3;53%;449;88%;13;3;0;4;5;Internacional;0;14;4;47%;423;83%;21;4;1;0;6
21/10/21;Internacional;1;9;4;42%;353;77%;18;5;0;1;1;Bragantino;1;15;6;58%;473;85%;13;2;0;1;6
18/10/21;São Paulo;1;8;2;45%;420;81%;21;3;0;4;6;Corinthians;0;10;2;55%;500;86%;8;2;0;2;5
17/10/21;Flamengo;0;16;4;71%;691;86%;12;1;0;1;12;Cuiabá;0;2;0;29%;303;67%;7;1;0;2;2
20/10/21;Ceará SC;1;14;5;47%;368;82%;19;4;0;2;7;Palmeiras;2;12;5;53%;427;83%;11;2;0;3;6
23/10/21;Santos;0;14;6;49%;431;80%;10;1;1;1;3;América-MG;2;16;4;51%;441;82%;12;2;0;3;5
24/10/21;Atlético-MG;2;21;9;54%;487;85%;12;0;0;1;7;Cuiabá;1;7;2;46%;428;82%;13;0;0;0;2
23/10/21;Fortaleza;3;16;7;54%;442;84%;13;2;0;0;4;Athletico-PR;0;13;4;46%;365;81%;12;2;0;0;10
24/10/21;Internacional;2;11;6;49%;482;84%;23;3;1;4;3;Corinthians;2;13;2;51%;514;83%;11;3;1;1;2
23/10/21;Fluminense;3;11;6;27%;206;64%;22;6;0;1;5;Flamengo;1;16;3;73%;543;84%;16;3;0;1;7
23/10/21;Juventude;0;26;8;63%;496;87%;15;1;0;0;9;Ceará SC;0;4;2;37%;294;72%;20;2;0;2;3
27/10/21;Santos;2;11;5;44%;385;76%;18;2;0;0;2;Fluminense;0;17;4;56%;468;81%;10;2;0;0;4
25/10/21;Palmeiras;2;37;16;65%;472;84%;10;1;0;1;23;Sport Recife;1;6;1;35%;284;70%;20;3;0;0;0
24/10/21;Bahia;3;15;6;53%;519;87%;6;1;0;0;4;Chapecoense;0;11;1;47%;450;84%;11;1;0;0;9
24/10/21;Bragantino;1;16;5;44%;357;80%;14;3;0;1;3;São Paulo;0;15;5;56%;441;82%;19;0;0;2;5
25/10/21;Atlético-GO;2;11;6;46%;360;79%;11;2;0;0;3;Grêmio;0;19;5;54%;404;84%;17;7;1;1;11
30/10/21;Juventude;0;18;3;60%;475;82%;13;2;0;2;7;Bahia;0;9;0;40%;326;66%;17;1;0;0;3
30/10/21;Flamengo;1;8;3;37%;269;70%;22;4;0;1;2;Atlético-MG;0;16;2;63%;453;77%;19;2;0;1;7
27/10/21;Bahia;1;13;7;55%;410;83%;19;3;0;0;8;Ceará SC;1;9;4;45%;352;82%;13;1;1;2;5
28/10/21;Bragantino;3;16;3;45%;387;82%;17;3;0;0;8;Sport Recife;0;17;4;55%;472;83%;14;6;0;0;7
30/10/21;Athletico-PR;0;29;6;67%;584;83%;11;1;0;0;8;Santos;1;10;2;33%;305;72%;9;2;0;1;2
31/10/21;Ceará SC;1;8;2;27%;217;70%;8;4;1;1;4;Fluminense;0;17;0;73%;546;88%;7;2;0;3;7
31/10/21;Grêmio;1;15;5;49%;397;80%;26;5;0;2;4;Palmeiras;3;11;5;51%;410;81%;12;2;0;0;2
31/10/21;São Paulo;1;21;8;53%;494;85%;17;0;0;4;5;Internacional;0;9;3;47%;457;81%;13;2;0;0;1
31/10/21;Sport Recife;2;22;6;49%;403;84%;15;4;0;2;6;Atlético-GO;0;16;3;51%;429;81%;13;3;0;0;3
30/10/21;América-MG;2;23;8;45%;335;71%;13;0;0;1;7;Fortaleza;1;12;8;55%;401;75%;19;5;0;2;5
04/11/21;Cuiabá;0;16;3;57%;480;86%;13;1;0;3;6;Chapecoense;0;7;2;43%;385;81%;15;1;0;0;2
01/11/21;Corinthians;1;18;5;80%;746;90%;12;1;0;0;14;Chapecoense;0;2;2;20%;200;68%;19;4;0;0;0
01/11/21;Cuiabá;1;20;6;58%;484;86%;8;2;0;1;7;Bragantino;0;13;8;42%;363;83%;16;3;0;1;2
03/11/21;Atlético-MG;2;15;4;53%;445;82%;10;5;0;2;1;Grêmio;1;14;5;47%;388;82%;14;6;0;2;8
02/11/21;Athletico-PR;2;21;5;58%;407;79%;8;4;0;3;7;Flamengo;2;13;6;42%;311;72%;15;2;0;0;3
06/11/21;Fluminense;1;21;3;62%;534;85%;11;1;0;2;5;Sport Recife;0;8;2;38%;325;77%;12;1;0;2;4
05/11/21;Flamengo;2;23;7;52%;480;85%;10;2;0;4;9;Atlético-GO;0;10;2;48%;443;80%;15;1;0;2;7
06/11/21;Internacional;1;9;2;39%;296;72%;19;1;1;1;4;Grêmio;0;8;5;61%;451;80%;17;3;1;1;8
07/11/21;Bragantino;0;11;3;59%;452;82%;16;2;0;1;5;Athletico-PR;2;8;5;41%;337;75%;25;3;0;1;1
06/11/21;Corinthians;1;14;6;59%;501;86%;18;3;0;0;8;Fortaleza;0;9;2;41%;367;79%;26;3;0;2;4
07/11/21;Atlético-MG;1;18;7;57%;479;81%;21;3;0;1;9;América-MG;0;16;4;43%;372;79%;10;2;0;2;1
07/11/21;Ceará SC;1;16;4;49%;333;78%;15;3;0;2;8;Cuiabá;0;7;1;51%;347;76%;13;1;0;4;4
07/11/21;Bahia;1;15;4;43%;378;79%;11;1;0;4;11;São Paulo;0;8;3;57%;521;85%;18;2;0;4;6
08/11/21;Chapecoense;2;14;3;40%;302;69%;14;2;1;3;7;Flamengo;2;21;10;60%;452;84%;11;3;1;5;6
07/11/21;Santos;0;12;4;49%;426;83%;14;3;0;1;4;Palmeiras;2;15;6;51%;453;83%;17;2;0;2;2
10/11/21;Santos;2;11;5;42%;361;78%;11;2;0;3;5;Bragantino;0;14;3;58%;478;82%;10;1;0;0;7
09/11/21;Grêmio;1;25;7;46%;445;83%;18;3;0;0;6;Fluminense;0;11;5;54%;513;84%;9;1;0;1;0
10/11/21;Atlético-MG;3;11;5;46%;434;87%;20;2;0;1;8;Corinthians;0;7;0;54%;493;88%;4;2;0;1;5
10/11/21;Palmeiras;4;14;7;49%;443;89%;10;1;0;1;5;Atlético-GO;0;10;0;51%;442;88%;13;3;0;0;8
10/11/21;Athletico-PR;2;13;4;52%;429;82%;9;4;0;0;6;Ceará SC;1;14;4;48%;407;76%;10;3;1;2;3
10/11/21;Sport Recife;2;11;3;41%;346;76%;11;2;1;0;6;América-MG;3;14;6;59%;497;82%;14;3;0;1;9
10/11/21;Fortaleza;1;15;3;40%;333;77%;15;4;0;5;6;São Paulo;1;11;3;60%;471;83%;11;5;0;3;5
13/11/21;Atlético-GO;0;9;3;66%;423;75%;13;2;0;2;14;Santos;0;6;0;34%;233;57%;13;3;0;5;2
11/11/21;Flamengo;3;17;6;68%;557;89%;14;0;1;3;8;Bahia;0;7;2;32%;268;74%;9;1;2;2;3
10/11/21;Juventude;2;14;3;46%;416;86%;19;2;0;1;2;Internacional;1;14;3;54%;483;85%;15;4;0;0;3
13/11/21;Internacional;2;16;4;47%;380;81%;17;7;0;4;5;Athletico-PR;1;10;1;53%;423;85%;13;3;0;1;5
14/11/21;São Paulo;0;6;3;40%;375;78%;6;1;1;0;1;Flamengo;4;15;7;60%;549;88%;9;1;0;2;3
13/11/21;Corinthians;3;12;4;55%;536;88%;15;1;0;1;4;Cuiabá;2;9;6;45%;444;85%;9;1;0;3;5
13/11/21;América-MG;3;12;6;40%;362;74%;14;3;0;1;3;Grêmio;1;26;8;60%;515;83%;16;1;0;3;9
13/11/21;Bragantino;3;11;5;44%;356;79%;25;3;0;1;2;Fortaleza;0;13;2;56%;437;84%;12;4;0;2;5
16/11/21;Athletico-PR;0;8;1;44%;408;80%;15;1;0;0;3;Atlético-MG;1;9;2;56%;520;85%;14;2;0;1;6
14/11/21;Chapecoense;0;12;4;55%;473;89%;15;3;0;2;6;Juventude;2;10;3;45%;408;83%;17;3;0;0;3
14/11/21;Fluminense;2;9;3;53%;480;83%;12;3;1;0;5;Palmeiras;1;11;4;47%;443;84%;20;4;2;0;2
14/11/21;Ceará SC;2;12;3;38%;291;75%;12;1;0;0;2;Sport Recife;1;21;8;62%;472;84%;17;2;0;1;6
16/11/21;Grêmio;3;25;10;53%;451;82%;15;0;0;2;11;Bragantino;0;7;2;47%;417;80%;17;2;0;0;1
17/11/21;Fortaleza;0;17;8;63%;402;80%;14;1;0;1;5;Ceará SC;4;13;5;37%;239;61%;14;4;0;2;1
17/11/21;Palmeiras;0;16;4;57%;422;83%;12;1;0;1;7;São Paulo;2;16;6;43%;342;78%;19;2;0;3;3
17/11/21;Cuiabá;1;21;5;48%;408;84%;14;4;0;1;6;Internacional;0;11;4;52%;429;82%;17;1;0;1;4
17/11/21;Santos;2;9;3;43%;395;83%;14;1;0;1;2;Chapecoense;0;15;5;57%;523;83%;14;2;0;0;5
17/11/21;América-MG;0;23;4;59%;498;82%;7;1;0;2;2;Atlético-GO;0;14;1;41%;353;73%;14;1;0;1;5
17/11/21;Juventude;1;15;7;33%;309;77%;20;2;0;1;2;Fluminense;0;7;1;67%;619;86%;19;1;0;1;5
20/11/21;Fortaleza;1;8;3;33%;267;70%;22;3;0;2;2;Palmeiras;0;13;4;67%;528;83%;12;2;0;2;6
17/11/21;Flamengo;1;22;6;57%;493;83%;15;1;0;2;8;Corinthians;0;6;1;43%;390;73%;8;2;0;0;1
18/11/21;Sport Recife;1;16;4;42%;369;83%;19;1;0;0;3;Bahia;0;14;4;58%;498;83%;14;3;0;0;5
20/11/21;Atlético-MG;2;18;5;61%;588;90%;20;1;0;1;5;Juventude;0;2;0;39%;387;80%;13;2;0;0;1
20/11/21;Atlético-GO;1;20;4;60%;459;84%;10;0;0;0;10;Ceará SC;1;5;2;40%;320;76%;21;3;0;5;1
21/11/21;Corinthians;2;23;11;65%;640;90%;6;1;0;0;11;Santos;0;9;1;35%;344;86%;8;0;0;1;4
20/11/21;Internacional;1;22;9;52%;452;84%;14;2;0;3;8;Flamengo;2;15;8;48%;439;83%;13;1;0;3;5
20/11/21;Chapecoense;1;10;4;37%;308;70%;19;1;0;0;4;Grêmio;3;24;6;63%;518;84%;18;1;0;0;4
21/11/21;Fluminense;2;11;5;48%;384;80%;21;1;0;1;2;América-MG;0;9;3;52%;415;82%;17;2;0;0;1
24/11/21;Fluminense;1;9;1;30%;262;69%;20;5;0;1;1;Internacional;0;14;4;70%;583;87%;18;5;1;0;7
23/11/21;Atlético-GO;1;15;8;51%;434;87%;19;1;0;2;6;Juventude;1;12;5;49%;431;87%;16;2;0;1;2
21/11/21;Bahia;0;19;3;55%;470;82%;12;1;0;0;8;Cuiabá;0;8;0;45%;391;76%;9;0;0;4;4
23/11/21;Grêmio;2;18;8;51%;427;81%;14;2;2;2;5;Flamengo;2;12;6;49%;433;83%;14;2;0;1;4
23/11/21;Palmeiras;2;11;7;43%;314;77%;16;4;0;0;2;Atlético-MG;2;15;5;57%;410;82%;22;3;0;0;6
24/11/21;São Paulo;0;20;2;71%;597;84%;14;3;0;1;9;Athletico-PR;0;3;0;29%;252;64%;15;2;0;2;0
25/11/21;Santos;2;15;6;56%;424;86%;15;3;0;3;6;Fortaleza;0;11;2;44%;331;75%;15;2;0;5;4
25/11/21;Ceará SC;2;15;5;37%;337;79%;16;3;0;0;2;Corinthians;1;15;6;63%;565;86%;13;4;0;0;5
26/11/21;Bahia;3;13;6;34%;236;66%;15;3;0;1;3;Grêmio;1;11;3;66%;442;81%;15;3;0;0;9
27/11/21;Bragantino;1;11;5;51%;357;78%;21;3;0;0;6;América-MG;1;13;3;49%;353;72%;14;2;0;0;5
28/11/21;Internacional;1;17;6;54%;478;84%;16;1;0;1;3;Santos;1;13;5;46%;412;82%;17;2;0;1;5
29/11/21;Atlético-GO;2;12;3;48%;358;79%;16;5;0;6;4;Bahia;1;14;2;52%;364;81%;20;2;1;0;5
28/11/21;Corinthians;1;16;5;66%;660;87%;14;5;0;1;10;Athletico-PR;0;11;2;34%;334;79%;19;3;0;1;3
27/11/21;São Paulo;2;20;9;49%;395;84%;16;0;0;2;7;Sport Recife;0;7;4;51%;402;84%;14;1;0;0;5
28/11/21;Atlético-MG;2;9;4;48%;305;81%;22;6;0;0;7;Fluminense;1;6;4;52%;334;80%;18;3;0;0;3
30/11/21;Flamengo;2;15;5;52%;427;84%;20;6;0;3;8;Ceará SC;1;12;4;48%;410;83%;19;1;0;3;6
02/12/21;Bahia;2;13;3;47%;387;77%;13;2;0;1;4;Atlético-MG;3;19;9;53%;425;80%;12;3;0;1;6
30/11/21;Juventude;1;9;2;46%;334;76%;15;3;0;2;0;Bragantino;0;13;0;54%;376;81%;25;3;0;2;4
30/11/21;Cuiabá;1;21;6;59%;455;84%;15;4;0;3;12;Palmeiras;3;13;5;41%;337;78%;10;1;1;0;4
30/11/21;América-MG;3;24;7;53%;409;79%;10;2;0;0;8;Chapecoense;0;10;3;47%;369;76%;11;2;0;0;9
02/12/21;Grêmio;3;17;8;45%;398;76%;17;3;0;0;6;São Paulo;0;5;1;55%;488;82%;13;2;0;1;0
03/12/21;Athletico-PR;1;19;3;65%;502;89%;15;4;0;1;8;Cuiabá;0;8;1;35%;273;76%;14;5;1;2;2
03/12/21;Fortaleza;1;15;4;53%;411;84%;20;2;0;2;5;Juventude;0;11;3;47%;363;79%;14;0;0;0;4
03/12/21;Sport Recife;1;15;9;47%;397;85%;13;2;0;0;6;Flamengo;1;22;7;53%;426;87%;11;3;0;0;6
03/12/21;Chapecoense;0;8;0;43%;354;77%;17;2;0;3;3;Atlético-GO;1;9;1;57%;477;84%;17;3;0;0;4
05/12/21;Corinthians;1;11;3;72%;633;90%;7;1;0;3;2;Grêmio;1;12;3;28%;249;74%;22;3;0;0;5
05/12/21;Bahia;2;14;6;37%;285;74%;14;2;1;0;11;Fluminense;0;9;1;63%;512;87%;20;5;1;1;3
05/12/21;Ceará SC;0;15;3;53%;357;73%;14;0;0;3;7;América-MG;0;18;1;47%;329;71%;13;2;0;2;3
06/12/21;São Paulo;3;13;6;54%;356;78%;25;5;0;0;7;Juventude;1;9;3;46%;291;79%;13;3;0;1;6
05/12/21;Atlético-MG;4;13;6;62%;580;87%;5;1;0;1;5;Bragantino;3;18;11;38%;361;85%;10;2;0;0;3
06/12/21;Chapecoense;0;14;6;29%;213;73%;16;3;1;0;6;Sport Recife;1;25;4;71%;526;88%;27;4;0;0;3
06/12/21;Internacional;1;23;6;61%;535;86%;14;3;0;3;11;Atlético-GO;2;11;4;39%;365;81%;9;2;0;0;3
06/12/21;Cuiabá;1;8;1;36%;279;71%;22;1;0;4;1;Fortaleza;0;13;3;64%;489;82%;23;3;0;1;2
06/12/21;Flamengo;0;9;4;64%;482;87%;23;3;0;3;5;Santos;1;9;4;36%;280;75%;14;3;0;4;1
06/12/21;Athletico-PR;0;23;4;72%;600;83%;11;1;0;4;8;Palmeiras;0;4;0;28%;249;62%;10;1;0;0;1
09/12/21;Palmeiras;1;12;2;31%;289;69%;18;2;0;2;5;Ceará SC;0;31;9;69%;620;85%;4;0;0;0;8
09/12/21;Atlético-GO;2;13;3;52%;466;88%;15;4;0;1;4;Flamengo;0;12;6;48%;439;88%;7;2;0;0;6
09/12/21;América-MG;2;19;4;45%;383;75%;18;2;0;2;5;São Paulo;0;11;2;55%;463;80%;18;2;0;0;5
09/12/21;Fluminense;3;22;8;68%;541;88%;12;3;0;1;9;Chapecoense;0;3;0;32%;260;72%;10;2;0;2;3
09/12/21;Fortaleza;2;14;6;52%;338;80%;15;4;0;3;6;Bahia;1;9;6;48%;312;72%;17;2;0;1;3
09/12/21;Bragantino;1;23;4;44%;370;80%;23;4;0;3;4;Internacional;0;4;1;56%;474;78%;26;5;0;0;2
09/12/21;Grêmio;4;7;4;37%;328;83%;15;3;0;1;3;Atlético-MG;3;13;7;63%;548;88%;11;1;0;0;9
09/12/21;Juventude;1;17;6;44%;404;78%;10;1;0;0;11;Corinthians;0;1;1;56%;519;85%;22;2;1;0;4
09/12/21;Sport Recife;1;18;6;63%;569;89%;17;1;0;1;6;Athletico-PR;1;7;4;37%;338;81%;14;1;0;0;4
09/12/21;Santos;1;13;5;62%;513;84%;17;1;0;0;6;Cuiabá;1;8;3;38%;321;72%;15;2;0;1;4
