"nchutefezgol","gol","nchutenogol","chutes","chutesgol","possebola","passes","precisaopasses","faltas","cartaoamarelo","cartaovermelho","impedimentos","escanteios","data","diaSemana","time","estadio","resultado"
0,0,0.564102564102564,0.25,0.363636363636364,0.404255319148936,0.340033500837521,0.655172413793104,0.476190476190476,0.166666666666667,0,0,0.533333333333333,"30/08/21","qua","Bahia","fora","perdeu"
0,0,0.423076923076923,0.25,0.272727272727273,0.51063829787234,0.340033500837521,0.620689655172414,0.571428571428571,0.333333333333333,0,0.6,0.533333333333333,"11/09/21","qua","Bahia","fora","empatou"
0,0,0.397435897435897,0.291666666666667,0.272727272727273,0.404255319148936,0.294807370184255,0.448275862068965,0.714285714285714,0.666666666666667,0,0,0.133333333333333,"26/09/21","seg","Bahia","fora","perdeu"
0,0,0.256410256410256,0.416666666666667,0.181818181818182,0.297872340425532,0.209380234505863,0.379310344827586,0.714285714285714,0.666666666666667,0,0,0.466666666666667,"05/10/21","sex","Bahia","fora","perdeu"
0,0,0.397435897435897,0.416666666666667,0.181818181818182,0.148936170212766,0.150753768844221,0.379310344827586,0.619047619047619,0.333333333333333,0,0,0.0666666666666667,"09/10/21","qua","Bahia","fora","venceu"
0.625,0.25,0.641025641025641,0.208333333333333,0.181818181818182,0.276595744680851,0.209380234505863,0.413793103448276,0.476190476190476,0.333333333333333,0,0,0.133333333333333,"16/10/21","sex","Bahia","fora","empatou"
0.625,0.25,0.641025641025641,0.208333333333333,0.272727272727273,0.276595744680851,0.164154103852596,0.413793103448276,0.619047619047619,0.333333333333333,0,0,0.133333333333333,"30/10/21","seg","Bahia","fora","empatou"
0,0,0.294871794871795,0.25,0.272727272727273,0.276595744680851,0.174204355108878,0.241379310344827,0.571428571428571,0.333333333333333,0,0,0.2,"11/11/21","seg","Bahia","fora","perdeu"
0,0,0.294871794871795,0.25,0.181818181818182,0.25531914893617,0.164154103852596,0.241379310344827,0.571428571428571,0.166666666666667,0,0.4,0.2,"18/11/21","qua","Bahia","fora","perdeu"
0,0,0.371794871794872,0.25,0.181818181818182,0.25531914893617,0.174204355108878,0.413793103448276,0.428571428571429,0.166666666666667,0,0,0.2,"29/11/21","qua","Bahia","fora","perdeu"
0,0,0.371794871794872,0.458333333333333,0.181818181818182,0.51063829787234,0.23785594639866,0.655172413793104,0.428571428571429,0.333333333333333,0.5,0,0.333333333333333,"09/12/21","seg","Bahia","fora","perdeu"
0.2,0.25,0.294871794871795,0.416666666666667,0.272727272727273,0.51063829787234,0.326633165829146,0.379310344827586,0.476190476190476,0.666666666666667,0,0.4,0.4,"08/06/19","qui","Avaí","casa","empatou"
0,0,0.243589743589744,0.416666666666667,0.272727272727273,0.51063829787234,0.326633165829146,0.275862068965517,0.571428571428571,0.666666666666667,0,0.4,0.266666666666667,"21/07/19","seg","Avaí","casa","empatou"
0,0,0.256410256410256,0.416666666666667,0.272727272727273,0.51063829787234,0.326633165829146,0.275862068965517,0.571428571428571,0.666666666666667,0,0.2,0.266666666666667,"04/08/19","qui","Avaí","casa","perdeu"
0,0,0.166666666666667,0.5,0.272727272727273,0.680851063829787,0.448911222780569,0.655172413793104,0.523809523809524,0.666666666666667,0,0.2,0.333333333333333,"11/08/19","sex","Avaí","casa","empatou"
0,0,0.256410256410256,0.5,0.272727272727273,0.680851063829787,0.448911222780569,0.655172413793104,0.476190476190476,0.666666666666667,0.5,0.6,0.333333333333333,"25/08/19","ter","Avaí","casa","empatou"
0.2,0.25,0.217948717948718,0.416666666666667,0.272727272727273,0.446808510638298,0.296482412060302,0.551724137931034,0.476190476190476,0.333333333333333,0.5,0.6,0.333333333333333,"07/09/19","qua","Avaí","casa","perdeu"
0.2,0.25,0.294871794871795,0.375,0.181818181818182,0.425531914893617,0.261306532663317,0.551724137931034,0.476190476190476,0.166666666666667,0.5,0.4,0.266666666666667,"23/09/19","ter","Avaí","casa","venceu"
0.2,0.25,0.32051282051282,0.333333333333333,0.181818181818182,0.276595744680851,0.261306532663317,0.551724137931034,0.476190476190476,0.166666666666667,0.5,0.4,0.266666666666667,"30/09/19","qui","Avaí","casa","perdeu"
0,0,0.371794871794872,0.333333333333333,0.363636363636364,0.276595744680851,0.261306532663317,0.655172413793104,0.476190476190476,0.166666666666667,0,0.4,0.266666666666667,"10/10/19","ter","Avaí","casa","empatou"
0,0,0.371794871794872,0.458333333333333,0.363636363636364,0.595744680851064,0.433835845896147,0.689655172413793,0.523809523809524,0.166666666666667,0,0.4,0.466666666666667,"17/10/19","qui","Avaí","casa","perdeu"
0,0,0.371794871794872,0.541666666666667,0.363636363636364,0.595744680851064,0.433835845896147,0.689655172413793,0.523809523809524,0.166666666666667,0,0,0.466666666666667,"27/10/19","ter","Avaí","casa","perdeu"
0,0,0.448717948717949,0.541666666666667,0.545454545454545,0.191489361702128,0.085427135678392,0.448275862068965,0.619047619047619,0.166666666666667,0,0,0.4,"30/10/19","sáb","Avaí","casa","perdeu"
0.225,0.25,0.448717948717949,0.333333333333333,0.545454545454545,0.191489361702128,0.085427135678392,0.448275862068965,0.619047619047619,0.5,0.5,0,0.4,"06/11/19","dom","Avaí","casa","perdeu"
0.225,0.25,0.397435897435897,0.333333333333333,0.363636363636364,0.404255319148936,0.229480737018425,0.482758620689655,0.666666666666667,0.666666666666667,0.5,0,0.4,"24/11/19","ter","Avaí","casa","perdeu"
0.2,0.25,0.346153846153846,0.416666666666667,0.272727272727273,0.48936170212766,0.350083752093802,0.724137931034483,0.666666666666667,0.666666666666667,0.5,0,0.266666666666667,"01/12/19","qua","Avaí","casa","empatou"
0.2,0.25,0.256410256410256,0.416666666666667,0.181818181818182,0.404255319148936,0.25963149078727,0.551724137931034,0.666666666666667,0.666666666666667,0.5,0,0.266666666666667,"10/04/22","qui","Avaí","casa","venceu"
0.2,0.25,0.192307692307692,0.416666666666667,0.181818181818182,0.638297872340425,0.448911222780569,0.724137931034483,0.714285714285714,0.5,0,0,0.266666666666667,"25/04/22","ter","Avaí","casa","venceu"
0.5,0.25,0.256410256410256,0.416666666666667,0.181818181818182,0.319148936170213,0.25963149078727,0.551724137931034,0.714285714285714,0.666666666666667,0,0,0.2,"09/05/22","sex","Avaí","casa","venceu"
0.425,0.5,0.371794871794872,0.416666666666667,0.363636363636364,0.638297872340425,0.534338358458961,0.758620689655172,0.714285714285714,0.5,0,0,0.333333333333333,"27/04/19","seg","Avaí","fora","perdeu"
0.425,0.5,0.371794871794872,0.375,0.363636363636364,0.25531914893617,0.234505862646566,0.586206896551724,0.619047619047619,0.5,0,0,0.266666666666667,"05/05/19","qui","Avaí","fora","perdeu"
0.425,0.25,0.217948717948718,0.25,0.0909090909090909,0.404255319148936,0.242881072026801,0.586206896551724,0.476190476190476,0.333333333333333,0,0.2,0.266666666666667,"19/05/19","dom","Avaí","fora","empatou"
0.15,0.25,0.217948717948718,0.25,0.0909090909090909,0.404255319148936,0.234505862646566,0.482758620689655,0.476190476190476,0.333333333333333,0,0.2,0.266666666666667,"02/06/19","qua","Avaí","fora","perdeu"
0,0,0.141025641025641,0.458333333333333,0.0909090909090909,0.404255319148936,0.242881072026801,0.482758620689655,0.428571428571429,0.333333333333333,0,0.2,0.466666666666667,"13/06/19","qua","Avaí","fora","perdeu"
0,0,0.32051282051282,0.458333333333333,0.181818181818182,0.404255319148936,0.262981574539363,0.551724137931034,0.428571428571429,0.166666666666667,0,0.2,0.466666666666667,"13/07/19","sex","Avaí","fora","perdeu"
0,0,0.32051282051282,0.458333333333333,0.181818181818182,0.404255319148936,0.268006700167504,0.655172413793104,0.333333333333333,0.166666666666667,0,0.2,0.466666666666667,"28/07/19","qua","Avaí","fora","perdeu"
0,0,0.423076923076923,0.333333333333333,0.363636363636364,0.404255319148936,0.262981574539363,0.655172413793104,0.380952380952381,0.333333333333333,0,0.2,0.266666666666667,"18/08/19","dom","Avaí","fora","perdeu"
0,0,0.423076923076923,0.333333333333333,0.363636363636364,0.659574468085106,0.380234505862647,0.517241379310345,0.380952380952381,0.333333333333333,0,0.2,0.266666666666667,"02/09/19","qui","Avaí","fora","venceu"
0.225,0.25,0.371794871794872,0.166666666666667,0.181818181818182,0.25531914893617,0.204355108877722,0.517241379310345,0.476190476190476,0.166666666666667,0,0,0.2,"26/09/19","sáb","Avaí","fora","perdeu"
0.225,0.25,0.371794871794872,0.166666666666667,0.181818181818182,0.425531914893617,0.380234505862647,0.551724137931034,0.476190476190476,0.166666666666667,0,0,0.133333333333333,"06/10/19","qui","Avaí","fora","perdeu"
0.225,0.25,0.371794871794872,0.333333333333333,0.181818181818182,0.425531914893617,0.529313232830821,0.896551724137931,0.285714285714286,0.166666666666667,0,0,0.133333333333333,"13/10/19","sáb","Avaí","fora","perdeu"
0.15,0.25,0.461538461538462,0.416666666666667,0.363636363636364,0.425531914893617,0.529313232830821,0.896551724137931,0.285714285714286,0.5,0,0.2,0.133333333333333,"20/10/19","seg","Avaí","fora","perdeu"
0,0,0.217948717948718,0.416666666666667,0.0909090909090909,0.319148936170213,0.244556113902848,0.482758620689655,0.285714285714286,0.5,0,0.2,0,"03/11/19","qua","Avaí","fora","perdeu"
0,0,0.423076923076923,0.375,0.363636363636364,0.319148936170213,0.244556113902848,0.482758620689655,0.523809523809524,0.5,0,0.2,0,"11/11/19","sáb","Avaí","fora","perdeu"
0,0,0.371794871794872,0.375,0.363636363636364,0.51063829787234,0.299832495812395,0.655172413793104,0.523809523809524,0.333333333333333,0.5,0.2,0.2,"18/11/19","seg","Avaí","fora","empatou"
0,0,0.423076923076923,0.375,0.363636363636364,0.51063829787234,0.299832495812395,0.655172413793104,0.666666666666667,0.333333333333333,0,0,0.2,"27/11/19","sex","Avaí","fora","perdeu"
0,0,0.371794871794872,0.291666666666667,0.363636363636364,0.148936170212766,0.0921273031825796,0.448275862068965,0.523809523809524,0.333333333333333,0,0.2,0.2,"05/12/19","seg","Avaí","fora","perdeu"
0,0,0.487179487179487,0.25,0.272727272727273,0.0851063829787234,0.0921273031825796,0.310344827586207,0.380952380952381,0.166666666666667,0,0.4,0.2,"16/04/22","sex","Avaí","fora","perdeu"
0,0,0.423076923076923,0.25,0.272727272727273,0.148936170212766,0.102177554438861,0.448275862068965,0.380952380952381,0.166666666666667,0,0.6,0.2,"01/05/22","ter","Avaí","fora","empatou"
0.2,0.25,0.461538461538462,0.375,0.363636363636364,0.425531914893617,0.338358458961474,0.655172413793104,0.428571428571429,0.333333333333333,0,0.2,0.2,"14/07/19","sáb","Corinthians","casa","venceu"
0.1,0.25,0.461538461538462,0.416666666666667,0.454545454545455,0.425531914893617,0.422110552763819,0.655172413793104,0.380952380952381,0.333333333333333,0,0.2,0.2,"21/07/19","seg","Corinthians","casa","empatou"
0.175,0.25,0.384615384615385,0.458333333333333,0.454545454545455,0.340425531914894,0.160804020100503,0.586206896551724,0.523809523809524,0.333333333333333,0,0.2,0.266666666666667,"04/08/19","qui","Corinthians","casa","empatou"
0.175,0.25,0.384615384615385,0.458333333333333,0.636363636363636,0.468085106382979,0.249581239530988,0.586206896551724,0.285714285714286,0.166666666666667,0,0.2,0.266666666666667,"07/08/19","dom","Corinthians","casa","venceu"
0.275,0.25,0.41025641025641,0.458333333333333,0.545454545454545,0.468085106382979,0.249581239530988,0.586206896551724,0.380952380952381,0.166666666666667,0,0.2,0.266666666666667,"17/08/19","sáb","Corinthians","casa","venceu"
0.275,0.5,0.641025641025641,0.625,0.636363636363636,0.468085106382979,0.28643216080402,0.862068965517241,0.380952380952381,0.166666666666667,0,0.2,0.4,"01/09/19","qua","Corinthians","casa","venceu"
0.275,0.5,0.461538461538462,0.625,0.545454545454545,0.361702127659574,0.438860971524288,0.862068965517241,0.380952380952381,0.166666666666667,0,0,0.466666666666667,"07/09/19","qua","Corinthians","casa","empatou"
0.275,0.5,0.461538461538462,0.458333333333333,0.454545454545455,0.361702127659574,0.438860971524288,0.827586206896552,0.19047619047619,0.166666666666667,0,0.4,0.466666666666667,"21/09/19","dom","Corinthians","casa","venceu"
0.325,0.5,0.256410256410256,0.458333333333333,0.272727272727273,0.446808510638298,0.438860971524288,0.827586206896552,0.19047619047619,0.166666666666667,0,0.4,0.333333333333333,"29/09/19","qua","Corinthians","casa","venceu"
0.325,0.5,0.256410256410256,0.416666666666667,0.272727272727273,0.574468085106383,0.390284757118928,0.724137931034483,0.333333333333333,0.333333333333333,0,0.4,0.333333333333333,"19/10/19","sáb","Corinthians","casa","perdeu"
0.25,0.25,0.397435897435897,0.416666666666667,0.363636363636364,0.574468085106383,0.390284757118928,0.724137931034483,0.476190476190476,0.5,0,0.4,0.266666666666667,"26/10/19","seg","Corinthians","casa","empatou"
0.2,0.25,0.461538461538462,0.416666666666667,0.454545454545455,0.574468085106383,0.390284757118928,0.655172413793104,0.523809523809524,0.5,0,0,0.266666666666667,"06/11/19","dom","Corinthians","casa","venceu"
0.2,0.25,0.461538461538462,0.458333333333333,0.454545454545455,0.574468085106383,0.403685092127303,0.793103448275862,0.619047619047619,0.5,0,0,0.266666666666667,"17/11/19","dom","Corinthians","casa","empatou"
0,0,0.461538461538462,0.458333333333333,0.454545454545455,0.446808510638298,0.316582914572864,0.517241379310345,0.619047619047619,0.333333333333333,0,0.2,0.266666666666667,"27/11/19","sex","Corinthians","casa","venceu"
0.225,0.75,0.358974358974359,0.5,0.545454545454545,0.659574468085106,0.470686767169179,0.827586206896552,0.476190476190476,0,0,0.4,0.333333333333333,"08/12/19","sex","Corinthians","casa","perdeu"
0.15,0.25,0.269230769230769,0.541666666666667,0.272727272727273,0.680851063829787,0.470686767169179,0.724137931034483,0.476190476190476,0,0,0.4,0.333333333333333,"19/08/20","ter","Corinthians","casa","venceu"
0.225,0.75,0.358974358974359,0.833333333333333,0.818181818181818,0.765957446808511,0.529313232830821,0.827586206896552,0.476190476190476,0.166666666666667,0,0,0.466666666666667,"26/08/20","qui","Corinthians","casa","empatou"
0.15,0.25,0.423076923076923,0.75,0.636363636363636,0.680851063829787,0.606365159128978,0.793103448275862,0.476190476190476,0.166666666666667,0,0,0.333333333333333,"05/09/20","ter","Corinthians","casa","empatou"
0.325,0.5,0.512820512820513,0.75,0.636363636363636,0.702127659574468,0.606365159128978,0.862068965517241,0.476190476190476,0.333333333333333,0,0,0.666666666666667,"10/09/20","seg","Corinthians","casa","perdeu"
0.125,0.25,0.512820512820513,0.5,0.545454545454545,0.680851063829787,0.541038525963149,0.862068965517241,0.428571428571429,0.333333333333333,0,0.2,0.333333333333333,"16/09/20","ter","Corinthians","casa","venceu"
0.325,0.5,0.512820512820513,0.333333333333333,0.454545454545455,0.574468085106383,0.494137353433836,0.862068965517241,0.476190476190476,0.5,0,0.2,0.333333333333333,"30/09/20","sex","Corinthians","casa","empatou"
0,0,0.512820512820513,0.333333333333333,0.363636363636364,0.553191489361702,0.400335008375209,0.724137931034483,0.476190476190476,0.333333333333333,0,0.2,0.266666666666667,"07/10/20","sáb","Corinthians","casa","empatou"
0.2,0.25,0.423076923076923,0.375,0.363636363636364,0.553191489361702,0.400335008375209,0.724137931034483,0.619047619047619,0.333333333333333,0,0.2,0.266666666666667,"18/10/20","sáb","Corinthians","casa","perdeu"
0.125,0.25,0.423076923076923,0.416666666666667,0.363636363636364,0.553191489361702,0.400335008375209,0.724137931034483,0.619047619047619,0.333333333333333,0,0.2,0.4,"31/10/20","seg","Corinthians","casa","venceu"
0.2,0.25,0.474358974358974,0.416666666666667,0.363636363636364,0.212765957446808,0.154103852596315,0.482758620689655,0.523809523809524,0.666666666666667,0,0.2,0.4,"14/11/20","qui","Corinthians","casa","perdeu"
0.3,0.25,0.474358974358974,0.208333333333333,0.272727272727273,0.127659574468085,0.154103852596315,0.0689655172413794,0.523809523809524,0.666666666666667,0,0.4,0.4,"22/11/20","dom","Corinthians","casa","empatou"
0.3,0.25,0.179487179487179,0.208333333333333,0.0909090909090909,0.106382978723404,0.130653266331658,0.0689655172413794,0.523809523809524,0.5,0,0.4,0.266666666666667,"13/12/20","sex","Corinthians","casa","venceu"
0.175,0.25,0.179487179487179,0.208333333333333,0.0909090909090909,0.106382978723404,0.130653266331658,0.275862068965517,0.333333333333333,0.166666666666667,0,0.4,0.266666666666667,"21/12/20","seg","Corinthians","casa","venceu"
