"data","time.casa","gol.casa","chutes.casa","chutesgol.casa","possebola.casa","passes.casa","Precisaopasse.casa","faltas.casa","cartaoamarelo.casa","cartaovermelho.casa","impedimentos.casa","escanteios.casa","time.fora","gol.fora","chutes.fora","chutesgol.fora","possebola.fora","passes.fora","Precisaopasse.fora","faltas.fora","cartaoamarelo.fora","cartaovermelho.fora","impedimentos.fora","escanteios.fora"
"14/11/20","Flamengo",1,20,7,"66%",559,"88%",15,2,0,1,11,"Atlético-GO",1,10,5,"34%",293,"77%",16,1,0,2,4
"18/11/20","Atlético-MG",0,21,6,"65%",550,"87%",8,1,0,1,9,"Athletico-PR",2,10,6,"35%",317,"76%",24,2,0,1,1
"16/11/20","Botafogo",1,12,3,"61%",439,"81%",16,0,0,2,7,"Bragantino",2,11,5,"39%",273,"70%",18,3,0,0,3
"21/11/20","Goiás",1,8,2,"60%",487,"85%",20,2,0,1,1,"Palmeiras",0,14,3,"40%",334,"73%",15,2,1,1,4
"21/11/20","Flamengo",3,23,9,"62%",656,"88%",16,1,0,0,4,"Coritiba",1,6,1,"38%",402,"81%",18,3,0,1,4
"20/11/20","Bragantino",4,12,7,"53%",444,"88%",16,2,0,0,5,"Bahia",0,8,1,"47%",383,"82%",13,4,0,0,9
"21/11/20","Athletico-PR",1,13,4,"61%",525,"84%",22,0,0,2,9,"Santos",0,5,4,"39%",344,"81%",13,2,0,1,2
"22/11/20","São Paulo",1,17,5,"70%",685,"87%",7,2,0,2,7,"Vasco da Gama",1,6,3,"30%",298,"71%",19,4,0,2,4
"22/11/20","Ceará SC",2,11,5,"46%",400,"78%",11,4,0,2,2,"Atlético-MG",2,18,4,"54%",455,"82%",12,1,1,1,7
"22/11/20","Botafogo",1,19,6,"59%",481,"87%",18,1,0,3,7,"Fortaleza",2,11,6,"41%",355,"78%",15,1,0,2,5
"23/11/20","Sport Recife",0,11,1,"63%",431,"84%",17,1,0,1,10,"Atlético-GO",1,12,4,"37%",260,"77%",16,3,0,2,5
"22/11/20","Corinthians",0,7,1,"32%",300,"74%",12,1,2,3,4,"Grêmio",0,15,3,"68%",618,"91%",14,1,0,1,12
"22/11/20","Internacional",1,13,4,"51%",454,"80%",20,2,0,1,4,"Fluminense",2,7,2,"49%",455,"80%",20,4,0,0,4
"26/11/20","Fortaleza",1,15,8,"70%",619,"88%",17,2,0,3,2,"Goiás",1,6,1,"30%",266,"68%",19,0,0,0,0
"25/11/20","Atlético-MG",2,11,6,"55%",463,"87%",25,2,0,2,10,"Botafogo",1,4,3,"45%",397,"81%",19,4,0,4,2
"28/11/20","Palmeiras",3,22,8,"59%",470,"87%",16,2,0,4,10,"Athletico-PR",0,4,1,"41%",354,"77%",15,1,0,2,1
"25/11/20","Coritiba",0,11,3,"53%",462,"81%",13,2,0,1,4,"Corinthians",1,11,2,"47%",418,"78%",25,2,0,2,3
"25/11/20","Ceará SC",1,11,6,"31%",303,"76%",20,5,0,2,5,"São Paulo",1,18,4,"69%",659,"89%",13,3,0,1,5
"28/11/20","Bahia",1,17,6,"37%",351,"81%",12,0,0,1,5,"São Paulo",3,17,8,"63%",597,"90%",15,2,0,1,9
"30/11/20","Vasco da Gama",1,12,4,"69%",486,"85%",15,3,0,1,9,"Ceará SC",4,11,6,"31%",230,"65%",18,2,0,3,3
"30/11/20","Grêmio",2,26,10,"66%",680,"90%",15,2,0,2,8,"Goiás",1,5,2,"34%",353,"81%",17,2,0,1,1
"28/11/20","Santos",4,11,5,"59%",421,"86%",17,3,0,3,5,"Sport Recife",2,9,3,"41%",293,"77%",24,3,0,0,4
"28/11/20","Atlético-GO",0,9,0,"41%",283,"74%",19,1,0,5,8,"Internacional",0,16,6,"59%",400,"83%",18,2,1,4,9
"02/12/20","Fortaleza",0,13,5,"45%",343,"77%",12,2,1,2,3,"Corinthians",0,9,4,"55%",412,"81%",15,2,1,0,4
"05/12/20","Santos",2,15,5,"60%",386,"80%",14,3,0,2,8,"Palmeiras",2,11,5,"40%",263,"69%",16,3,1,0,7
"03/12/20","Goiás",0,9,3,"41%",324,"75%",16,3,0,0,2,"São Paulo",3,15,6,"59%",466,"84%",19,0,0,1,9
"30/11/20","Fluminense",0,7,1,"45%",361,"79%",15,2,0,4,5,"Bragantino",0,11,4,"55%",434,"79%",21,3,0,0,5
"05/12/20","Botafogo",0,13,3,"34%",293,"73%",16,1,1,0,5,"Flamengo",1,14,3,"66%",569,"89%",26,1,1,0,7
"05/12/20","Coritiba",0,9,3,"43%",334,"70%",17,4,0,2,3,"Bragantino",0,23,5,"57%",423,"79%",26,3,0,0,12
"05/12/20","Bahia",0,9,2,"53%",450,"83%",12,2,0,1,6,"Ceará SC",2,11,5,"47%",412,"86%",17,2,0,1,4
"05/12/20","Fluminense",3,27,13,"70%",578,"88%",16,4,0,2,15,"Athletico-PR",1,5,1,"30%",254,"73%",18,2,1,0,2
"06/12/20","Grêmio",4,22,10,"60%",604,"89%",9,2,0,1,5,"Vasco da Gama",0,6,3,"40%",408,"85%",8,1,0,1,3
"06/12/20","São Paulo",1,13,7,"64%",647,"89%",17,4,0,0,11,"Sport Recife",0,4,0,"36%",381,"79%",17,4,0,3,1
"07/12/20","Atlético-GO",0,12,3,"68%",421,"85%",17,3,0,4,15,"Goiás",1,10,2,"32%",207,"63%",21,3,0,2,1
"12/12/20","Athletico-PR",0,16,5,"42%",353,"79%",20,2,0,4,5,"Atlético-MG",1,10,3,"58%",488,"86%",13,2,0,4,3
"09/12/20","São Paulo",4,31,14,"66%",646,"90%",12,0,0,1,12,"Botafogo",0,8,1,"34%",353,"80%",8,2,1,0,0
"12/12/20","Bragantino",2,14,7,"53%",420,"82%",17,3,0,0,2,"Fortaleza",1,13,5,"47%",388,"74%",18,2,0,2,5
"06/12/20","Atlético-MG",2,9,2,"64%",584,"85%",18,2,0,4,3,"Internacional",2,10,3,"36%",315,"76%",14,6,0,5,4
"12/12/20","Internacional",2,12,3,"48%",416,"82%",23,4,0,0,4,"Botafogo",1,12,2,"52%",445,"84%",19,5,0,0,6
"13/12/20","Flamengo",4,12,4,"56%",457,"86%",12,2,0,3,6,"Santos",1,6,3,"44%",366,"82%",11,1,0,2,4
"12/12/20","Ceará SC",1,8,3,"40%",344,"76%",13,0,0,3,2,"Atlético-GO",2,12,6,"60%",500,"83%",15,3,0,2,8
"12/12/20","Palmeiras",3,15,7,"60%",511,"88%",11,2,0,4,8,"Bahia",0,18,7,"40%",343,"84%",20,3,0,1,7
"12/12/20","Goiás",0,12,2,"39%",298,"73%",12,4,0,0,4,"Grêmio",0,17,5,"61%",446,"80%",10,1,0,2,9
"13/12/20","Corinthians",1,14,5,"38%",313,"70%",12,0,0,0,4,"São Paulo",0,17,6,"62%",501,"83%",8,1,0,1,5
"16/12/20","Atlético-GO",2,11,5,"39%",278,"78%",17,3,0,0,11,"Fluminense",1,5,2,"61%",453,"85%",18,4,0,0,6
"13/12/20","Sport Recife",1,20,6,"55%",447,"85%",20,0,0,0,7,"Coritiba",0,14,3,"45%",373,"81%",14,1,0,0,6
"13/12/20","Vasco da Gama",1,20,4,"44%",404,"84%",21,6,0,1,4,"Fluminense",1,10,4,"56%",516,"86%",14,2,0,0,2
"16/12/20","São Paulo",3,17,7,"47%",485,"82%",9,2,0,3,5,"Atlético-MG",0,14,6,"53%",533,"85%",10,2,1,3,3
"19/12/20","Sport Recife",1,9,2,"43%",402,"85%",21,2,0,2,3,"Grêmio",1,13,1,"57%",518,"87%",9,1,1,2,7
"20/12/20","Bragantino",0,21,6,"71%",506,"84%",8,2,0,6,17,"Athletico-PR",1,4,1,"29%",223,"65%",17,5,0,6,4
"19/12/20","Coritiba",1,10,4,"45%",344,"79%",14,3,0,2,4,"Botafogo",2,18,3,"55%",409,"88%",18,1,0,2,11
"19/12/20","Internacional",2,12,4,"41%",327,"75%",13,4,0,1,4,"Palmeiras",0,13,0,"59%",440,"80%",23,2,0,1,8
"20/12/20","Vasco da Gama",1,4,2,"35%",255,"73%",26,2,0,0,1,"Santos",0,18,5,"65%",453,"85%",15,0,0,1,2
"20/12/20","Flamengo",4,16,5,"48%",379,"85%",17,1,1,2,7,"Bahia",3,17,6,"52%",396,"89%",22,3,1,1,8
"20/12/20","Fortaleza",0,10,0,"61%",402,"82%",18,1,1,0,5,"Ceará SC",2,6,5,"39%",266,"76%",17,1,0,0,1
"21/12/20","Corinthians",2,19,6,"64%",537,"84%",11,1,0,5,12,"Goiás",1,17,7,"36%",304,"75%",15,0,0,2,4
"26/12/20","Atlético-MG",2,25,9,"71%",664,"93%",15,0,0,0,13,"Coritiba",0,7,3,"29%",277,"82%",13,0,0,2,3
"26/12/20","Goiás",1,10,3,"38%",315,"69%",22,4,0,0,4,"Sport Recife",0,16,4,"62%",500,"78%",18,1,0,4,5
"26/12/20","Fluminense",1,8,1,"41%",401,"81%",17,3,0,0,0,"São Paulo",2,12,5,"59%",579,"87%",22,1,0,0,2
"27/12/20","Athletico-PR",3,16,8,"56%",480,"88%",14,0,0,1,6,"Vasco da Gama",0,12,4,"44%",373,"84%",11,1,0,3,5
"27/12/20","Botafogo",0,11,1,"46%",451,"78%",19,1,0,2,2,"Corinthians",2,13,6,"54%",508,"81%",20,1,0,2,7
"26/12/20","Fortaleza",0,11,4,"36%",293,"79%",22,3,0,1,4,"Flamengo",0,13,2,"64%",519,"86%",14,3,0,0,4
"27/12/20","Bahia",1,14,3,"52%",377,"77%",18,3,0,0,6,"Internacional",2,15,10,"48%",357,"79%",12,1,0,2,7
"27/12/20","Palmeiras",1,6,1,"41%",343,"80%",10,3,0,1,5,"Bragantino",0,20,2,"59%",486,"84%",6,0,0,1,8
"06/01/21","Grêmio",2,11,2,"49%",407,"83%",11,2,0,0,3,"Bahia",1,17,5,"51%",419,"82%",17,4,0,1,10
"27/12/20","Santos",1,11,5,"65%",473,"86%",15,2,0,2,11,"Ceará SC",1,11,4,"35%",263,"72%",24,3,0,1,2
"06/01/21","Botafogo",0,24,8,"62%",506,"88%",14,3,0,4,3,"Athletico-PR",2,8,4,"38%",329,"78%",21,2,0,1,3
"27/12/20","Grêmio",2,10,4,"45%",404,"80%",11,2,0,1,5,"Atlético-GO",1,9,2,"55%",480,"85%",15,3,0,1,9
"06/01/21","Bragantino",4,23,10,"47%",458,"86%",17,2,0,0,4,"São Paulo",2,8,4,"53%",493,"86%",4,2,1,3,5
"06/01/21","Sport Recife",1,6,1,"35%",269,"73%",14,3,0,0,4,"Fortaleza",0,17,1,"65%",491,"85%",12,1,0,1,8
"06/01/21","Coritiba",1,16,2,"57%",467,"82%",13,4,0,2,6,"Goiás",2,11,5,"43%",359,"71%",17,3,0,2,4
"06/01/21","Flamengo",1,19,8,"72%",672,"86%",12,1,0,0,11,"Fluminense",2,11,5,"28%",258,"69%",22,4,0,2,4
"07/01/21","Ceará SC",0,19,6,"61%",495,"86%",18,6,0,0,7,"Internacional",2,8,3,"39%",328,"79%",16,4,0,0,4
"09/01/21","Coritiba",0,13,2,"40%",389,"82%",11,2,0,0,3,"Athletico-PR",0,3,1,"60%",584,"86%",10,1,0,0,2
"09/01/21","Sport Recife",0,11,5,"59%",518,"85%",15,5,0,2,7,"Palmeiras",1,12,4,"41%",366,"76%",21,3,0,2,6
"07/01/21","Atlético-GO",0,8,3,"44%",339,"74%",19,3,0,2,3,"Vasco da Gama",0,15,6,"56%",423,"82%",17,2,0,2,4
"10/01/21","São Paulo",0,26,5,"69%",531,"89%",19,2,0,0,8,"Santos",1,7,2,"31%",249,"67%",21,4,0,0,3
"09/01/21","Fortaleza",0,14,5,"55%",447,"84%",17,4,0,3,4,"Grêmio",0,11,3,"45%",366,"82%",12,2,0,1,5
"11/01/21","Bragantino",2,11,4,"44%",390,"79%",15,4,0,0,6,"Atlético-MG",2,19,6,"56%",490,"83%",11,0,0,1,6
"10/01/21","Atlético-GO",1,13,6,"42%",301,"75%",20,2,0,3,6,"Bahia",1,16,4,"58%",424,"84%",18,0,0,1,6
"10/01/21","Flamengo",0,21,5,"75%",675,"90%",10,3,0,3,6,"Ceará SC",2,8,4,"25%",233,"72%",12,1,0,0,1
"10/01/21","Vasco da Gama",3,18,7,"51%",465,"82%",11,1,0,0,6,"Botafogo",0,12,5,"49%",458,"84%",13,0,0,4,3
"10/01/21","Internacional",1,10,3,"41%",332,"78%",14,0,0,2,6,"Goiás",0,14,4,"59%",479,"80%",14,2,0,1,2
"17/01/21","Athletico-PR",1,8,3,"40%",376,"80%",10,2,0,0,1,"São Paulo",1,9,2,"60%",551,"89%",14,1,0,8,3
"15/01/21","Palmeiras",1,16,6,"45%",431,"89%",22,3,0,2,3,"Grêmio",1,12,7,"55%",530,"87%",10,1,0,0,7
"16/01/21","Fluminense",1,11,1,"66%",540,"85%",23,1,0,2,5,"Sport Recife",0,10,0,"34%",276,"72%",18,1,1,1,4
"16/01/21","Vasco da Gama",0,10,3,"53%",507,"87%",10,2,1,1,10,"Coritiba",1,13,4,"47%",468,"88%",13,2,0,0,2
"13/01/21","Corinthians",5,19,8,"58%",522,"85%",17,1,0,1,3,"Fluminense",0,14,2,"42%",387,"82%",15,2,0,3,3
"17/01/21","Santos",2,23,5,"59%",410,"85%",8,2,0,2,15,"Botafogo",1,7,3,"41%",285,"78%",24,1,0,3,6
"17/01/21","Atlético-MG",3,22,6,"61%",547,"87%",13,2,0,0,10,"Atlético-GO",1,13,3,"39%",356,"81%",14,3,0,2,9
"17/01/21","Ceará SC",1,12,3,"36%",290,"73%",13,1,0,1,6,"Bragantino",2,15,7,"64%",494,"87%",16,2,0,0,9
"17/01/21","Internacional",4,11,5,"45%",352,"80%",24,0,0,0,6,"Fortaleza",2,10,2,"55%",443,"83%",17,3,0,1,1
"18/01/21","Palmeiras",4,15,9,"57%",430,"86%",14,2,0,3,7,"Corinthians",0,10,4,"43%",327,"77%",11,3,1,0,7
"20/01/21","Bahia",1,11,4,"40%",347,"81%",15,2,0,3,9,"Athletico-PR",0,12,1,"60%",528,"89%",14,0,0,2,4
"20/01/21","Coritiba",3,9,4,"41%",340,"78%",21,1,1,1,2,"Fluminense",3,20,5,"59%",459,"84%",10,4,1,1,12
"20/01/21","Grêmio",1,8,3,"58%",637,"84%",11,1,0,1,3,"Atlético-MG",1,10,4,"42%",470,"79%",7,1,0,2,1
"20/01/21","Botafogo",1,17,5,"48%",365,"78%",17,2,0,2,3,"Atlético-GO",3,14,5,"52%",384,"83%",14,3,0,1,6
"18/01/21","Goiás",0,9,3,"40%",357,"75%",24,5,0,1,4,"Flamengo",3,12,6,"60%",526,"84%",13,1,0,3,5
"21/01/21","Flamengo",2,15,6,"51%",460,"82%",26,2,0,1,4,"Palmeiras",0,6,0,"49%",444,"80%",15,2,0,2,1
"20/01/21","Bragantino",4,20,9,"54%",525,"86%",12,0,0,1,3,"Vasco da Gama",1,8,4,"46%",455,"79%",17,0,0,0,3
"21/01/21","Goiás",0,14,2,"58%",513,"82%",12,1,0,1,6,"Ceará SC",4,12,4,"42%",385,"78%",11,0,0,0,1
"21/01/21","Fortaleza",2,10,3,"47%",340,"78%",20,3,0,4,7,"Santos",0,12,3,"53%",378,"82%",14,0,0,1,5
"20/01/21","São Paulo",1,11,5,"71%",624,"86%",15,2,0,0,7,"Internacional",5,19,7,"29%",257,"75%",19,1,0,2,2
"21/01/21","Corinthians",3,20,12,"62%",545,"83%",9,1,0,2,6,"Sport Recife",0,10,4,"38%",348,"77%",7,0,0,3,5
"24/01/21","Athletico-PR",2,11,8,"41%",384,"82%",20,2,0,4,3,"Flamengo",1,12,2,"59%",556,"88%",11,0,0,1,3
"24/01/21","Internacional",2,17,4,"45%",382,"81%",19,2,0,0,6,"Grêmio",1,9,3,"55%",467,"82%",15,2,0,1,1
"23/01/21","Vasco da Gama",3,6,3,"25%",234,"72%",15,4,0,0,2,"Atlético-MG",2,17,4,"75%",684,"90%",11,1,0,0,9
"23/01/21","São Paulo",1,18,6,"65%",641,"89%",19,1,0,1,7,"Coritiba",1,10,3,"35%",367,"76%",16,2,0,0,2
"24/01/21","Sport Recife",2,19,6,"58%",456,"83%",16,3,0,5,10,"Bahia",0,9,2,"42%",335,"77%",8,0,0,1,3
"24/01/21","Fluminense",2,12,5,"48%",394,"83%",20,2,0,0,2,"Botafogo",0,5,0,"52%",435,"81%",20,1,0,1,1
"24/01/21","Atlético-GO",2,7,3,"45%",329,"79%",12,2,0,0,5,"Fortaleza",0,11,3,"55%",395,"82%",13,1,1,2,5
"24/01/21","Ceará SC",2,9,3,"40%",338,"79%",9,2,1,3,2,"Palmeiras",1,12,4,"60%",480,"85%",16,5,0,6,7
"24/01/21","Santos",3,20,9,"64%",476,"87%",11,4,0,4,11,"Goiás",4,17,6,"36%",269,"71%",19,4,0,2,3
"28/01/21","Bahia",2,8,7,"41%",291,"70%",24,3,0,0,3,"Corinthians",1,15,5,"59%",382,"77%",19,1,0,1,10
"26/01/21","Atlético-MG",2,10,5,"66%",665,"87%",10,1,0,1,4,"Santos",0,5,3,"34%",341,"75%",14,1,0,0,2
"26/01/21","Palmeiras",1,14,3,"55%",477,"84%",19,1,0,0,6,"Vasco da Gama",1,12,3,"45%",390,"78%",11,1,0,2,3
"28/01/21","Grêmio",2,8,5,"51%",548,"87%",15,5,0,1,2,"Flamengo",4,14,6,"49%",531,"88%",24,3,0,0,5
"25/01/21","Corinthians",0,13,5,"60%",546,"77%",16,5,0,2,8,"Bragantino",2,13,4,"40%",378,"72%",14,4,0,3,3
"31/01/21","Coritiba",1,8,2,"47%",407,"84%",26,3,0,0,2,"Grêmio",1,20,3,"53%",469,"87%",12,3,0,2,3
"31/01/21","Atlético-MG",2,12,5,"73%",787,"91%",16,0,0,3,5,"Fortaleza",0,4,1,"27%",301,"78%",15,1,0,2,1
"31/01/21","Ceará SC",0,9,2,"45%",379,"81%",15,0,0,1,4,"Athletico-PR",2,11,2,"55%",454,"83%",18,2,0,2,4
"31/01/21","Atlético-GO",2,11,3,"40%",335,"73%",13,3,0,1,8,"São Paulo",1,13,3,"60%",498,"85%",9,1,0,1,5
"31/01/21","Vasco da Gama",0,8,5,"49%",400,"87%",15,1,1,0,6,"Bahia",0,9,2,"51%",418,"85%",16,3,0,1,6
"31/01/21","Fluminense",3,17,6,"43%",372,"79%",9,1,0,1,7,"Goiás",0,12,0,"57%",490,"83%",15,2,0,0,2
"03/02/21","Grêmio",3,17,6,"63%",539,"88%",12,5,0,1,5,"Santos",3,9,6,"37%",313,"79%",20,1,1,0,3
"02/02/21","Palmeiras",1,17,2,"54%",437,"87%",16,2,0,1,12,"Botafogo",1,18,3,"46%",388,"83%",10,1,0,0,6
"01/02/21","Sport Recife",0,8,2,"38%",349,"81%",15,2,0,0,2,"Flamengo",3,21,9,"62%",563,"87%",20,2,0,1,6
"31/01/21","Internacional",2,12,3,"36%",308,"73%",11,3,0,0,3,"Bragantino",1,16,6,"64%",538,"84%",12,0,0,0,7
"04/02/21","Fortaleza",3,15,7,"54%",400,"83%",18,2,0,0,4,"Coritiba",1,5,2,"46%",345,"82%",15,3,2,3,4
"03/02/21","Goiás",1,3,1,"23%",249,"67%",13,3,0,2,1,"Atlético-MG",0,19,2,"77%",819,"89%",13,3,0,4,8
"03/02/21","Bahia",0,12,6,"55%",521,"88%",15,1,0,0,4,"Fluminense",1,13,6,"45%",435,"85%",11,1,0,2,1
"03/02/21","Bragantino",2,21,10,"52%",414,"80%",15,3,0,2,8,"Atlético-GO",0,8,1,"48%",388,"73%",7,3,0,1,3
"03/02/21","Corinthians",2,18,7,"35%",305,"73%",18,0,0,2,8,"Ceará SC",1,7,1,"65%",561,"83%",14,0,0,2,3
"05/02/21","Botafogo",0,25,6,"66%",542,"85%",11,1,0,3,10,"Sport Recife",1,10,2,"34%",284,"69%",19,3,0,0,8
"06/02/21","Bahia",3,9,7,"47%",379,"77%",18,3,1,1,8,"Goiás",3,17,6,"53%",422,"82%",13,4,0,1,1
"06/02/21","Atlético-GO",1,8,3,"30%",233,"64%",18,2,1,1,0,"Santos",1,18,3,"70%",493,"86%",13,2,0,4,10
"04/02/21","Flamengo",2,17,6,"61%",530,"86%",19,1,0,0,7,"Vasco da Gama",0,6,3,"39%",346,"82%",15,3,0,1,5
"04/02/21","Athletico-PR",0,12,4,"70%",587,"86%",15,3,0,2,3,"Internacional",0,5,1,"30%",256,"73%",20,2,0,1,2
"07/02/21","Bragantino",1,12,5,"45%",360,"77%",20,4,0,1,5,"Flamengo",1,15,7,"55%",433,"77%",16,2,0,4,4
"10/02/21","São Paulo",1,18,9,"62%",518,"84%",11,4,0,2,8,"Ceará SC",1,8,2,"38%",338,"78%",17,4,0,2,4
"10/02/21","Internacional",1,17,2,"60%",530,"86%",12,2,2,0,7,"Sport Recife",2,7,2,"40%",377,"79%",11,3,0,1,3
"10/02/21","Fortaleza",3,17,7,"43%",390,"82%",15,2,0,1,5,"Vasco da Gama",0,12,1,"57%",487,"87%",14,3,0,1,7
"08/02/21","Botafogo",2,18,6,"46%",409,"86%",14,0,0,1,5,"Grêmio",5,13,7,"54%",468,"86%",18,0,0,1,2
"13/02/21","Goiás",2,11,7,"54%",415,"84%",22,4,0,2,2,"Botafogo",0,11,3,"46%",351,"82%",26,3,1,2,5
"10/02/21","Corinthians",3,17,8,"44%",420,"82%",19,3,0,1,3,"Athletico-PR",3,12,7,"56%",530,"86%",12,0,0,0,2
"13/02/21","Atlético-MG",1,21,4,"72%",745,"90%",10,1,0,1,6,"Bahia",1,13,5,"28%",298,"77%",9,1,0,1,2
"10/02/21","Fluminense",0,10,3,"27%",308,"76%",8,0,0,3,6,"Atlético-MG",0,8,1,"73%",848,"89%",13,1,0,1,6
"13/02/21","Santos",2,17,6,"57%",472,"85%",15,0,0,3,7,"Coritiba",0,8,3,"43%",362,"83%",16,4,0,1,3
"14/02/21","Flamengo",2,14,5,"66%",597,"85%",21,1,0,4,4,"Corinthians",1,11,3,"34%",307,"73%",16,5,0,1,3
"14/02/21","Grêmio",1,5,3,"52%",520,"86%",19,4,1,0,5,"São Paulo",2,11,4,"48%",492,"87%",18,4,0,0,2
"14/02/21","Palmeiras",3,13,6,"68%",611,"90%",16,0,0,4,3,"Fortaleza",0,5,1,"32%",281,"72%",11,3,0,0,4
"14/02/21","Athletico-PR",2,8,3,"60%",453,"86%",14,3,0,4,7,"Atlético-GO",1,11,4,"40%",306,"79%",9,1,0,3,4
"14/02/21","Vasco da Gama",0,8,0,"65%",460,"83%",9,1,0,2,3,"Internacional",2,16,7,"35%",257,"71%",20,6,0,0,9
"17/02/21","Santos",1,11,5,"46%",368,"78%",24,0,0,2,6,"Corinthians",0,11,4,"54%",417,"81%",25,0,0,2,5
"15/02/21","Ceará SC",1,13,5,"52%",435,"85%",18,1,0,0,9,"Fluminense",3,9,4,"48%",429,"82%",8,1,0,0,0
"17/02/21","Coritiba",1,13,4,"47%",381,"82%",16,2,0,1,5,"Palmeiras",0,15,4,"53%",434,"83%",20,3,1,3,4
"15/02/21","Sport Recife",0,4,0,"31%",273,"65%",8,3,0,0,1,"Bragantino",0,22,6,"69%",580,"84%",10,0,0,1,15
"19/02/21","São Paulo",1,7,3,"42%",314,"75%",16,2,0,3,1,"Palmeiras",1,8,2,"58%",431,"83%",14,1,0,3,5
"21/02/21","Corinthians",0,14,4,"68%",587,"85%",23,1,0,1,7,"Vasco da Gama",0,7,0,"32%",279,"71%",18,2,0,6,4
"21/02/21","Sport Recife",2,9,3,"39%",372,"79%",16,4,0,0,2,"Atlético-MG",3,25,10,"61%",585,"87%",13,4,0,0,4
"20/02/21","Fortaleza",0,11,3,"61%",547,"90%",15,3,1,0,2,"Bahia",4,12,7,"39%",353,"84%",13,3,0,1,0
"20/02/21","Coritiba",0,16,5,"63%",573,"88%",14,1,0,2,7,"Ceará SC",2,11,4,"37%",336,"76%",9,0,0,1,5
"21/02/21","Flamengo",2,10,4,"60%",456,"86%",21,4,0,3,1,"Internacional",1,12,3,"40%",302,"75%",14,0,1,0,4
"22/02/21","Palmeiras",1,19,4,"64%",543,"87%",20,2,0,0,9,"Atlético-GO",1,9,3,"36%",307,"75%",13,1,0,1,6
"21/02/21","Santos",1,8,2,"62%",454,"84%",20,3,0,1,4,"Fluminense",1,7,3,"38%",281,"75%",19,4,1,1,4
"22/02/21","Botafogo",1,19,8,"47%",428,"85%",12,3,0,2,4,"São Paulo",0,7,1,"53%",457,"83%",15,5,1,0,3
"21/02/21","Goiás",0,14,1,"43%",317,"69%",18,2,0,1,3,"Bragantino",0,14,5,"57%",405,"77%",20,0,0,1,11
"21/02/21","Grêmio",1,11,2,"50%",463,"86%",19,3,0,1,2,"Athletico-PR",0,8,2,"50%",465,"85%",17,1,2,4,2
"25/02/21","Bahia",2,16,5,"48%",447,"85%",11,0,0,2,4,"Santos",0,15,5,"52%",475,"88%",13,0,0,1,4
"25/02/21","Internacional",0,16,5,"53%",418,"80%",13,0,0,6,12,"Corinthians",0,6,1,"47%",393,"73%",16,2,0,1,5
"25/02/21","Bragantino",1,19,6,"56%",471,"82%",24,4,0,1,3,"Grêmio",0,15,2,"44%",370,"79%",12,0,0,0,7
"25/02/21","Atlético-GO",3,18,7,"56%",556,"87%",8,0,0,1,7,"Coritiba",1,9,1,"44%",435,"82%",9,1,0,1,4
"25/02/21","Athletico-PR",2,18,8,"56%",480,"83%",15,0,0,2,8,"Sport Recife",0,15,4,"44%",362,"80%",10,1,0,2,5
"25/02/21","Vasco da Gama",3,27,12,"48%",390,"85%",12,1,0,2,9,"Goiás",2,20,5,"52%",405,"84%",18,2,0,2,6
"25/02/21","Ceará SC",2,12,6,"47%",469,"86%",7,2,1,0,5,"Botafogo",1,17,3,"53%",505,"90%",4,0,0,2,7
"25/02/21","Atlético-MG",2,19,8,"52%",451,"89%",22,3,0,5,5,"Palmeiras",0,9,4,"48%",424,"80%",17,0,0,1,4
"25/02/21","Fluminense",2,9,3,"48%",401,"86%",10,0,0,0,3,"Fortaleza",0,9,2,"52%",422,"85%",12,0,0,1,5
"25/02/21","São Paulo",2,4,2,"36%",305,"74%",27,6,0,0,1,"Flamengo",1,20,1,"64%",510,"84%",24,3,0,2,7
"29/05/21","Cuiabá",2,14,2,"60%",490,"85%",14,1,0,0,9,"Juventude",2,7,3,"40%",342,"77%",14,3,0,1,1
"29/05/21","São Paulo",0,7,3,"72%",636,"87%",10,1,0,2,4,"Fluminense",0,11,5,"28%",251,"70%",12,2,0,2,5
"30/05/21","Atlético-MG",1,13,4,"55%",398,"81%",16,2,0,2,5,"Fortaleza",2,18,5,"45%",329,"82%",19,4,0,3,4
"29/05/21","Bahia",3,5,3,"34%",304,"75%",18,3,0,2,4,"Santos",0,12,4,"66%",563,"88%",9,3,0,2,11
"30/05/21","Flamengo",1,14,10,"62%",503,"87%",25,2,0,0,3,"Palmeiras",0,12,5,"38%",300,"81%",21,3,0,3,4
"30/05/21","Athletico-PR",1,11,5,"57%",557,"83%",18,1,0,0,3,"América-MG",0,14,4,"43%",429,"81%",9,2,0,0,1
"30/05/21","Internacional",2,11,4,"57%",485,"86%",24,4,0,0,6,"Sport Recife",2,8,5,"43%",362,"82%",15,2,0,2,1
"30/05/21","Chapecoense",0,10,2,"43%",428,"79%",9,1,0,0,5,"Bragantino",3,18,8,"57%",552,"87%",12,0,0,2,7
"30/05/21","Ceará SC",3,12,6,"35%",277,"70%",17,3,0,2,5,"Grêmio",2,12,3,"65%",520,"83%",18,3,0,0,4
"30/05/21","Corinthians",0,15,6,"61%",518,"83%",18,5,0,1,10,"Atlético-GO",1,7,2,"39%",351,"72%",14,3,0,5,3
"06/06/21","América-MG",0,10,4,"56%",483,"81%",12,2,0,4,6,"Corinthians",1,6,4,"44%",386,"77%",19,3,0,0,4
