"nchutefezgol","gol","nchutenogol","chutes","chutesgol","possebola","passes","precisaopasses","faltas","cartaoamarelo","cartaovermelho","impedimentos","escanteios","data","diaSemana","time","estadio","resultado"
0,0,0.08,18,2,0.68,592,0.86,14,2,0,2,7,"08/08/21","qui","Santos","casa","empatou"
0,0,0.45,18,5,0.57,561,0.87,17,2,0,3,7,"22/08/21","dom","Santos","casa","empatou"
0,0,0.4,11,4,0.57,561,0.87,17,2,0,3,5,"28/08/21","seg","Santos","casa","perdeu"
0,0,0.4,11,4,0.52,445,0.87,17,2,0,3,4,"11/09/21","qua","Santos","casa","empatou"
0,0,0.18,10,2,0.52,445,0.82,16,2,0,2,4,"10/10/21","qui","Santos","casa","venceu"
0,0,0.18,11,2,0.6,446,0.82,14,4,0,1,5,"23/10/21","sáb","Santos","casa","perdeu"
0,0,0.38,13,5,0.6,446,0.82,14,1,0,1,5,"27/10/21","qui","Santos","casa","venceu"
0.08,1,0.43,13,5,0.49,431,0.8,14,2,0,1,3,"07/11/21","qua","Santos","casa","perdeu"
0,0,0.43,12,5,0.49,426,0.8,14,2,0,1,3,"10/11/21","dom","Santos","casa","venceu"
0.18,2,0.45,11,5,0.44,385,0.78,14,2,0,1,4,"17/11/21","ter","Santos","casa","venceu"
0.18,2,0.33,11,4,0.43,395,0.83,14,2,0,1,4,"25/11/21","sex","Santos","casa","venceu"
0.18,2,0.4,11,5,0.43,395,0.83,14,2,0,3,5,"09/12/21","seg","Santos","casa","empatou"
0.13,2,0.38,13,5,0.56,424,0.84,15,1,0,1,6,"17/04/22","sáb","Santos","casa","venceu"
0.13,2,0.4,15,6,0.56,424,0.84,17,2,0,2,6,"24/04/22","seg","Santos","casa","venceu"
0.13,2,0.44,15,7,0.39,324,0.77,17,2,0,2,4,"08/05/22","qui","Santos","casa","venceu"
0.17,3,0.47,15,7,0.39,324,0.77,16,2,0,2,4,"28/04/19","qua","Santos","fora","venceu"
0.25,3,0.58,12,7,0.39,335,0.75,16,2,0,1,3,"05/05/19","qui","Santos","fora","empatou"
0.25,2,0.58,12,7,0.47,417,0.83,14,4,0,1,4,"18/05/19","sáb","Santos","fora","perdeu"
0,0,0.41,13,5,0.67,479,0.83,18,4,0,1,5,"02/06/19","qua","Santos","fora","venceu"
0,0,0.31,13,4,0.67,479,0.83,19,4,0,1,5,"13/07/19","sex","Santos","fora","venceu"
0.06,1,0.31,13,4,0.62,479,0.83,19,3,0,1,5,"21/07/19","seg","Santos","fora","venceu"
0.08,1,0.31,13,4,0.61,470,0.84,14,2,0,1,2,"10/08/19","qui","Santos","fora","perdeu"
0.08,1,0.31,14,4,0.58,445,0.84,14,2,0,1,2,"18/08/19","dom","Santos","fora","perdeu"
0.08,1,0.31,13,3,0.49,367,0.83,14,1,1,1,2,"31/08/19","ter","Santos","fora","venceu"
0.08,1,0.33,12,3,0.48,367,0.8,15,1,0,1,4,"14/09/19","sex","Santos","fora","perdeu"
0,0,0.33,6,2,0.48,349,0.8,19,4,0,3,4,"26/09/19","sáb","Santos","fora","empatou"
0.05,1,0.33,12,4,0.48,386,0.8,19,4,0,3,5,"05/10/19","qua","Santos","fora","venceu"
0.05,1,0.37,8,4,0.53,423,0.81,17,2,1,1,2,"13/10/19","sáb","Santos","fora","empatou"
0.05,1,0.37,11,4,0.54,467,0.81,17,2,1,1,3,"20/10/19","seg","Santos","fora","perdeu"
0,0,0.27,11,3,0.58,492,0.81,17,3,0,1,3,"26/10/19","seg","Santos","fora","empatou"
0,0,0.16,11,3,0.64,502,0.82,14,3,0,2,3,"06/11/19","dom","Santos","fora","venceu"
0,0,0.16,11,3,0.64,502,0.82,12,2,0,2,6,"09/11/19","qui","Santos","fora","venceu"
0.18,2,0.33,17,3,0.57,444,0.82,12,2,0,3,4,"28/11/19","dom","Santos","fora","perdeu"
0.18,2,0.33,14,4,0.57,419,0.82,16,2,1,3,6,"04/12/19","dom","Santos","fora","perdeu"
0.07,1,0.33,14,4,0.57,419,0.83,16,3,1,3,4,"13/08/20","ter","Santos","fora","perdeu"
0,0,0.29,9,3,0.49,379,0.83,14,3,1,3,4,"20/08/20","qui","Santos","fora","venceu"
0,0,0.31,9,3,0.49,379,0.83,14,3,0,2,4,"23/08/20","dom","Santos","fora","perdeu"
0.06,1,0.17,8,1,0.52,383,0.79,15,2,0,1,5,"05/09/20","ter","Santos","fora","venceu"
0.12,1,0.31,8,4,0.52,383,0.76,16,2,1,1,5,"20/09/20","dom","Santos","fora","empatou"
0.12,1,0.29,8,4,0.52,383,0.76,15,2,1,1,6,"04/10/20","qua","Santos","fora","venceu"
0.14,1,0.4,10,4,0.45,317,0.77,15,3,1,1,5,"07/10/20","sáb","Santos","fora","empatou"
0.17,1,0.33,10,4,0.45,337,0.77,15,2,0,0,4,"17/10/20","sex","Santos","fora","venceu"
0.3,2,0.33,6,2,0.43,337,0.77,16,2,0,0,3,"25/10/20","seg","Santos","fora","perdeu"
0.17,1,0.33,6,2,0.43,337,0.77,18,2,0,0,3,"08/11/20","qui","Santos","fora","empatou"
0.25,1,0.22,6,2,0.52,341,0.77,20,4,0,1,3,"21/11/20","sáb","Santos","fora","perdeu"
0.11,1,0.22,5,2,0.52,344,0.8,18,4,0,1,3,"13/12/20","sex","Santos","fora","perdeu"
0.17,1,0.5,5,3,0.44,366,0.81,13,2,0,1,3,"20/12/20","dom","Santos","fora","perdeu"
0,0,0.5,6,4,0.44,366,0.82,13,1,0,1,2,"10/01/21","qui","Santos","fora","venceu"
0.14,1,0.29,7,3,0.44,366,0.82,15,1,0,1,3,"21/01/21","qui","Santos","fora","perdeu"
0,0,0.28,12,3,0.53,378,0.82,15,0,0,1,3,"26/01/21","qua","Santos","fora","perdeu"
0,0,0.29,7,3,0.34,341,0.75,14,1,0,0,3,"03/02/21","sex","Santos","fora","empatou"
0,0,0.6,9,3,0.37,341,0.79,14,1,0,0,3,"06/02/21","ter","Santos","fora","empatou"
0.06,1,0.6,9,3,0.37,341,0.79,14,1,0,0,3,"25/02/21","sex","Santos","fora","perdeu"
0.06,1,0.33,15,5,0.52,475,0.86,13,1,0,1,4,"29/05/21","seg","Santos","fora","perdeu"
0,0,0.33,15,4,0.66,493,0.88,13,2,0,2,10,"17/06/21","qua","Santos","fora","perdeu"
0,0,0.33,15,5,0.66,563,0.88,9,3,0,1,9,"24/06/21","sex","Santos","fora","empatou"
0,0,0.44,12,4,0.66,563,0.86,9,3,0,2,9,"03/07/21","seg","Santos","fora","perdeu"
0,0,0.44,18,8,0.71,616,0.86,9,3,0,2,9,"10/07/21","qua","Santos","fora","perdeu"
0.17,2,0.38,12,3,0.65,498,0.87,14,3,0,2,5,"18/07/21","sáb","Santos","fora","empatou"
0.12,2,0.31,16,5,0.65,498,0.87,15,6,0,2,5,"01/08/21","ter","Santos","fora","venceu"
0.12,2,0.31,12,5,0.61,485,0.83,15,6,0,0,5,"15/08/21","sex","Santos","fora","empatou"
0.12,1,0.31,11,5,0.56,471,0.83,13,1,0,1,4,"04/09/21","ter","Santos","fora","perdeu"
0.09,1,0.28,11,5,0.56,471,0.83,13,1,0,1,5,"18/09/21","sex","Santos","fora","empatou"
0.06,1,0.25,8,2,0.55,471,0.83,13,1,0,1,4,"26/09/21","seg","Santos","fora","perdeu"
0,0,0.16,18,3,0.63,534,0.86,13,1,0,1,5,"07/10/21","dom","Santos","fora","empatou"
0,0,0.16,7,3,0.49,390,0.73,13,2,0,1,4,"13/10/21","seg","Santos","fora","perdeu"
0.17,1,0.2,6,3,0.4,336,0.8,13,4,0,1,3,"17/10/21","sáb","Santos","fora","empatou"
0.17,1,0.2,6,2,0.4,336,0.8,13,4,0,2,3,"30/10/21","seg","Santos","fora","venceu"
0.1,1,0.2,10,2,0.4,336,0.8,11,3,0,1,2,"13/11/21","qui","Santos","fora","empatou"
0,0,0.2,10,2,0.34,305,0.72,11,3,0,2,2,"21/11/21","dom","Santos","fora","perdeu"
0,0,0.11,9,1,0.34,305,0.72,9,2,0,1,2,"28/11/21","ter","Santos","fora","empatou"
0,0,0.11,9,1,0.35,344,0.82,13,2,0,1,4,"06/12/21","qui","Santos","fora","venceu"
0.08,1,0.38,9,4,0.36,344,0.82,14,2,0,1,4,"09/04/22","qua","Santos","fora","empatou"
0.08,1,0.38,9,4,0.36,286,0.75,17,2,0,4,1,"02/05/22","qua","Santos","fora","perdeu"
0.08,1,0.32,13,6,0.37,295,0.79,18,2,0,2,5,"10/06/19","sáb","Goiás","casa","venceu"
0.17,2,0.41,17,6,0.37,295,0.79,18,2,0,2,6,"28/07/19","qua","Goiás","casa","empatou"
0.05,1,0.32,17,6,0.45,353,0.8,14,1,0,1,7,"11/08/19","sex","Goiás","casa","perdeu"
0,0,0.26,17,5,0.51,397,0.83,14,2,0,1,6,"25/08/19","ter","Goiás","casa","venceu"
0,0,0.26,16,4,0.45,397,0.83,14,2,0,1,5,"07/09/19","qua","Goiás","casa","perdeu"
0.11,1,0.26,9,4,0.34,276,0.74,11,4,0,1,3,"22/09/19","seg","Goiás","casa","venceu"
0.27,2,0.45,9,4,0.28,231,0.74,11,4,1,1,4,"30/09/19","qui","Goiás","casa","venceu"
0.12,1,0.25,9,2,0.33,252,0.74,16,4,0,1,3,"12/10/19","sex","Goiás","casa","venceu"
0.12,1,0.25,11,3,0.33,252,0.77,17,2,0,1,4,"16/10/19","qua","Goiás","casa","empatou"
0.1,1,0.21,14,3,0.44,305,0.76,17,2,0,2,4,"31/10/19","dom","Goiás","casa","empatou"
0.1,2,0.21,18,4,0.44,305,0.76,17,2,0,2,4,"03/11/19","qua","Goiás","casa","venceu"
0.1,2,0.22,20,4,0.44,305,0.76,18,2,0,2,4,"09/11/19","qui","Goiás","casa","perdeu"
0.09,2,0.22,18,4,0.43,344,0.78,19,4,0,2,4,"24/11/19","ter","Goiás","casa","venceu"
0.09,2,0.26,13,5,0.47,354,0.8,19,2,0,2,4,"01/12/19","qua","Goiás","casa","perdeu"
0.05,1,0.22,13,4,0.47,367,0.82,14,2,0,2,5,"08/12/19","sex","Goiás","casa","venceu"
0.17,3,0.33,18,5,0.47,367,0.82,14,1,0,2,7,"19/08/20","ter","Goiás","casa","perdeu"
0.08,1,0.31,18,4,0.48,379,0.82,16,1,0,2,7,"22/08/20","sáb","Goiás","casa","venceu"
0.17,2,0.33,13,4,0.45,309,0.79,21,4,0,3,3,"02/09/20","sex","Goiás","casa","perdeu"
0.09,1,0.31,11,3,0.46,379,0.82,16,4,0,3,3,"09/09/20","dom","Goiás","casa","empatou"
0.17,2,0.33,11,3,0.46,446,0.84,26,4,0,1,3,"13/09/20","sex","Goiás","casa","venceu"
0.17,1,0.27,11,3,0.46,446,0.84,16,4,1,1,3,"04/10/20","qua","Goiás","casa","perdeu"
0.17,2,0.29,14,4,0.55,384,0.83,16,4,1,1,2,"07/10/20","sáb","Goiás","casa","perdeu"
0.17,2,0.25,12,3,0.43,347,0.76,16,3,1,1,2,"16/10/20","qui","Goiás","casa","empatou"
0.14,2,0.29,12,4,0.49,384,0.79,16,3,0,1,5,"01/11/20","ter","Goiás","casa","empatou"
0.1,1,0.4,12,4,0.46,354,0.77,16,5,0,1,5,"14/11/20","qui","Goiás","casa","perdeu"
0.05,1,0.4,11,4,0.48,354,0.79,16,5,0,2,5,"21/11/20","sáb","Goiás","casa","venceu"
0.05,1,0.25,11,2,0.48,354,0.8,16,5,0,2,2,"03/12/20","sáb","Goiás","casa","perdeu"
0,0,0.25,9,2,0.48,347,0.8,16,3,0,1,2,"12/12/20","qui","Goiás","casa","empatou"
0,0,0.25,9,2,0.41,324,0.75,16,3,0,0,2,"26/12/20","dom","Goiás","casa","venceu"
0,0,0.3,10,3,0.39,315,0.73,16,4,0,0,4,"18/01/21","dom","Goiás","casa","perdeu"
0,0,0.3,10,3,0.39,315,0.73,22,4,0,0,4,"21/01/21","qui","Goiás","casa","perdeu"
0,0,0.3,10,3,0.4,357,0.75,22,4,0,1,4,"03/02/21","sex","Goiás","casa","venceu"
0,0,0.33,9,2,0.4,357,0.75,13,3,0,1,4,"13/02/21","qui","Goiás","casa","venceu"
0.18,1,0.33,11,2,0.54,415,0.82,13,3,0,2,2,"21/02/21","dom","Goiás","casa","empatou"
0.18,1,0.33,11,1,0.43,317,0.69,18,3,0,2,2,"16/04/22","sex","Goiás","casa","empatou"
0.11,1,0.64,11,6,0.43,317,0.69,18,4,0,1,2,"30/04/22","seg","Goiás","casa","empatou"
0.11,1,0.29,9,2,0.3,253,0.69,18,4,0,0,2,"28/04/19","qua","Goiás","fora","venceu"
0.12,1,0.29,8,2,0.28,235,0.7,16,4,0,0,2,"05/05/19","qui","Goiás","fora","perdeu"
0.12,1,0.29,8,2,0.3,253,0.7,10,1,0,0,4,"27/05/19","qua","Goiás","fora","perdeu"
0.08,1,0.31,13,4,0.39,333,0.79,10,1,0,0,5,"14/07/19","sáb","Goiás","fora","perdeu"
0.08,1,0.31,13,4,0.39,333,0.79,10,1,0,1,4,"21/07/19","seg","Goiás","fora","empatou"
0,0,0.29,11,3,0.38,304,0.7,10,2,0,0,3,"04/08/19","qui","Goiás","fora","perdeu"
0.05,1,0.27,11,2,0.38,304,0.7,9,2,0,1,3,"07/08/19","dom","Goiás","fora","perdeu"
0,0,0.27,11,3,0.38,311,0.79,11,2,0,1,5,"18/08/19","dom","Goiás","fora","empatou"
0.05,1,0.27,11,3,0.38,318,0.79,11,3,0,1,6,"01/09/19","qua","Goiás","fora","perdeu"
0,0,0.29,11,3,0.48,365,0.81,13,2,1,4,5,"15/09/19","sáb","Goiás","fora","perdeu"
0,0,0.33,11,4,0.48,365,0.81,13,1,0,1,4,"25/09/19","sex","Goiás","fora","venceu"
0,0,0.33,7,3,0.36,365,0.81,14,1,0,0,3,"06/10/19","qui","Goiás","fora","venceu"
0.11,1,0.33,9,3,0.36,314,0.72,12,1,0,0,4,"09/10/19","seg","Goiás","fora","perdeu"
0.11,1,0.33,9,3,0.42,314,0.72,18,2,0,1,5,"20/10/19","seg","Goiás","fora","empatou"
0.1,1,0.33,18,4,0.51,314,0.82,14,2,0,1,9,"06/11/19","dom","Goiás","fora","perdeu"
0.06,1,0.38,18,4,0.51,350,0.82,16,2,0,1,8,"18/11/19","seg","Goiás","fora","empatou"
0.05,1,0.38,21,6,0.51,350,0.78,16,2,0,1,9,"27/11/19","sex","Goiás","fora","venceu"
0.05,1,0.43,13,6,0.47,350,0.77,16,2,0,1,8,"05/12/19","seg","Goiás","fora","perdeu"
0.1,1,0.3,13,6,0.53,384,0.78,16,2,0,1,3,"12/08/20","seg","Goiás","fora","perdeu"
0.1,1,0.3,13,3,0.31,259,0.72,18,3,0,1,3,"15/08/20","qui","Goiás","fora","empatou"
0.09,1,0.3,11,3,0.35,369,0.75,16,3,0,1,3,"06/09/20","qua","Goiás","fora","perdeu"
0.09,1,0.4,11,4,0.35,369,0.75,17,3,0,0,3,"27/09/20","seg","Goiás","fora","empatou"
0.1,1,0.45,10,5,0.4,369,0.75,16,3,0,0,4,"10/10/20","qua","Goiás","fora","perdeu"
0.1,1,0.7,10,4,0.4,315,0.71,14,1,0,1,4,"13/10/20","dom","Goiás","fora","perdeu"
0.14,1,0.7,7,4,0.34,299,0.67,12,4,0,3,4,"19/10/20","dom","Goiás","fora","empatou"
0,0,0.57,7,4,0.34,315,0.67,11,1,0,1,4,"24/10/20","dom","Goiás","fora","perdeu"
0,0,0.33,7,4,0.37,326,0.72,12,3,0,3,4,"07/11/20","ter","Goiás","fora","perdeu"
0,0,0.33,8,3,0.37,326,0.72,15,1,0,1,4,"26/11/20","sex","Goiás","fora","empatou"
0.12,1,0.17,7,1,0.35,272,0.69,19,0,0,1,2,"30/11/20","qua","Goiás","fora","perdeu"
0.17,1,0.38,6,2,0.34,272,0.69,19,0,0,1,1,"07/12/20","qui","Goiás","fora","venceu"
0.17,1,0.2,6,2,0.32,266,0.68,19,2,0,1,1,"21/12/20","seg","Goiás","fora","perdeu"
0.1,1,0.4,10,2,0.34,304,0.75,17,2,0,2,1,"06/01/21","sáb","Goiás","fora","venceu"
0.1,1,0.41,11,5,0.36,304,0.71,17,3,0,2,4,"10/01/21","qui","Goiás","fora","perdeu"
0.06,1,0.41,14,5,0.43,359,0.75,15,2,0,2,4,"24/01/21","dom","Goiás","fora","venceu"
0.18,2,0.35,14,5,0.43,359,0.71,17,3,0,2,3,"31/01/21","ter","Goiás","fora","perdeu"
0,0,0.29,14,4,0.57,479,0.8,15,2,0,1,2,"06/02/21","ter","Goiás","fora","empatou"
0.18,3,0.35,17,6,0.53,422,0.82,15,4,0,1,2,"25/02/21","sex","Goiás","fora","perdeu"
0.1,2,0.25,17,5,0.53,422,0.83,15,2,0,1,2,"10/04/22","qui","Goiás","fora","perdeu"
0.1,2,0.25,17,5,0.52,421,0.83,13,4,0,2,3,"25/04/22","ter","Goiás","fora","perdeu"
0.1,2,0.25,18,5,0.52,405,0.83,18,4,0,2,5,"08/05/22","qui","Goiás","fora","venceu"
0.05,1,0.25,16,4,0.39,328,0.76,19,2,0,1,3,"12/06/19","ter","CSA","casa","perdeu"
0.05,1,0.24,16,4,0.39,328,0.76,19,3,0,1,3,"29/07/19","qui","CSA","casa","empatou"
0,0,0.2,10,2,0.39,328,0.82,13,3,0,1,3,"12/08/19","dom","CSA","casa","perdeu"
0,0,0.2,10,2,0.4,350,0.82,13,3,0,1,2,"25/08/19","ter","CSA","casa","empatou"
0,0,0.2,16,3,0.47,441,0.86,17,3,0,3,2,"08/09/19","sex","CSA","casa","venceu"
0.06,1,0.31,16,4,0.48,441,0.86,19,3,0,3,3,"22/09/19","seg","CSA","casa","venceu"
0.08,1,0.4,12,4,0.47,322,0.76,20,3,0,3,6,"06/10/19","qui","CSA","casa","venceu"
0.2,2,0.4,12,5,0.45,312,0.75,20,3,0,3,4,"09/10/19","seg","CSA","casa","venceu"
0.08,1,0.4,14,5,0.3,259,0.72,16,2,0,1,4,"16/10/19","qua","CSA","casa","empatou"
0.2,2,0.4,14,5,0.3,259,0.72,16,3,0,1,3,"30/10/19","sáb","CSA","casa","venceu"
0.2,2,0.5,10,5,0.42,358,0.81,17,3,0,1,3,"10/11/19","sex","CSA","casa","perdeu"
0.2,2,0.5,10,5,0.44,371,0.82,17,3,0,2,5,"25/11/19","qua","CSA","casa","perdeu"
0,0,0.25,18,5,0.44,372,0.84,17,2,0,1,5,"01/12/19","qua","CSA","casa","perdeu"
0,0,0.25,18,4,0.52,414,0.84,15,2,0,4,5,"08/12/19","sex","CSA","casa","perdeu"
0.04,1,0.25,18,4,0.42,372,0.84,15,2,0,1,6,"28/04/19","qua","CSA","fora","perdeu"
0.04,1,0.25,13,4,0.45,414,0.83,9,1,0,1,6,"12/05/19","sáb","CSA","fora","empatou"
0,0,0.25,6,1,0.42,376,0.81,17,1,0,1,6,"19/05/19","dom","CSA","fora","perdeu"
0,0,0.25,6,1,0.39,376,0.77,9,2,0,1,3,"02/06/19","qua","CSA","fora","perdeu"
0,0,0.25,12,1,0.37,342,0.77,11,3,0,0,2,"14/07/19","sáb","CSA","fora","perdeu"
0,0,0.25,12,1,0.33,304,0.77,11,3,0,0,2,"04/08/19","qui","CSA","fora","empatou"
0,0,0.17,12,1,0.33,304,0.75,14,3,0,0,2,"18/08/19","dom","CSA","fora","venceu"
0,0,0.25,5,2,0.33,344,0.72,16,2,0,1,1,"31/08/19","ter","CSA","fora","perdeu"
0,0,0.25,8,2,0.33,344,0.72,16,1,0,1,2,"15/09/19","sáb","CSA","fora","empatou"
0.14,1,0.29,7,2,0.32,285,0.69,16,2,0,1,2,"26/09/19","sáb","CSA","fora","perdeu"
0.14,1,0.29,8,2,0.3,285,0.69,16,1,0,1,2,"29/09/19","qua","CSA","fora","perdeu"
0.14,1,0.29,9,2,0.3,295,0.76,13,2,0,1,3,"12/10/19","sex","CSA","fora","perdeu"
0,0,0.25,9,2,0.37,338,0.78,13,2,0,1,2,"21/10/19","ter","CSA","fora","perdeu"
0,0,0.25,8,2,0.51,376,0.78,16,2,0,2,3,"27/10/19","ter","CSA","fora","perdeu"
0,0,0.38,8,3,0.51,376,0.82,16,2,0,2,2,"07/11/19","seg","CSA","fora","perdeu"
0.11,1,0.38,8,3,0.36,354,0.86,16,2,0,2,3,"17/11/19","dom","CSA","fora","perdeu"
0,0,0.33,8,3,0.36,351,0.82,16,2,0,1,3,"28/11/19","dom","CSA","fora","venceu"
0.11,1,0.33,8,3,0.35,294,0.81,16,2,0,1,3,"04/12/19","dom","CSA","fora","perdeu"
0,0,0.22,9,2,0.42,382,0.74,14,3,0,3,5,"06/09/20","qua","Coritiba","casa","perdeu"
0,0,0.23,13,3,0.47,440,0.8,14,1,0,0,5,"20/09/20","dom","Coritiba","casa","venceu"
0.08,1,0.23,13,3,0.55,497,0.85,14,1,0,0,5,"04/10/20","qua","Coritiba","casa","empatou"
0.09,1,0.23,11,2,0.47,440,0.8,14,1,0,0,4,"10/10/20","qua","Coritiba","casa","empatou"
0.09,1,0.2,10,2,0.45,408,0.86,14,1,0,0,2,"17/10/20","sex","Coritiba","casa","perdeu"
0.06,1,0.22,10,2,0.45,408,0.84,18,2,0,0,2,"31/10/20","seg","Coritiba","casa","venceu"
0.06,1,0.2,10,2,0.45,408,0.84,20,2,0,0,2,"16/11/20","dom","Coritiba","casa","perdeu"
0.06,1,0.2,16,2,0.54,442,0.84,18,3,0,1,7,"25/11/20","qui","Coritiba","casa","perdeu"
0.06,1,0.2,11,2,0.53,451,0.81,13,2,0,1,4,"05/12/20","ter","Coritiba","casa","empatou"
0,0,0.27,11,3,0.53,451,0.81,13,3,0,1,4,"19/12/20","sex","Coritiba","casa","perdeu"
0,0,0.33,10,3,0.45,344,0.79,14,3,0,2,4,"06/01/21","sáb","Coritiba","casa","perdeu"
0.06,1,0.33,10,3,0.45,344,0.79,14,4,0,2,4,"09/01/21","qua","Coritiba","casa","empatou"
0.06,1,0.15,13,2,0.45,389,0.82,13,3,0,2,4,"20/01/21","ter","Coritiba","casa","empatou"
0.06,1,0.15,13,2,0.41,389,0.82,13,2,0,1,3,"31/01/21","ter","Coritiba","casa","empatou"
0.12,1,0.25,9,2,0.41,389,0.82,21,2,0,0,2,"17/02/21","ter","Coritiba","casa","venceu"
0.12,1,0.31,9,4,0.47,381,0.82,21,2,0,1,2,"20/02/21","sex","Coritiba","casa","perdeu"
0.08,1,0.31,13,4,0.47,407,0.84,16,2,0,1,5,"10/04/22","qui","Coritiba","casa","venceu"
0.08,1,0.31,16,5,0.52,449,0.85,14,2,0,2,7,"01/05/22","ter","Coritiba","casa","venceu"
0.15,3,0.4,17,8,0.55,449,0.88,13,1,0,2,7,"12/08/20","seg","Coritiba","fora","perdeu"
0.15,3,0.4,17,8,0.55,449,0.85,13,2,0,3,8,"19/08/20","ter","Coritiba","fora","perdeu"
0.11,1,0.4,15,4,0.55,438,0.85,13,1,0,3,8,"23/08/20","dom","Coritiba","fora","venceu"
0.11,1,0.44,9,4,0.54,397,0.82,18,1,0,3,3,"02/09/20","sex","Coritiba","fora","empatou"
0.11,1,0.44,7,4,0.45,397,0.8,18,1,0,2,3,"09/09/20","dom","Coritiba","fora","empatou"
0.23,2,0.43,7,3,0.45,397,0.8,18,1,0,2,3,"12/09/20","qui","Coritiba","fora","perdeu"
0,0,0.23,7,3,0.45,433,0.82,13,1,1,2,6,"28/09/20","qua","Coritiba","fora","perdeu"
0,0,0.2,10,1,0.57,463,0.85,13,1,1,3,4,"07/10/20","sáb","Coritiba","fora","perdeu"
0,0,0.2,10,1,0.57,475,0.85,19,1,1,3,6,"14/10/20","seg","Coritiba","fora","venceu"
0.08,1,0.23,12,3,0.51,475,0.84,20,2,0,3,4,"24/10/20","dom","Coritiba","fora","perdeu"
0.08,1,0.4,13,6,0.51,475,0.82,20,2,0,2,6,"08/11/20","qui","Coritiba","fora","empatou"
0.2,2,0.4,12,6,0.45,382,0.82,13,2,0,2,3,"21/11/20","sáb","Coritiba","fora","perdeu"
0.17,1,0.3,10,3,0.4,402,0.82,13,3,0,1,4,"13/12/20","sex","Coritiba","fora","perdeu"
0.17,1,0.21,10,3,0.4,373,0.81,14,3,0,1,4,"26/12/20","dom","Coritiba","fora","perdeu"
0,0,0.21,7,3,0.38,373,0.81,14,1,0,1,4,"16/01/21","qui","Coritiba","fora","venceu"
0,0,0.31,13,3,0.45,373,0.82,13,1,0,0,3,"23/01/21","sáb","Coritiba","fora","empatou"
0.08,1,0.31,10,3,0.35,367,0.82,13,2,0,0,2,"04/02/21","sáb","Coritiba","fora","perdeu"
0.1,1,0.31,10,3,0.46,367,0.82,15,2,0,0,2,"13/02/21","qui","Coritiba","fora","perdeu"
0.1,1,0.38,8,3,0.43,362,0.82,16,3,0,1,3,"25/02/21","sex","Coritiba","fora","perdeu"
0.11,1,0.38,8,2,0.44,362,0.82,15,3,0,1,4,"17/04/22","sáb","Coritiba","fora","perdeu"
0.05,1,0.27,9,3,0.44,435,0.83,10,4,0,1,4,"23/04/22","sáb","Coritiba","fora","empatou"
0.11,1,0.27,11,4,0.44,435,0.85,9,1,0,0,4,"09/05/22","sex","Coritiba","fora","perdeu"
0,0,0.33,10,3,0.41,354,0.77,21,3,0,1,2,"06/09/20","qua","Sport Recife","casa","venceu"
0,0,0.35,11,5,0.53,486,0.83,21,2,0,1,4,"20/09/20","dom","Sport Recife","casa","venceu"
0.12,1,0.35,10,3,0.53,486,0.83,18,1,0,1,5,"23/09/20","qua","Sport Recife","casa","venceu"
0.12,1,0.35,9,3,0.47,451,0.82,11,1,0,1,5,"11/10/20","qui","Sport Recife","casa","perdeu"
0.11,1,0.22,9,3,0.47,451,0.82,11,3,0,1,5,"14/10/20","seg","Sport Recife","casa","perdeu"
0.11,1,0.22,13,3,0.48,451,0.82,11,3,0,1,3,"01/11/20","ter","Sport Recife","casa","venceu"
0.09,1,0.27,13,3,0.48,438,0.81,11,3,0,1,2,"14/11/20","qui","Sport Recife","casa","perdeu"
0.09,1,0.27,13,3,0.48,438,0.81,14,2,0,2,2,"23/11/20","seg","Sport Recife","casa","perdeu"
0,0,0.23,11,3,0.63,431,0.82,17,1,0,2,4,"13/12/20","sex","Sport Recife","casa","venceu"
0,0,0.23,13,3,0.63,447,0.84,17,0,0,1,7,"19/12/20","sex","Sport Recife","casa","empatou"
0.05,1,0.22,11,2,0.55,431,0.85,20,1,0,1,7,"06/01/21","sáb","Sport Recife","casa","venceu"
0.11,1,0.22,9,2,0.43,402,0.85,20,2,0,0,4,"09/01/21","qua","Sport Recife","casa","perdeu"
0.11,1,0.22,9,2,0.43,402,0.85,15,3,0,2,4,"24/01/21","dom","Sport Recife","casa","venceu"
0.11,1,0.32,11,5,0.58,456,0.83,15,3,0,2,7,"01/02/21","qua","Sport Recife","casa","perdeu"
0,0,0.32,11,5,0.58,456,0.83,15,3,0,2,7,"15/02/21","sáb","Sport Recife","casa","empatou"
0,0,0.25,8,2,0.38,349,0.81,15,3,0,0,2,"21/02/21","dom","Sport Recife","casa","perdeu"
0,0,0.25,8,2,0.38,349,0.79,15,3,0,0,2,"06/06/21","qua","Sport Recife","casa","perdeu"
0,0,0.12,8,1,0.39,372,0.79,16,3,0,0,2,"17/06/21","qua","Sport Recife","casa","venceu"
0.1,1,0.33,9,3,0.39,372,0.79,16,4,0,1,2,"27/06/21","seg","Sport Recife","casa","empatou"
0,0,0.12,8,1,0.44,445,0.84,16,3,0,1,3,"04/07/21","qua","Sport Recife","casa","perdeu"
0,0,0.12,10,1,0.44,414,0.84,16,2,0,1,3,"10/07/21","qua","Sport Recife","casa","perdeu"
0,0,0.12,11,1,0.49,445,0.84,16,1,0,2,3,"25/07/21","seg","Sport Recife","casa","empatou"
