"nchutefezgol","gol","nchutenogol","chutes","chutesgol","possebola","passes","precisaopasses","faltas","cartaoamarelo","cartaovermelho","impedimentos","escanteios","data","diaSemana","time","estadio","resultado"
0.08,1,0.31,16,5,0.61,482,0.84,20,2,0,3,9,"27/12/20","seg","Athletico-PR","casa","venceu"
0.08,1,0.31,16,5,0.56,480,0.84,20,0,0,2,6,"17/01/21","sáb","Athletico-PR","casa","empatou"
0.12,1,0.38,16,5,0.42,376,0.8,14,2,0,1,5,"24/01/21","dom","Athletico-PR","casa","venceu"
0.18,2,0.5,11,8,0.41,384,0.82,14,2,0,1,3,"04/02/21","sáb","Athletico-PR","casa","empatou"
0.12,1,0.38,11,4,0.41,384,0.82,15,2,0,2,3,"14/02/21","sex","Athletico-PR","casa","venceu"
0.18,2,0.38,11,4,0.6,453,0.86,15,3,0,4,3,"25/02/21","sex","Athletico-PR","casa","venceu"
0.11,2,0.38,12,4,0.6,480,0.86,15,3,0,2,7,"30/05/21","ter","Athletico-PR","casa","venceu"
0.11,2,0.44,11,5,0.57,480,0.83,15,1,0,2,7,"20/06/21","dom","Athletico-PR","casa","venceu"
0.11,2,0.44,12,5,0.56,480,0.83,17,1,0,2,4,"27/06/21","seg","Athletico-PR","casa","empatou"
0.11,2,0.28,12,5,0.57,519,0.83,17,1,0,0,4,"03/07/21","seg","Athletico-PR","casa","venceu"
0.12,2,0.28,16,5,0.49,440,0.83,17,2,0,2,4,"10/07/21","qua","Athletico-PR","casa","empatou"
0.11,2,0.28,18,6,0.55,490,0.83,18,1,0,0,3,"25/07/21","seg","Athletico-PR","casa","venceu"
0.12,2,0.36,16,6,0.53,413,0.81,18,3,0,1,3,"07/08/21","ter","Athletico-PR","casa","perdeu"
0.09,2,0.36,15,6,0.53,427,0.81,14,2,0,1,8,"22/08/21","dom","Athletico-PR","casa","perdeu"
0.07,1,0.36,15,4,0.52,427,0.81,12,2,0,1,8,"05/09/21","qua","Athletico-PR","casa","empatou"
0,0,0.25,16,4,0.52,479,0.85,12,1,0,1,8,"18/09/21","sex","Athletico-PR","casa","venceu"
0,0,0.25,16,4,0.59,479,0.86,12,1,0,1,9,"26/09/21","seg","Athletico-PR","casa","venceu"
0.07,2,0.26,16,5,0.59,481,0.86,17,1,0,0,9,"09/10/21","qua","Athletico-PR","casa","perdeu"
0.07,2,0.26,16,5,0.59,482,0.85,17,1,0,0,5,"17/10/21","sáb","Athletico-PR","casa","perdeu"
0,0,0.31,16,5,0.54,482,0.84,17,1,0,0,5,"30/10/21","seg","Athletico-PR","casa","perdeu"
0,0,0.21,16,6,0.59,482,0.83,14,1,0,0,6,"02/11/21","qui","Athletico-PR","casa","empatou"
0,0,0.24,21,6,0.58,439,0.83,11,2,0,0,7,"10/11/21","dom","Athletico-PR","casa","venceu"
0.1,2,0.24,21,5,0.58,429,0.82,9,4,0,0,7,"16/11/21","seg","Athletico-PR","casa","perdeu"
0.1,2,0.24,13,4,0.52,408,0.8,9,4,0,0,6,"03/12/21","dom","Athletico-PR","casa","venceu"
0.05,1,0.16,13,3,0.52,429,0.82,15,4,0,0,6,"06/12/21","qui","Athletico-PR","casa","empatou"
0,0,0.16,19,3,0.65,502,0.83,15,1,0,1,8,"17/04/22","sáb","Athletico-PR","casa","perdeu"
0,0,0.17,19,3,0.65,502,0.83,11,2,0,1,8,"23/04/22","sáb","Athletico-PR","casa","venceu"
0,0,0.2,12,3,0.44,408,0.81,11,2,0,2,6,"07/05/22","ter","Athletico-PR","casa","venceu"
0.07,1,0.25,12,3,0.41,354,0.75,15,4,0,1,4,"01/05/19","sáb","Athletico-PR","fora","perdeu"
0.1,1,0.4,10,4,0.41,354,0.75,19,4,0,1,6,"05/05/19","qui","Athletico-PR","fora","empatou"
0.07,1,0.4,15,6,0.49,399,0.85,19,3,0,1,4,"26/05/19","ter","Athletico-PR","fora","perdeu"
0.1,1,0.4,12,5,0.51,412,0.85,19,3,0,0,3,"08/06/19","qui","Athletico-PR","fora","perdeu"
0.06,1,0.42,12,5,0.51,406,0.82,21,3,0,1,3,"11/08/19","sex","Athletico-PR","fora","perdeu"
0.06,1,0.43,12,5,0.54,412,0.8,21,3,0,0,7,"08/09/19","sex","Athletico-PR","fora","empatou"
0.06,1,0.44,9,4,0.54,406,0.8,15,4,0,1,7,"05/10/19","qua","Athletico-PR","fora","venceu"
0.11,1,0.44,13,5,0.54,426,0.8,14,3,0,1,4,"31/10/19","dom","Athletico-PR","fora","empatou"
0.11,1,0.38,10,4,0.45,405,0.78,15,3,0,1,4,"30/11/19","ter","Athletico-PR","fora","empatou"
0.1,1,0.3,10,3,0.48,405,0.78,16,2,0,1,4,"08/08/20","qua","Athletico-PR","fora","venceu"
0.1,1,0.3,10,3,0.48,405,0.78,16,2,0,1,4,"16/08/20","sáb","Athletico-PR","fora","perdeu"
0.1,1,0.3,12,3,0.57,549,0.88,16,1,0,1,4,"26/08/20","qui","Athletico-PR","fora","perdeu"
0.08,1,0.38,12,3,0.57,549,0.88,16,1,0,1,4,"06/09/20","qua","Athletico-PR","fora","perdeu"
0,0,0.29,12,3,0.68,587,0.86,16,1,0,1,2,"04/10/20","qua","Athletico-PR","fora","perdeu"
0,0,0.3,10,3,0.45,464,0.8,16,1,0,1,2,"11/10/20","qui","Athletico-PR","fora","perdeu"
0.07,1,0.29,14,4,0.55,483,0.8,16,1,0,2,2,"17/10/20","sex","Athletico-PR","fora","empatou"
0.07,1,0.3,14,4,0.55,454,0.8,20,4,0,2,5,"01/11/20","ter","Athletico-PR","fora","perdeu"
0.06,1,0.29,14,4,0.59,474,0.81,15,1,0,2,5,"14/11/20","qui","Athletico-PR","fora","venceu"
0.06,1,0.35,16,6,0.59,454,0.82,15,1,0,2,10,"18/11/20","ter","Athletico-PR","fora","venceu"
0.06,1,0.5,12,6,0.52,376,0.81,15,1,0,1,5,"28/11/20","seg","Athletico-PR","fora","perdeu"
0.06,1,0.5,10,6,0.41,354,0.77,15,1,0,1,1,"05/12/20","ter","Athletico-PR","fora","perdeu"
0.2,1,0.25,5,1,0.35,317,0.76,18,2,0,1,1,"20/12/20","dom","Athletico-PR","fora","venceu"
0.2,1,0.25,4,1,0.3,254,0.73,17,2,0,2,2,"06/01/21","sáb","Athletico-PR","fora","venceu"
0.25,1,0.25,5,1,0.3,254,0.73,18,2,0,1,3,"09/01/21","qua","Athletico-PR","fora","empatou"
0.25,1,0.33,4,1,0.38,329,0.78,17,2,0,1,3,"20/01/21","ter","Athletico-PR","fora","perdeu"
0,0,0.33,8,1,0.6,528,0.86,14,1,0,1,3,"31/01/21","ter","Athletico-PR","fora","venceu"
0,0,0.18,11,1,0.6,528,0.86,14,1,0,2,4,"10/02/21","dom","Athletico-PR","fora","empatou"
0.18,2,0.18,12,2,0.56,528,0.86,14,0,0,2,4,"21/02/21","dom","Athletico-PR","fora","perdeu"
0.18,2,0.25,11,2,0.55,465,0.85,17,1,0,2,2,"06/06/21","qua","Athletico-PR","fora","venceu"
0.25,3,0.45,11,5,0.5,465,0.85,17,1,0,3,2,"13/06/21","sex","Athletico-PR","fora","venceu"
0.11,1,0.44,9,4,0.41,366,0.82,17,2,0,3,2,"24/06/21","sex","Athletico-PR","fora","perdeu"
0.11,1,0.44,9,4,0.36,350,0.78,12,2,0,1,2,"30/06/21","sex","Athletico-PR","fora","venceu"
0.11,1,0.44,9,4,0.36,350,0.78,12,2,0,1,2,"06/07/21","sex","Athletico-PR","fora","perdeu"
0.11,1,0.44,11,4,0.44,428,0.8,13,2,0,1,2,"17/07/21","sex","Athletico-PR","fora","perdeu"
0.09,1,0.18,11,2,0.46,428,0.84,15,2,0,1,4,"01/08/21","ter","Athletico-PR","fora","perdeu"
0,0,0.12,9,1,0.46,400,0.8,13,3,0,1,4,"15/08/21","sex","Athletico-PR","fora","perdeu"
0,0,0.11,9,1,0.47,400,0.84,15,3,0,1,5,"28/08/21","seg","Athletico-PR","fora","perdeu"
0,0,0.12,9,1,0.51,489,0.84,16,1,0,1,3,"11/09/21","qua","Athletico-PR","fora","perdeu"
0,0,0.14,9,1,0.51,489,0.84,17,1,0,1,5,"03/10/21","ter","Athletico-PR","fora","perdeu"
0,0,0.22,9,2,0.44,350,0.77,16,1,0,1,3,"06/10/21","sáb","Athletico-PR","fora","venceu"
0,0,0.22,9,2,0.39,324,0.77,16,2,0,1,5,"13/10/21","seg","Athletico-PR","fora","empatou"
0.07,1,0.22,12,3,0.39,324,0.82,14,3,0,1,7,"23/10/21","sáb","Athletico-PR","fora","perdeu"
0.07,1,0.31,13,4,0.46,365,0.82,13,3,0,0,8,"07/11/21","qua","Athletico-PR","fora","venceu"
0.07,1,0.31,13,4,0.46,365,0.81,13,3,0,0,8,"13/11/21","qui","Athletico-PR","fora","perdeu"
0.1,1,0.31,10,4,0.46,365,0.81,13,3,0,1,5,"24/11/21","qui","Athletico-PR","fora","empatou"
0.1,1,0.1,8,1,0.41,337,0.75,15,3,0,1,1,"28/11/21","ter","Athletico-PR","fora","perdeu"
0,0,0.1,10,1,0.34,334,0.79,15,3,0,1,3,"09/12/21","seg","Athletico-PR","fora","empatou"
0,0,0.18,7,2,0.34,334,0.79,15,2,0,1,3,"10/04/22","qui","Athletico-PR","fora","perdeu"
0,0,0.18,7,2,0.37,338,0.81,14,3,0,1,4,"30/04/22","seg","Athletico-PR","fora","perdeu"
0,0,0.46,7,4,0.45,417,0.81,14,1,0,2,5,"14/05/22","qui","Athletico-PR","fora","perdeu"
0.25,2,0.33,9,3,0.46,450,0.84,14,0,0,2,3,"02/06/19","qua","Ceará SC","casa","perdeu"
0.11,1,0.23,9,3,0.39,301,0.72,14,2,0,1,2,"08/06/19","qui","Ceará SC","casa","empatou"
0,0,0.23,13,3,0.39,301,0.72,14,2,0,1,2,"20/07/19","dom","Ceará SC","casa","venceu"
0,0,0.23,13,4,0.42,301,0.77,14,2,0,1,3,"03/08/19","ter","Ceará SC","casa","venceu"
0.18,2,0.36,11,4,0.42,286,0.77,14,3,0,1,8,"10/08/19","qui","Ceará SC","casa","venceu"
0.22,2,0.44,9,4,0.39,286,0.77,20,3,0,4,3,"25/08/19","ter","Ceará SC","casa","perdeu"
0.18,2,0.36,11,4,0.39,292,0.79,14,3,0,4,8,"14/09/19","sex","Ceará SC","casa","empatou"
0,0,0.26,16,5,0.39,347,0.79,11,3,0,4,9,"25/09/19","sex","Ceará SC","casa","empatou"
0,0,0.26,19,6,0.46,402,0.78,11,2,0,4,9,"06/10/19","qui","Ceará SC","casa","perdeu"
0,0,0.26,23,6,0.46,402,0.78,11,1,0,2,15,"13/10/19","sáb","Ceará SC","casa","venceu"
0,0,0.24,23,6,0.57,411,0.82,16,1,0,2,11,"26/10/19","seg","Ceará SC","casa","empatou"
0.04,1,0.24,23,5,0.58,449,0.84,11,1,0,2,11,"30/10/19","sáb","Ceará SC","casa","venceu"
0.06,1,0.24,17,5,0.57,449,0.82,12,1,0,2,11,"07/11/19","seg","Ceará SC","casa","venceu"
0.2,2,0.44,10,4,0.4,413,0.8,11,2,0,3,6,"24/11/19","ter","Ceará SC","casa","empatou"
0.2,2,0.44,10,5,0.4,413,0.8,12,2,0,1,6,"30/11/19","ter","Ceará SC","casa","empatou"
0.06,1,0.44,16,6,0.49,413,0.8,12,3,0,1,6,"04/12/19","dom","Ceará SC","casa","perdeu"
0.06,1,0.33,16,6,0.49,382,0.8,15,3,0,1,9,"12/08/20","seg","Ceará SC","casa","empatou"
0.06,1,0.45,11,5,0.42,382,0.8,17,3,0,1,6,"20/08/20","qui","Ceará SC","casa","perdeu"
0,0,0.22,11,2,0.42,421,0.8,17,3,0,1,9,"23/08/20","dom","Ceará SC","casa","venceu"
0.09,1,0.36,11,4,0.42,421,0.8,18,3,0,1,6,"02/09/20","sex","Ceará SC","casa","venceu"
0.11,1,0.36,11,4,0.38,339,0.77,21,2,0,1,6,"05/09/20","ter","Ceará SC","casa","perdeu"
0.11,1,0.44,11,4,0.38,339,0.77,21,2,0,1,6,"13/09/20","sex","Ceará SC","casa","venceu"
0.11,1,0.44,9,4,0.37,342,0.73,21,2,0,2,5,"27/09/20","seg","Ceará SC","casa","empatou"
0.11,2,0.38,16,5,0.6,411,0.79,13,2,0,2,7,"11/10/20","qui","Ceará SC","casa","venceu"
0.13,2,0.27,15,4,0.39,342,0.77,9,3,0,2,6,"24/10/20","dom","Ceará SC","casa","venceu"
0.13,2,0.27,15,4,0.39,304,0.77,13,3,0,2,6,"08/11/20","qui","Ceará SC","casa","empatou"
0.13,2,0.27,15,4,0.39,304,0.77,17,3,0,2,6,"22/11/20","dom","Ceará SC","casa","empatou"
0.13,2,0.27,15,5,0.46,400,0.78,17,3,0,2,5,"25/11/20","qui","Ceará SC","casa","empatou"
0.09,1,0.45,11,6,0.46,400,0.78,17,4,0,2,5,"12/12/20","qui","Ceará SC","casa","perdeu"
0.12,1,0.45,11,5,0.4,344,0.76,13,4,0,2,2,"07/01/21","dom","Ceará SC","casa","perdeu"
0.09,1,0.38,11,6,0.4,344,0.76,18,5,0,2,5,"17/01/21","sáb","Ceará SC","casa","perdeu"
0.08,1,0.32,12,3,0.4,344,0.76,13,1,0,1,6,"24/01/21","dom","Ceará SC","casa","venceu"
0.08,1,0.32,12,3,0.4,338,0.79,13,2,0,1,6,"31/01/21","ter","Ceará SC","casa","perdeu"
0.08,1,0.25,9,3,0.4,338,0.79,13,1,0,1,4,"15/02/21","sáb","Ceará SC","casa","perdeu"
0.08,1,0.33,9,3,0.45,379,0.81,15,1,0,1,4,"25/02/21","sex","Ceará SC","casa","venceu"
0.08,1,0.38,12,5,0.47,435,0.85,15,1,0,0,5,"30/05/21","ter","Ceará SC","casa","venceu"
0.17,2,0.5,12,6,0.47,435,0.85,17,2,0,0,5,"17/06/21","qua","Ceará SC","casa","perdeu"
0.17,2,0.5,12,6,0.47,428,0.79,17,3,0,0,5,"24/06/21","sex","Ceará SC","casa","venceu"
0.12,2,0.5,13,6,0.35,277,0.7,17,3,0,1,6,"27/06/21","seg","Ceará SC","casa","empatou"
0.08,1,0.39,16,7,0.36,268,0.69,19,3,0,1,6,"04/07/21","qua","Ceará SC","casa","venceu"
0.12,2,0.42,16,7,0.36,268,0.69,20,3,0,1,4,"17/07/21","sex","Ceará SC","casa","venceu"
0.06,1,0.39,18,5,0.53,436,0.84,20,4,0,1,4,"01/08/21","ter","Ceará SC","casa","venceu"
0.17,2,0.33,12,4,0.53,436,0.84,13,2,0,2,5,"08/08/21","qui","Ceará SC","casa","empatou"
0.05,1,0.26,19,4,0.48,350,0.79,13,2,0,2,5,"22/08/21","dom","Ceará SC","casa","empatou"
0.08,1,0.33,12,5,0.41,338,0.75,13,2,0,1,5,"18/09/21","sex","Ceará SC","casa","empatou"
0,0,0.4,12,5,0.41,350,0.73,17,2,0,1,6,"25/09/21","dom","Ceará SC","casa","venceu"
0.04,1,0.4,12,5,0.51,390,0.73,13,0,0,1,6,"06/10/21","sáb","Ceará SC","casa","empatou"
0,0,0.33,16,5,0.51,390,0.77,17,3,0,1,8,"17/10/21","sáb","Ceará SC","casa","empatou"
0.04,1,0.33,23,8,0.59,458,0.79,13,2,0,1,9,"20/10/21","qua","Ceará SC","casa","perdeu"
0.07,1,0.36,16,5,0.48,368,0.79,19,4,0,2,9,"31/10/21","ter","Ceará SC","casa","venceu"
0.09,1,0.36,14,5,0.47,368,0.79,13,4,0,2,7,"07/11/21","qua","Ceará SC","casa","venceu"
0.07,1,0.25,14,4,0.47,333,0.78,15,4,0,2,7,"14/11/21","sex","Ceará SC","casa","venceu"
0.12,1,0.25,12,3,0.38,291,0.75,12,3,0,1,4,"25/11/21","sex","Ceará SC","casa","venceu"
0.13,2,0.25,15,4,0.38,333,0.78,15,3,0,0,2,"05/12/21","qua","Ceará SC","casa","empatou"
0.13,2,0.25,15,3,0.38,337,0.75,14,1,0,0,2,"17/04/22","sáb","Ceará SC","casa","perdeu"
0.06,1,0.22,15,4,0.53,357,0.79,16,1,0,1,4,"30/04/22","seg","Ceará SC","casa","perdeu"
0,0,0.22,15,4,0.56,447,0.76,14,1,0,3,5,"14/05/22","qui","Ceará SC","casa","empatou"
0.06,1,0.29,15,4,0.56,447,0.8,16,1,0,4,5,"01/05/19","sáb","Ceará SC","fora","perdeu"
0,0,0.29,14,4,0.41,426,0.81,12,1,0,4,5,"11/05/19","qui","Ceará SC","fora","perdeu"
0.08,1,0.29,14,4,0.41,426,0.82,12,2,0,2,7,"27/05/19","qua","Ceará SC","fora","venceu"
0.08,1,0.29,13,4,0.48,426,0.81,12,2,0,2,3,"13/06/19","qua","Ceará SC","fora","perdeu"
0.08,1,0.23,9,3,0.48,426,0.8,15,2,0,2,1,"15/07/19","dom","Ceará SC","fora","empatou"
0.11,1,0.44,9,4,0.47,399,0.72,15,2,0,2,1,"27/07/19","seg","Ceará SC","fora","perdeu"
0,0,0.22,9,2,0.45,408,0.75,15,2,0,2,5,"18/08/19","dom","Ceará SC","fora","perdeu"
0,0,0.5,9,5,0.41,316,0.72,15,2,0,0,6,"31/08/19","ter","Ceará SC","fora","perdeu"
0,0,0.5,9,5,0.41,316,0.72,15,3,0,0,6,"07/09/19","qua","Ceará SC","fora","empatou"
0,0,0.5,10,5,0.39,316,0.72,15,2,0,2,8,"22/09/19","seg","Ceará SC","fora","perdeu"
0,0,0.5,12,6,0.39,320,0.79,10,2,0,2,8,"29/09/19","qua","Ceará SC","fora","perdeu"
0.12,1,0.39,12,6,0.39,320,0.79,10,2,0,1,8,"09/10/19","seg","Ceará SC","fora","perdeu"
0.1,1,0.39,10,5,0.38,315,0.76,12,2,0,1,8,"17/10/19","qui","Ceará SC","fora","perdeu"
0.1,1,0.27,10,3,0.32,293,0.73,12,3,0,1,7,"21/10/19","ter","Ceará SC","fora","venceu"
0.1,1,0.46,11,5,0.32,293,0.76,11,3,0,1,7,"02/11/19","ter","Ceará SC","fora","perdeu"
0.09,1,0.38,13,5,0.44,395,0.77,11,3,0,2,7,"10/11/19","sex","Ceará SC","fora","perdeu"
0,0,0.38,13,5,0.52,405,0.84,17,3,0,1,8,"17/11/19","dom","Ceará SC","fora","perdeu"
0,0,0.38,15,5,0.6,483,0.85,17,2,0,2,5,"27/11/19","sex","Ceará SC","fora","perdeu"
0,0,0.2,15,3,0.6,483,0.84,15,1,0,1,5,"08/12/19","sex","Ceará SC","fora","empatou"
0.07,1,0.2,14,2,0.49,382,0.78,15,1,0,2,5,"08/08/20","qua","Ceará SC","fora","perdeu"
0.18,1,0.2,11,2,0.49,382,0.78,18,2,0,1,4,"16/08/20","sáb","Ceará SC","fora","perdeu"
0.07,1,0.14,13,2,0.49,382,0.78,18,3,0,0,4,"30/08/20","ter","Ceará SC","fora","venceu"
0.15,2,0.38,13,5,0.45,309,0.77,16,3,0,0,4,"10/09/20","seg","Ceará SC","fora","perdeu"
0,0,0.17,13,1,0.39,309,0.73,16,2,0,1,3,"19/09/20","sex","Ceará SC","fora","perdeu"
0.15,2,0.38,13,5,0.45,317,0.73,11,2,0,1,4,"03/10/20","seg","Ceará SC","fora","perdeu"
0.1,1,0.46,10,5,0.38,319,0.74,16,3,0,1,4,"08/10/20","seg","Ceará SC","fora","empatou"
0.1,1,0.46,13,5,0.37,350,0.79,12,3,0,1,4,"17/10/20","sex","Ceará SC","fora","empatou"
0.1,1,0.31,13,4,0.37,350,0.75,16,3,0,2,3,"31/10/20","seg","Ceará SC","fora","empatou"
0.12,2,0.31,13,4,0.39,350,0.75,16,3,0,2,3,"14/11/20","qui","Ceará SC","fora","perdeu"
0.18,2,0.27,11,4,0.39,389,0.75,16,3,0,0,3,"30/11/20","qua","Ceará SC","fora","venceu"
0.2,2,0.4,11,4,0.39,314,0.73,18,2,0,0,3,"05/12/20","ter","Ceará SC","fora","venceu"
0.18,2,0.45,11,5,0.39,412,0.84,17,2,0,1,4,"20/12/20","dom","Ceará SC","fora","venceu"
0.33,2,0.55,11,5,0.39,266,0.76,17,2,0,1,3,"27/12/20","seg","Ceará SC","fora","empatou"
0.18,2,0.45,11,5,0.39,266,0.76,17,2,0,1,2,"10/01/21","qui","Ceará SC","fora","venceu"
0.25,2,0.5,8,4,0.35,263,0.72,17,1,0,0,1,"21/01/21","qui","Ceará SC","fora","venceu"
0.25,2,0.36,11,4,0.35,263,0.72,12,1,0,0,1,"03/02/21","sex","Ceará SC","fora","perdeu"
0.25,2,0.33,8,4,0.42,385,0.78,12,0,0,0,1,"10/02/21","dom","Ceará SC","fora","empatou"
0.14,1,0.25,8,2,0.42,385,0.78,14,0,0,2,3,"20/02/21","sex","Ceará SC","fora","venceu"
0.14,1,0.25,8,2,0.38,338,0.78,14,0,0,2,4,"05/06/21","ter","Ceará SC","fora","perdeu"
0.17,1,0.36,8,3,0.38,338,0.78,17,1,0,2,4,"13/06/21","sex","Ceará SC","fora","empatou"
0.17,1,0.43,11,4,0.43,419,0.82,14,1,0,1,5,"20/06/21","dom","Ceará SC","fora","empatou"
0.07,1,0.43,14,3,0.43,419,0.82,19,2,0,1,7,"01/07/21","sáb","Ceará SC","fora","empatou"
0,0,0.38,14,3,0.38,307,0.72,17,2,0,1,7,"07/07/21","sáb","Ceará SC","fora","empatou"
0,0,0.29,8,2,0.36,282,0.7,21,3,0,1,6,"11/07/21","qui","Ceará SC","fora","empatou"
0,0,0.35,8,3,0.36,307,0.72,17,2,0,2,6,"25/07/21","seg","Ceará SC","fora","empatou"
0,0,0.29,14,2,0.45,345,0.77,13,2,0,1,7,"15/08/21","sex","Ceará SC","fora","perdeu"
0.07,1,0.35,15,6,0.45,399,0.79,13,1,0,1,7,"29/08/21","ter","Ceará SC","fora","perdeu"
0,0,0.33,14,2,0.45,399,0.77,13,1,0,1,6,"12/09/21","sex","Ceará SC","fora","perdeu"
0,0,0.33,8,2,0.59,481,0.79,13,1,0,0,4,"09/10/21","qua","Ceará SC","fora","perdeu"
0,0,0.33,8,2,0.59,481,0.8,10,2,0,1,4,"14/10/21","ter","Ceará SC","fora","empatou"
0.08,1,0.45,11,5,0.45,352,0.8,10,3,0,0,5,"23/10/21","sáb","Ceará SC","fora","empatou"
0.08,1,0.5,11,5,0.37,294,0.72,14,3,0,2,5,"27/10/21","qui","Ceará SC","fora","empatou"
0.08,1,0.5,9,4,0.37,294,0.72,14,2,0,2,5,"10/11/21","dom","Ceará SC","fora","perdeu"
0.07,1,0.44,9,4,0.45,352,0.76,13,2,1,2,3,"17/11/21","ter","Ceará SC","fora","venceu"
0.11,1,0.38,13,4,0.45,352,0.76,13,3,1,2,3,"20/11/21","sáb","Ceará SC","fora","empatou"
0.2,1,0.38,13,4,0.4,320,0.76,14,3,0,2,1,"30/11/21","qui","Ceará SC","fora","perdeu"
0.2,1,0.38,12,4,0.4,320,0.76,19,3,0,3,1,"09/12/21","seg","Ceará SC","fora","perdeu"
0.08,1,0.33,12,4,0.48,410,0.83,19,1,0,3,6,"09/04/22","qua","Ceará SC","fora","venceu"
0.08,1,0.33,19,9,0.48,410,0.83,14,1,0,0,8,"07/05/22","ter","Ceará SC","fora","perdeu"
0.22,4,0.47,17,8,0.34,255,0.72,15,2,0,0,5,"08/06/19","qui","Palmeiras","casa","venceu"
0.08,1,0.38,17,5,0.34,255,0.72,16,2,0,0,5,"13/06/19","qua","Palmeiras","casa","venceu"
0.14,2,0.43,17,6,0.43,304,0.77,16,2,0,1,7,"27/07/19","seg","Palmeiras","casa","empatou"
0.07,1,0.27,15,4,0.53,386,0.78,16,1,0,1,7,"11/08/19","sex","Palmeiras","casa","empatou"
0.12,2,0.43,15,6,0.53,386,0.78,15,1,0,1,8,"10/09/19","dom","Palmeiras","casa","venceu"
0.12,2,0.53,15,8,0.46,386,0.83,15,1,0,1,3,"14/09/19","sex","Palmeiras","casa","venceu"
0.12,2,0.53,15,8,0.46,406,0.83,15,2,0,1,4,"26/09/19","sáb","Palmeiras","casa","venceu"
0.2,3,0.53,15,8,0.58,461,0.86,13,0,0,0,4,"06/10/19","qui","Palmeiras","casa","empatou"
0.08,1,0.37,17,7,0.67,506,0.88,13,2,0,1,5,"12/10/19","sex","Palmeiras","casa","venceu"
0.06,1,0.39,18,7,0.67,506,0.88,13,2,0,2,7,"16/10/19","qua","Palmeiras","casa","venceu"
0.05,1,0.37,19,7,0.67,506,0.86,15,2,0,2,12,"30/10/19","sáb","Palmeiras","casa","venceu"
0.06,1,0.39,19,8,0.49,413,0.8,15,1,0,2,7,"02/11/19","ter","Palmeiras","casa","venceu"
0.11,1,0.27,19,8,0.56,493,0.86,14,1,0,2,7,"09/11/19","qui","Palmeiras","casa","empatou"
0.11,1,0.33,19,7,0.46,323,0.78,12,2,0,2,7,"24/11/19","ter","Palmeiras","casa","perdeu"
0.06,1,0.33,17,6,0.46,376,0.78,14,2,0,2,7,"01/12/19","qua","Palmeiras","casa","perdeu"
0.06,1,0.35,17,6,0.44,376,0.78,14,2,0,3,4,"05/12/19","seg","Palmeiras","casa","venceu"
0.07,1,0.36,14,6,0.44,382,0.85,18,2,0,1,3,"15/08/20","qui","Palmeiras","casa","empatou"
0.08,1,0.36,12,5,0.44,420,0.86,18,1,0,1,3,"23/08/20","dom","Palmeiras","casa","venceu"
0.12,2,0.29,12,5,0.48,382,0.85,21,5,0,1,5,"02/09/20","sex","Palmeiras","casa","empatou"
0.09,1,0.25,12,3,0.48,372,0.79,21,3,0,1,5,"13/09/20","sex","Palmeiras","casa","empatou"
0.1,2,0.29,17,5,0.48,372,0.79,21,3,0,3,5,"27/09/20","seg","Palmeiras","casa","empatou"
0.09,1,0.35,17,7,0.6,493,0.87,15,3,0,1,5,"03/10/20","seg","Palmeiras","casa","venceu"
0.07,2,0.39,20,7,0.64,560,0.87,14,1,0,1,6,"10/10/20","qua","Palmeiras","casa","perdeu"
0.06,1,0.39,17,7,0.6,493,0.85,14,2,0,1,8,"14/10/20","seg","Palmeiras","casa","perdeu"
0.06,1,0.33,16,5,0.55,431,0.84,13,2,0,1,8,"02/11/20","qua","Palmeiras","casa","venceu"
0.06,1,0.33,16,5,0.47,424,0.82,13,2,0,2,6,"14/11/20","qui","Palmeiras","casa","venceu"
0.16,2,0.42,16,5,0.51,431,0.82,13,2,0,2,3,"28/11/20","seg","Palmeiras","casa","venceu"
0.16,3,0.42,19,8,0.51,455,0.84,15,2,0,3,3,"12/12/20","qui","Palmeiras","casa","venceu"
0.2,3,0.47,15,7,0.59,470,0.87,15,2,0,4,8,"27/12/20","seg","Palmeiras","casa","venceu"
0.17,3,0.36,15,7,0.59,470,0.87,11,2,0,4,8,"15/01/21","qua","Palmeiras","casa","empatou"
0.17,1,0.38,15,6,0.45,431,0.88,11,3,0,2,5,"18/01/21","dom","Palmeiras","casa","venceu"
0.17,1,0.38,15,6,0.45,430,0.86,14,3,0,2,5,"26/01/21","qua","Palmeiras","casa","empatou"
0.07,1,0.38,15,6,0.55,431,0.86,19,2,0,2,6,"02/02/21","qui","Palmeiras","casa","empatou"
0.07,1,0.21,15,3,0.55,437,0.86,16,2,0,1,7,"14/02/21","sex","Palmeiras","casa","venceu"
0.07,1,0.21,14,3,0.55,477,0.87,16,1,0,1,6,"22/02/21","seg","Palmeiras","casa","empatou"
0.06,1,0.21,17,4,0.64,543,0.87,16,2,0,1,9,"06/06/21","qua","Palmeiras","casa","venceu"
0.18,3,0.24,17,4,0.67,550,0.88,16,2,0,1,5,"12/06/21","qui","Palmeiras","casa","empatou"
0.08,1,0.24,17,4,0.64,543,0.87,14,2,0,1,5,"20/06/21","dom","Palmeiras","casa","venceu"
0.13,2,0.25,15,4,0.58,491,0.85,14,3,0,1,5,"27/06/21","seg","Palmeiras","casa","venceu"
0.13,2,0.4,15,6,0.58,437,0.8,14,3,0,4,7,"07/07/21","sáb","Palmeiras","casa","venceu"
